name,brewery_type,address_1,City,state_province,postal_code,longitude,latitude,state_x,zip_code,brewery_id,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,State
The Plains Brewing Company,micro,515 N FM 179,Lubbock,Texas,79416-9512,,,Texas,79416,7052, Texas,45000.0,104426.0,21066.0,32945.0,101374.0,101374.0,109019.0,109019.0,135647.0,89.8,51735.0,34.2,207548.0,207548.0,104426.0,54747.0,75638.0,61821.0,71422.0,92876.0,30618.0,42605.0,32355.0,46563.0,-888888888.0,14.1,-888888888.0,18.0,113800.0,113800.0,113800.0,113800.0,260990.0,176703.0,67.7,25073.0,9.6,96715.0,48.4,103120.0,51.6, Texas
The Railyard Brewing Co,brewpub,12 W Jefferson St Ste 100,Montgomery,Alabama,36104-2573,,,Alabama,36104,7059, Alabama,51000.0,81529.0,17731.0,33023.0,72666.0,72666.0,85384.0,85384.0,115215.0,88.3,42787.0,32.8,155597.0,155597.0,81529.0,46957.0,65160.0,49304.0,56545.0,77024.0,27253.0,32225.0,34767.0,44762.0,-888888888.0,22.4,-888888888.0,24.1,93055.0,93055.0,93055.0,93055.0,198659.0,141337.0,71.1,13720.0,6.9,68946.0,45.9,81253.0,54.1, Alabama
The Redding Beer Company,micro,7 Main St,Redding,Connecticut,06896-3203,,,Connecticut,06896,7064, California,59920.0,37302.0,6809.0,12033.0,36509.0,36509.0,39628.0,39628.0,59457.0,93.3,16247.0,25.5,74757.0,74757.0,37302.0,58702.0,88929.0,20482.0,72908.0,102846.0,36616.0,16820.0,42543.0,64410.0,-888888888.0,8.9,-888888888.0,15.4,39738.0,39738.0,39738.0,39738.0,93466.0,68754.0,73.6,5580.0,6.0,34337.0,47.4,38047.0,52.6, California
The Root Cellar,brewpub,215 N Lbj Dr,San Marcos,Texas,78666-5621,,,Texas,78666,7066, Texas,65600.0,27015.0,7200.0,11404.0,27519.0,27519.0,31287.0,31287.0,27084.0,83.3,9897.0,30.5,58190.0,58190.0,27015.0,36080.0,52262.0,11234.0,47238.0,70422.0,20854.0,15781.0,24561.0,36747.0,-888888888.0,23.3,-888888888.0,32.4,28845.0,28845.0,28845.0,28845.0,68578.0,47133.0,68.7,8194.0,11.9,26856.0,47.2,30056.0,52.8, Texas
The Root Cellar,brewpub,215 N Lbj Dr,San Marcos,Texas,78666-5621,,,Texas,78666,7066, California,68196.0,34037.0,4453.0,8734.0,34105.0,34105.0,38052.0,38052.0,53724.0,87.7,29392.0,48.0,71440.0,71440.0,34037.0,89239.0,119292.0,24911.0,115689.0,144846.0,43028.0,9126.0,26304.0,40593.0,-888888888.0,6.4,-888888888.0,10.0,35300.0,35300.0,35300.0,35300.0,94927.0,65000.0,68.5,6026.0,6.3,32122.0,46.8,36526.0,53.2, California
The SoCo Taphouse,brewpub,113 E Concho Ave Ste 210,San Angelo,Texas,76903-5948,,,Texas,76903,7072, Texas,64472.0,39065.0,8895.0,11205.0,40344.0,40344.0,41050.0,41050.0,55173.0,85.8,14921.0,23.2,79426.0,79426.0,39065.0,60030.0,72852.0,22891.0,68311.0,87871.0,28769.0,16174.0,27422.0,48890.0,-888888888.0,8.9,-888888888.0,14.2,45230.0,45230.0,45230.0,45230.0,101063.0,71094.0,70.3,8645.0,8.6,38083.0,49.5,38924.0,50.5, Texas
The Star Spangled Brewing Co.,micro,1030 Progress Dr Ste E,Clarksville,Tennessee,37040-5329,,,Tennessee,37040,7077, Tennessee,15160.0,63787.0,11182.0,15173.0,62998.0,62998.0,66335.0,66335.0,97250.0,94.9,28826.0,28.1,126915.0,126915.0,63787.0,60686.0,71060.0,46045.0,63677.0,77042.0,26631.0,17742.0,39361.0,48612.0,-888888888.0,7.5,-888888888.0,10.5,68485.0,68485.0,68485.0,68485.0,170966.0,115273.0,67.4,10544.0,6.2,59727.0,48.6,63054.0,51.4, Tennessee
The Tank Brewing Company,micro,5100 NW 72nd Ave. Bay A-1,Miami,Florida,33166,,,Florida,33166,7080, Florida,45000.0,192219.0,51920.0,63629.0,196272.0,196272.0,189601.0,189601.0,272472.0,79.9,122393.0,35.9,381863.0,381863.0,192219.0,48789.0,83158.0,98342.0,55218.0,95317.0,37223.0,93877.0,37494.0,66871.0,-888888888.0,17.4,-888888888.0,21.0,219775.0,219775.0,219775.0,219775.0,439906.0,361860.0,82.3,19179.0,4.4,189502.0,50.7,183966.0,49.3, Florida
The Wild Rover Brewery,micro,13921 Lynmar Blvd,Tampa,Florida,33626,,,Florida,33626,7091, Florida,71000.0,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221.0,313221.0,159925.0,63404.0,102503.0,85092.0,80390.0,130849.0,43517.0,74833.0,46571.0,66783.0,-888888888.0,13.1,-888888888.0,17.7,172886.0,172886.0,172886.0,172886.0,387037.0,287567.0,74.3,24623.0,6.4,150478.0,49.2,155394.0,50.8, Florida
The Woodlands At SweetWater,micro,215 Ottley Dr,Atlanta,Georgia,30324-3924,,,Georgia,30324,7093, Georgia,4000.0,232720.0,62706.0,88774.0,208075.0,208075.0,216270.0,216270.0,319487.0,92.7,206198.0,59.8,419538.0,419538.0,232720.0,74107.0,117117.0,94427.0,101490.0,166758.0,55051.0,138293.0,58614.0,81911.0,-888888888.0,13.8,-888888888.0,17.9,253355.0,253355.0,253355.0,253355.0,496480.0,382121.0,77.0,31072.0,6.3,202904.0,49.2,209530.0,50.8, Georgia
Think Tank Brew Lab,planning,,Greenville,South Carolina,29607,,,South Carolina,29607,7100, North Carolina,28080.0,41575.0,12207.0,17928.0,33066.0,33066.0,42487.0,42487.0,43970.0,92.5,18486.0,38.9,74651.0,74651.0,41575.0,36687.0,60207.0,16053.0,54445.0,88799.0,29097.0,25522.0,29269.0,40048.0,-888888888.0,18.9,-888888888.0,29.8,45122.0,45122.0,45122.0,45122.0,88733.0,61123.0,68.9,10364.0,11.7,31946.0,43.8,40997.0,56.2, North Carolina
Think Tank Brew Lab,planning,,Greenville,South Carolina,29607,,,South Carolina,29607,7100, South Carolina,30850.0,34154.0,7619.0,13206.0,28306.0,28306.0,33407.0,33407.0,45482.0,93.2,27149.0,55.6,61371.0,61371.0,34154.0,57253.0,103043.0,16592.0,81560.0,140443.0,50056.0,17562.0,46685.0,66638.0,-888888888.0,11.6,-888888888.0,16.0,37958.0,37958.0,37958.0,37958.0,72103.0,55033.0,76.3,5097.0,7.1,27061.0,45.2,32782.0,54.8, South Carolina
Third Eye Brewery,planning,,Cincinnati,Ohio,45246,,,Ohio,45246,7102, Ohio,15000.0,144929.0,37940.0,61503.0,117604.0,117604.0,134700.0,134700.0,180960.0,89.8,82884.0,41.1,249792.0,249792.0,144929.0,42733.0,71913.0,61170.0,61707.0,98347.0,34519.0,83759.0,32643.0,51489.0,-888888888.0,21.2,-888888888.0,27.3,160420.0,160420.0,160420.0,160420.0,308913.0,225860.0,73.1,20472.0,6.6,112574.0,46.3,130417.0,53.7, Ohio
Third Nature Brewing Co.,planning,,Rockford,Michigan,49341,,,Michigan,49341,7104, Illinois,65000.0,59909.0,14815.0,21117.0,56880.0,56880.0,60388.0,60388.0,85906.0,86.8,23973.0,24.2,115148.0,115148.0,59909.0,44525.0,62175.0,34000.0,57955.0,77245.0,25600.0,25909.0,30515.0,40613.0,-888888888.0,14.7,-888888888.0,20.6,66905.0,66905.0,66905.0,66905.0,148539.0,105327.0,70.9,9961.0,6.7,54248.0,48.9,56789.0,51.1, Illinois
Third Place Brewing,micro,630 E Douglas Ave  Suite #150,Wichita,Kansas,67202-3537,,,Kansas,67202,7105, Kansas,79000.0,156668.0,33954.0,46046.0,154469.0,154469.0,160227.0,160227.0,226839.0,87.1,77891.0,29.9,309615.0,309615.0,156668.0,56293.0,76253.0,96195.0,71470.0,93708.0,30942.0,60473.0,32246.0,44509.0,-888888888.0,10.0,-888888888.0,14.5,176357.0,176357.0,176357.0,176357.0,395707.0,283649.0,71.7,25718.0,6.5,145969.0,48.8,153069.0,51.2, Kansas
Thirsty Nomad Brewing,micro,4402 Stuart Andrew Blvd Ste A,Charlotte,North Carolina,28217-1520,,,North Carolina,28217,7118, North Carolina,12000.0,365269.0,78497.0,121462.0,341875.0,341875.0,375102.0,375102.0,540044.0,90.1,292679.0,48.8,704784.0,704784.0,365269.0,70869.0,105574.0,204925.0,88792.0,130882.0,44593.0,160344.0,52947.0,69914.0,-888888888.0,7.9,-888888888.0,11.3,393631.0,393631.0,393631.0,393631.0,879697.0,649539.0,73.8,56557.0,6.4,325982.0,47.7,358021.0,52.3, North Carolina
Thousand Oaks Brewing Co.,micro,3200 Woodall Dr Unit C1,Cedar Park,Texas,78613-7773,,,Texas,78613,7130, Texas,13552.0,30407.0,5105.0,5225.0,32902.0,32902.0,29165.0,29165.0,51999.0,96.6,31393.0,58.3,61229.0,61229.0,30407.0,114450.0,135428.0,19900.0,137659.0,157453.0,52362.0,10507.0,70321.0,91832.0,-888888888.0,3.6,-888888888.0,5.0,30710.0,30710.0,30710.0,30710.0,78326.0,57005.0,72.8,4208.0,5.4,31488.0,52.8,28170.0,47.2, Texas
"Three Empires Brewing Company, LLC",planning,,Pearland,Texas,77584,,,Texas,77584,7140, Texas,56348.0,43012.0,4862.0,11091.0,42943.0,42943.0,52040.0,52040.0,75972.0,94.7,38651.0,48.2,92024.0,92024.0,43012.0,103227.0,124579.0,32049.0,123053.0,142366.0,45214.0,10963.0,51558.0,64894.0,-888888888.0,-999999999.0,-888888888.0,2.5,44576.0,44576.0,44576.0,44576.0,120694.0,84747.0,70.2,8706.0,7.2,39671.0,44.9,48627.0,55.1, Texas
Thunder Canyon Brewery,brewpub,220 E Broadway Blvd Ste 2,Tucson,Arizona,85701-2043,,,Arizona,85701,7170, Arizona,77000.0,223068.0,53018.0,68387.0,223284.0,223284.0,227326.0,227326.0,308500.0,88.1,101720.0,29.1,445020.0,445020.0,223068.0,50306.0,67355.0,126496.0,61461.0,78995.0,27821.0,96572.0,35798.0,46880.0,-888888888.0,14.1,-888888888.0,19.0,242816.0,242816.0,242816.0,242816.0,543215.0,398349.0,73.3,42346.0,7.8,213982.0,49.6,217080.0,50.4, Arizona
Tin Cannon Brewing Company,micro,7679 Limestone Dr Ste 130,Gainesville,Virginia,20155-4041,,,Virginia,20155,7194, Florida,25175.0,56513.0,15900.0,21548.0,57166.0,57166.0,65662.0,65662.0,74330.0,94.0,37797.0,47.8,121565.0,121565.0,56513.0,40822.0,60553.0,21248.0,70318.0,86556.0,25655.0,35265.0,30887.0,43742.0,-888888888.0,10.0,-888888888.0,26.9,66685.0,66685.0,66685.0,66685.0,140406.0,100810.0,71.8,14062.0,10.0,55666.0,46.4,64338.0,53.6, Florida
Tin Dog Brewing,micro,309 S Cloverdale St Ste A2,Seattle,Washington,98108-4500,,,Washington,98108,7195, Washington,63000.0,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854.0,643854.0,351650.0,110781.0,154211.0,154761.0,165479.0,210863.0,74733.0,196889.0,75100.0,106369.0,-888888888.0,5.8,-888888888.0,11.0,384799.0,384799.0,384799.0,384799.0,733904.0,609741.0,83.1,31391.0,4.3,322444.0,50.8,312346.0,49.2, Washington
Tivoli Brewing Company,micro,900 Auraria Pkwy Unit 240,Denver,Colorado,80204-1897,,,Colorado,80204,7208, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
TKO Libations,micro,2520 King Arthur Blvd Ste 109,Lewisville,Texas,75056-6082,,,Texas,75056,7209, Texas,42508.0,46897.0,8317.0,14819.0,43723.0,43723.0,49350.0,49350.0,73329.0,91.5,29988.0,37.4,91947.0,91947.0,46897.0,75915.0,91467.0,29353.0,87067.0,105459.0,38205.0,17544.0,54389.0,65084.0,-888888888.0,7.6,-888888888.0,9.7,49094.0,49094.0,49094.0,49094.0,112853.0,86358.0,76.5,5581.0,4.9,42289.0,47.0,47701.0,53.0, Texas
To Share Brewing Company,planning,,Manchester,New Hampshire,03104,,,New Hampshire,03104,7210, New Hampshire,45140.0,48649.0,11224.0,12750.0,48004.0,48004.0,48881.0,48881.0,75702.0,90.7,27975.0,33.5,95871.0,95871.0,48649.0,73639.0,84659.0,26747.0,82780.0,96113.0,36020.0,21902.0,58768.0,65577.0,-888888888.0,9.2,-888888888.0,11.3,50479.0,50479.0,50479.0,50479.0,115470.0,90858.0,78.7,4874.0,4.2,46326.0,49.3,47630.0,50.7, New Hampshire
Toast Ale,contract,601 W 26th St Ste 325-291,New York,New York,10001-1101,,,New York,10001,7211, New York,51000.0,3263895.0,684648.0,1210386.0,3312760.0,3312760.0,3682357.0,3682357.0,5066811.0,83.9,2474623.0,41.0,6902783.0,6902783.0,3263895.0,67997.0,107684.0,1892542.0,77219.0,122049.0,42406.0,1371353.0,50765.0,82520.0,-888888888.0,14.4,-888888888.0,18.0,3641931.0,3641931.0,3641931.0,3641931.0,8467513.0,6445654.0,76.1,456072.0,5.4,3169312.0,47.2,3545264.0,52.8, New York
Tocayo Brewing Company,contract,1 S Dearborn St Ste 1700,Chicago,Illinois,60603-2308,,,Illinois,60603,7215, Illinois,14000.0,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422.0,2212422.0,1139537.0,66576.0,101179.0,580275.0,81796.0,122958.0,43217.0,559262.0,50980.0,75984.0,-888888888.0,12.9,-888888888.0,17.1,1272191.0,1272191.0,1272191.0,1272191.0,2696561.0,2066616.0,76.6,147958.0,5.5,1035787.0,48.0,1120519.0,52.0, Illinois
Toltec Brewing Co,brewpub,10250 Cottonwood Park NW # S,Albuquerque,New Mexico,87114-7018,,,New Mexico,87114,7216, New Mexico,2000.0,243582.0,55116.0,76166.0,230289.0,230289.0,238820.0,238820.0,359455.0,91.2,151687.0,38.5,462194.0,462194.0,243582.0,58512.0,81951.0,139109.0,78694.0,99254.0,35738.0,104473.0,41107.0,54804.0,-888888888.0,12.4,-888888888.0,16.1,256814.0,256814.0,256814.0,256814.0,562591.0,422004.0,75.0,38425.0,6.8,219057.0,49.0,228220.0,51.0, New Mexico
Tom's Urban Kitchen and Brewery,planning,,Denver,Colorado,80249-6310,,,Colorado,80249,7217, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
Torg Brewery,planning,,Minneapolis,Minnesota,55432,,,Minnesota,55432,7234, Minnesota,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3, Minnesota
Trail Crest Brewing Company,brewpub,1800 S Milton Rd Ste 11,Flagstaff,Arizona,86001,,,Arizona,86001,7261, Arizona,23620.0,29435.0,7373.0,6655.0,32844.0,32844.0,33362.0,33362.0,38560.0,95.0,19353.0,47.7,64986.0,64986.0,29435.0,61386.0,84138.0,14566.0,94896.0,115026.0,31629.0,14869.0,35250.0,52537.0,-888888888.0,10.5,-888888888.0,20.5,32601.0,32601.0,32601.0,32601.0,76984.0,49295.0,64.0,12780.0,16.6,31316.0,48.9,32667.0,51.1, Arizona
Transport Brewery,planning,,Shawnee,Kansas,66203-2749,,,Kansas,66203,7270, Kansas,64500.0,27114.0,3741.0,6340.0,26653.0,26653.0,27434.0,27434.0,44949.0,96.2,25503.0,54.6,52608.0,52608.0,27114.0,92844.0,116895.0,18276.0,116327.0,145371.0,47481.0,8838.0,43791.0,54708.0,-888888888.0,1.8,-888888888.0,6.1,28651.0,28651.0,28651.0,28651.0,67521.0,49519.0,73.3,4420.0,6.5,25604.0,49.5,26113.0,50.5, Kansas
Traust Brewing Co.,planning,,Charlotte,North Carolina,28205,,,North Carolina,28205,7275, North Carolina,12000.0,365269.0,78497.0,121462.0,341875.0,341875.0,375102.0,375102.0,540044.0,90.1,292679.0,48.8,704784.0,704784.0,365269.0,70869.0,105574.0,204925.0,88792.0,130882.0,44593.0,160344.0,52947.0,69914.0,-888888888.0,7.9,-888888888.0,11.3,393631.0,393631.0,393631.0,393631.0,879697.0,649539.0,73.8,56557.0,6.4,325982.0,47.7,358021.0,52.3, North Carolina
"Tree Farm Brewing Company, LLC",contract,3020 Papa Bear Dr,College Station,Texas,77845-1402,,,Texas,77845,7276, Texas,15976.0,41586.0,10879.0,12337.0,51790.0,51790.0,49178.0,49178.0,50587.0,94.8,27929.0,52.3,99251.0,99251.0,41586.0,49215.0,81213.0,20760.0,84154.0,122092.0,28463.0,20826.0,30125.0,38968.0,-888888888.0,11.3,-888888888.0,26.7,48960.0,48960.0,48960.0,48960.0,120032.0,75125.0,62.6,17125.0,14.3,49664.0,51.2,47243.0,48.8, Texas
Trinity Brewing,brewpub,1466 Garden of The Gods Rd Ste 184,Colorado Springs,Colorado,80907-9464,,,Colorado,80907,7288, Colorado,16000.0,197542.0,39864.0,48235.0,198538.0,198538.0,197588.0,197588.0,308365.0,93.6,141004.0,42.8,390552.0,390552.0,197542.0,74579.0,96874.0,126314.0,91259.0,111747.0,39808.0,71228.0,49663.0,64679.0,-888888888.0,6.9,-888888888.0,10.5,205380.0,205380.0,205380.0,205380.0,483969.0,359735.0,74.3,31577.0,6.5,189125.0,50.0,189097.0,50.0, Colorado
Triple 7 Restaurant & Brewery at Main St Station,brewpub,200 N Main St Main Street Station Casino,Las Vegas,Nevada,89101-2910,,,Nevada,89101,7293, Nevada,40000.0,250350.0,57446.0,70000.0,266452.0,266452.0,265186.0,265186.0,389507.0,85.4,125771.0,27.6,523043.0,523043.0,250350.0,59746.0,84820.0,152708.0,75088.0,100540.0,33825.0,97642.0,36725.0,55282.0,-888888888.0,10.5,-888888888.0,14.8,269602.0,269602.0,269602.0,269602.0,646776.0,485562.0,75.1,38398.0,5.9,254137.0,50.0,253890.0,50.0, Nevada
Trout River Brewing Co,micro,100 River Street RR 5,Springfield,Vermont,05156,,,Vermont,05156,7315, Missouri,70000.0,79232.0,20560.0,26125.0,69108.0,69108.0,74873.0,74873.0,100239.0,92.7,35077.0,32.4,142675.0,142675.0,79232.0,41808.0,60529.0,37895.0,57402.0,79269.0,28056.0,41337.0,28245.0,41497.0,-888888888.0,10.4,-888888888.0,17.4,83888.0,83888.0,83888.0,83888.0,169850.0,128082.0,75.4,12247.0,7.2,67023.0,48.1,72237.0,51.9, Missouri
Trout River Brewing Co,micro,100 River Street RR 5,Springfield,Vermont,05156,,,Vermont,05156,7315, Illinois,72000.0,51317.0,12131.0,18212.0,45055.0,45055.0,47764.0,47764.0,73961.0,92.4,30848.0,38.5,92121.0,92121.0,51317.0,62505.0,80484.0,25971.0,82456.0,100594.0,36284.0,25346.0,46313.0,55807.0,-888888888.0,14.4,-888888888.0,20.8,57997.0,57997.0,57997.0,57997.0,114340.0,84470.0,73.9,6446.0,5.6,42628.0,47.7,46709.0,52.3, Illinois
Trout River Brewing Co,micro,100 River Street RR 5,Springfield,Vermont,05156,,,Vermont,05156,7315, Massachusetts,67000.0,57806.0,9498.0,26336.0,58301.0,58301.0,65663.0,65663.0,77325.0,80.3,21418.0,22.3,121502.0,121502.0,57806.0,42498.0,57178.0,35715.0,54212.0,63896.0,21954.0,22091.0,27468.0,40463.0,-888888888.0,22.1,-888888888.0,27.9,62032.0,62032.0,62032.0,62032.0,154788.0,105308.0,68.0,14766.0,9.5,54212.0,46.6,62161.0,53.4, Massachusetts
Trubble Brewing,micro,2725 Broadway,Fort Wayne,Indiana,46807-1111,,,Indiana,46807,7316, Indiana,25000.0,109640.0,21361.0,34444.0,102417.0,102417.0,108211.0,108211.0,152977.0,88.2,48116.0,27.8,206445.0,206445.0,109640.0,54737.0,69876.0,64698.0,66334.0,81519.0,29282.0,44942.0,37847.0,50094.0,-888888888.0,12.1,-888888888.0,17.0,117245.0,117245.0,117245.0,117245.0,263814.0,189797.0,71.9,17490.0,6.6,96510.0,48.2,103552.0,51.8, Indiana
True Anomaly Brewing,micro,2012 Dallas St,Houston,Texas,77003,,,Texas,77003,7317, Texas,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7, Texas
TRVE Brewing Co,micro,2600 W. 2nd Ave Unit 8,Denver,Colorado,80219,,,Colorado,80219,7326, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
TRVE Brewing Co. - The Acid Temple,micro,2600 W. 2nd Ave Unit 8,Denver,Colorado,80219,,,Colorado,80219,7327, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
Tumbleroot Brewery And Distillery,micro,32 Bisbee Court Unit 3-4,Santa Fe,New Mexico,87508,,,New Mexico,87508,7335, New Mexico,70500.0,40641.0,8934.0,13700.0,35082.0,35082.0,38627.0,38627.0,60020.0,93.0,31411.0,48.7,72844.0,72844.0,40641.0,60517.0,87436.0,22288.0,73445.0,102849.0,41026.0,18353.0,45984.0,66133.0,-888888888.0,11.2,-888888888.0,12.7,45246.0,45246.0,45246.0,45246.0,88196.0,68513.0,77.7,4609.0,5.2,33532.0,47.0,37800.0,53.0, New Mexico
Turkey Forrest Brewing,micro,1848 Airline Dr. Suite C,Houston,Texas,77009,,,Texas,77009,7343, Texas,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7, Texas
Turtle Mountain Brewing Co,brewpub,905 36th Pl SE Ste C,Rio Rancho,New Mexico,87124-4850,,,New Mexico,87124,7349, New Mexico,63460.0,40013.0,5256.0,8910.0,43091.0,43091.0,43171.0,43171.0,69717.0,95.4,25057.0,34.3,84131.0,84131.0,40013.0,76096.0,92818.0,29067.0,83767.0,98976.0,35557.0,10946.0,50612.0,72262.0,-888888888.0,4.6,-888888888.0,6.1,40978.0,40978.0,40978.0,40978.0,105839.0,77479.0,73.2,8302.0,7.8,39407.0,48.7,41437.0,51.3, New Mexico
Twelve String Brewing Co,micro,11616 E Montgomery Dr Ste 26,Spokane,Washington,99206-6608,,,Washington,99206,7360, Washington,67000.0,94748.0,21291.0,29723.0,91829.0,91829.0,93600.0,93600.0,148193.0,94.5,51278.0,32.7,182624.0,182624.0,94748.0,58714.0,77712.0,52141.0,74665.0,94655.0,33112.0,42607.0,39422.0,52463.0,-888888888.0,10.4,-888888888.0,15.0,99251.0,99251.0,99251.0,99251.0,229065.0,167402.0,73.1,14027.0,6.1,87803.0,49.4,89893.0,50.6, Washington
Twin Lakes Brewing Co,micro,405 Marsh Ln Ste 7,Wilmington,Delaware,19804-2445,,,Delaware,19804,7366, North Carolina,74440.0,59341.0,12690.0,21356.0,49240.0,49240.0,57193.0,57193.0,77380.0,92.6,35484.0,42.5,105299.0,105299.0,59341.0,53186.0,93147.0,26873.0,80784.0,138973.0,46223.0,32468.0,38658.0,53555.0,-888888888.0,6.4,-888888888.0,17.1,63490.0,63490.0,63490.0,63490.0,117642.0,94502.0,80.3,8581.0,7.3,47576.0,46.2,55381.0,53.8, North Carolina
Twin Lakes Brewing Co,micro,405 Marsh Ln Ste 7,Wilmington,Delaware,19804-2445,,,Delaware,19804,7366, Delaware,77580.0,32049.0,9179.0,12891.0,29693.0,29693.0,29998.0,29998.0,47254.0,87.8,18893.0,35.1,59070.0,59070.0,32049.0,55136.0,77645.0,15140.0,75714.0,100513.0,37142.0,16909.0,41111.0,55336.0,-888888888.0,17.9,-888888888.0,21.7,37153.0,37153.0,37153.0,37153.0,70750.0,55987.0,79.1,3271.0,4.6,29406.0,50.8,28469.0,49.2, Delaware
TWIN SISTERS,planning,,San Antonio,Texas,78210,,,Texas,78210,7370, Texas,65000.0,549245.0,113971.0,170743.0,564748.0,564748.0,592301.0,592301.0,787609.0,83.4,266972.0,28.3,1135774.0,1135774.0,549245.0,54923.0,74838.0,355461.0,66015.0,86848.0,28860.0,193784.0,37383.0,48727.0,-888888888.0,13.3,-888888888.0,17.0,603670.0,603670.0,603670.0,603670.0,1451863.0,1030772.0,71.0,102597.0,7.1,535716.0,48.8,561350.0,51.2, Texas
Twisted Pine Brewing Co,brewpub,3201 Walnut St Ste A,Boulder,Colorado,80301-2645,,,Colorado,80301,7378, Colorado,7850.0,42376.0,12345.0,10989.0,48486.0,48486.0,46748.0,46748.0,57601.0,95.7,45460.0,75.6,94422.0,94422.0,42376.0,84167.0,127620.0,18491.0,126097.0,187094.0,52420.0,23885.0,50068.0,79089.0,-888888888.0,8.9,-888888888.0,23.0,44793.0,44793.0,44793.0,44793.0,104178.0,73607.0,70.7,14523.0,13.9,47079.0,51.2,44952.0,48.8, Colorado
