Geographic Area Name,Geographic,Area,Zip,City ,State,Total population ,TOTAL Brew Population Age Bracket population ,male_brew_age,Median Income,Number of white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:,density (km2),density(mil2)
ZCTA5 52359,ZCTA5,52359,52359,West Chester,IA,270,93,63,28125,104,6,5,23,8.2,3
ZCTA5 52361,ZCTA5,52361,52361,Williamsburg,IA,5018,1843,1050,39021,1998,102,191,752,13.9,5
ZCTA5 52362,ZCTA5,52362,52362,Wyoming,IA,920,305,202,30188,359,41,33,88,6.5,3
ZCTA5 52403,ZCTA5,52403,52403,Cedar Rapids,IA,23012,9268,4861,35853,9483,403,606,3785,364.1,141
ZCTA5 52405,ZCTA5,52405,52405,Cedar Rapids,IA,26382,10409,5587,36762,10062,407,848,4045,678.3,262
ZCTA5 52411,ZCTA5,52411,52411,Cedar Rapids,IA,7954,2960,1633,55634,2772,72,67,322,195.5,75
ZCTA5 52530,ZCTA5,52530,52530,Agency,IA,1028,287,169,36382,369,20,29,80,22.4,9
ZCTA5 52533,ZCTA5,52533,52533,Batavia,IA,1157,415,219,29816,457,12,56,201,4.7,2
ZCTA5 52534,ZCTA5,52534,52534,Beacon,IA,366,158,87,26458,183,13,13,75,252.7,98
ZCTA5 52535,ZCTA5,52535,52535,Birmingham,IA,798,229,123,33705,352,6,46,150,5.5,2
ZCTA5 52536,ZCTA5,52536,52536,Blakesburg,IA,990,231,111,27917,384,4,13,97,5.2,2
ZCTA5 52537,ZCTA5,52537,52537,Bloomfield,IA,7248,2199,1209,37397,2405,103,139,640,7.6,3
ZCTA5 52540,ZCTA5,52540,52540,Brighton,IA,1408,463,250,31972,447,27,24,155,4.8,2
ZCTA5 52542,ZCTA5,52542,52542,Cantril,IA,462,121,78,28173,177,4,13,56,3.3,1
ZCTA5 52543,ZCTA5,52543,52543,Cedar,IA,287,196,96,38152,123,0,14,6,7.1,3
ZCTA5 52544,ZCTA5,52544,52544,Centerville,IA,7481,2525,1346,25947,3091,151,347,1167,21.4,8
ZCTA5 52548,ZCTA5,52548,52548,Chillicothe,IA,76,41,26,22083,36,1,11,9,202.4,78
ZCTA5 52549,ZCTA5,52549,52549,Cincinnati,IA,646,202,106,27031,200,8,22,39,6.1,2
ZCTA5 52550,ZCTA5,52550,52550,Delta,IA,486,222,137,32596,288,19,9,170,7.1,3
ZCTA5 52551,ZCTA5,52551,52551,Douds,IA,638,181,103,42721,217,0,13,63,4,2
ZCTA5 52552,ZCTA5,52552,52552,Drakesville,IA,894,312,182,26083,366,0,31,94,7.3,3
ZCTA5 52553,ZCTA5,52553,52553,Eddyville,IA,1639,530,274,25943,649,62,88,173,7.9,3
ZCTA5 52554,ZCTA5,52554,52554,Eldon,IA,1222,308,188,28024,487,22,51,204,11.1,4
ZCTA5 52555,ZCTA5,52555,52555,Exline,IA,311,53,39,20833,80,3,3,35,3.4,1
ZCTA5 52556,ZCTA5,52556,52556,Fairfield,IA,11736,4190,2503,30502,4583,241,289,2129,26.1,10
ZCTA5 52557,ZCTA5,52557,52557,Fairfield,IA,537,322,325,,0,0,0,0,624.2,241
ZCTA5 52560,ZCTA5,52560,52560,Floris,IA,408,49,31,26250,68,2,5,5,2.1,1
ZCTA5 52561,ZCTA5,52561,52561,Fremont,IA,901,375,204,32725,352,4,98,120,10,4
ZCTA5 52562,ZCTA5,52562,,,,,,,,39,0,0,22,126.6,49
ZCTA5 52563,ZCTA5,52563,52563,Hedrick,IA,1423,578,359,36250,581,20,17,196,5.8,2
ZCTA5 52565,ZCTA5,52565,52565,Keosauqua,IA,1940,592,339,27786,769,13,44,272,6.4,2
ZCTA5 52566,ZCTA5,52566,52566,Kirkville,IA,164,97,65,35230,81,3,9,9,58.3,23
ZCTA5 52567,ZCTA5,52567,52567,Libertyville,IA,562,101,63,42745,238,4,22,80,7.7,3
ZCTA5 52568,ZCTA5,52568,,,,,,,,40,4,5,15,122.4,47
ZCTA5 52569,ZCTA5,52569,52569,Melrose,IA,609,121,80,31310,296,20,7,89,2.5,1
ZCTA5 52570,ZCTA5,52570,52570,Milton,IA,961,345,176,25857,349,20,17,92,6.1,2
ZCTA5 52571,ZCTA5,52571,52571,Moravia,IA,1499,426,261,33150,526,8,24,158,5.3,2
ZCTA5 52572,ZCTA5,52572,52572,Moulton,IA,1206,407,197,28049,399,5,31,150,4.8,2
ZCTA5 52573,ZCTA5,52573,52573,Mount Sterling,IA,158,76,60,18208,81,0,25,0,2.7,1
ZCTA5 52574,ZCTA5,52574,52574,Mystic,IA,699,182,98,30954,224,13,16,85,5.3,2
ZCTA5 52576,ZCTA5,52576,52576,Ollie,IA,556,104,62,37250,169,1,3,29,3.8,1
ZCTA5 52580,ZCTA5,52580,52580,Packwood,IA,441,256,103,23542,303,34,6,103,7.7,3
ZCTA5 52581,ZCTA5,52581,52581,Plano,IA,277,119,50,31786,110,1,3,41,2.9,1
ZCTA5 52583,ZCTA5,52583,52583,Promise City,IA,312,136,86,30197,128,2,5,41,3.1,1
ZCTA5 52584,ZCTA5,52584,52584,Pulaski,IA,505,249,176,29583,190,11,12,24,12.6,5
ZCTA5 52585,ZCTA5,52585,52585,Richland,IA,940,326,150,30982,314,3,35,85,5.8,2
ZCTA5 52586,ZCTA5,52586,52586,Rose Hill,IA,496,147,57,32794,248,27,17,72,4.7,2
ZCTA5 52588,ZCTA5,52588,52588,Selma,IA,141,0,10,,6,0,0,0,0.6,0
ZCTA5 52590,ZCTA5,52590,52590,Seymour,IA,1503,373,199,29091,448,11,30,163,6.3,2
ZCTA5 52591,ZCTA5,52591,52562,Hayesville,IA,2993,977,580,17500,1170,48,121,425,8.6,3
ZCTA5 52593,ZCTA5,52593,52593,Udell,IA,110,108,69,35000,76,7,0,19,4.2,2
ZCTA5 52594,ZCTA5,52594,52594,Unionville,IA,371,208,121,46389,159,6,2,24,4.7,2
ZCTA5 52595,ZCTA5,52595,52595,University Park,IA,428,148,67,29265,152,3,23,66,402.7,155
ZCTA5 52619,ZCTA5,52619,52619,Argyle,IA,553,259,169,26760,303,3,0,65,7.2,3
ZCTA5 52620,ZCTA5,52620,52620,Bonaparte,IA,878,306,207,28625,302,13,30,76,6.3,2
ZCTA5 52621,ZCTA5,52621,52621,Crawfordsville,IA,681,316,190,37879,289,21,22,50,7.9,3
ZCTA5 52623,ZCTA5,52623,52623,Danville,IA,1989,735,413,37070,757,31,61,188,13.8,5
ZCTA5 52624,ZCTA5,52624,52624,Denmark,IA,354,317,128,44537,248,18,92,18,251,97
ZCTA5 52625,ZCTA5,52625,52625,Donnellson,IA,2498,876,486,31509,888,48,88,247,8.5,3
ZCTA5 52626,ZCTA5,52626,52626,Farmington,IA,1222,411,274,29963,503,13,31,212,5.4,2
ZCTA5 52630,ZCTA5,52630,52630,Hillsboro,IA,375,107,95,26500,147,8,4,67,2.9,1
ZCTA5 52631,ZCTA5,52631,,,,,,,,22,1,0,3,120.6,47
ZCTA5 52635,ZCTA5,52635,52635,Lockridge,IA,634,281,185,33250,304,7,11,118,7.4,3
ZCTA5 52637,ZCTA5,52637,52637,Mediapolis,IA,2651,1170,610,37434,1089,33,78,358,16,6
ZCTA5 52638,ZCTA5,52638,52638,Middletown,IA,546,177,82,33487,202,7,36,48,6,2
ZCTA5 52639,ZCTA5,52639,52639,Montrose,IA,1847,628,420,38060,687,50,34,159,17.1,7
ZCTA5 52640,ZCTA5,52640,52640,Morning Sun,IA,1331,511,304,33497,537,4,32,134,8.3,3
ZCTA5 52641,ZCTA5,52641,52641,Mount Pleasant,IA,12920,4332,2742,29935,4207,255,275,1402,22.6,9
ZCTA5 52644,ZCTA5,52644,52644,Mount Union,IA,373,114,44,36806,143,4,19,29,3.3,1
ZCTA5 52645,ZCTA5,52645,52645,New London,IA,3211,1541,728,29405,1411,69,163,450,21.5,8
ZCTA5 52646,ZCTA5,52646,52646,Oakville,IA,415,74,43,31723,138,9,10,33,2.3,1
ZCTA5 52647,ZCTA5,52647,52647,Olds,IA,192,61,32,35833,66,1,5,26,226.7,88
ZCTA5 52649,ZCTA5,52649,52649,Salem,IA,883,304,156,25398,313,12,31,86,8.3,3
ZCTA5 52650,ZCTA5,52650,52650,Sperry,IA,813,307,188,43393,296,0,9,123,6.9,3
ZCTA5 52651,ZCTA5,52651,52651,Stockport,IA,613,170,99,19397,192,3,5,78,3.1,1
ZCTA5 52652,ZCTA5,52652,,,,,,,,35,0,0,16,27.9,11
ZCTA5 52653,ZCTA5,52653,52653,Wapello,IA,3427,1146,607,33023,1174,79,71,343,11.1,4
ZCTA5 52654,ZCTA5,52654,52654,Wayland,IA,1630,728,356,29113,565,16,96,140,12.7,5
ZCTA5 52655,ZCTA5,52655,52655,West Burlington,IA,4438,1348,671,28662,1634,44,210,640,94.4,36
ZCTA5 52656,ZCTA5,52656,52648,Pilot Grove,IA,2351,760,371,,987,26,34,381,8.8,3
ZCTA5 52657,ZCTA5,52657,52657,Saint Paul,IA,109,32,22,39583,28,0,2,8,57.8,22
ZCTA5 52658,ZCTA5,52658,52658,Wever,IA,957,291,160,32466,390,3,28,57,8.3,3
ZCTA5 52659,ZCTA5,52659,52659,Winfield,IA,1499,422,199,28702,540,18,34,228,7.5,3
ZCTA5 52660,ZCTA5,52660,52660,Yarmouth,IA,214,93,44,31029,143,7,32,26,4.8,2
ZCTA5 52701,ZCTA5,52701,52701,Andover,IA,113,50,19,31875,45,3,20,1,74.7,29
ZCTA5 52720,ZCTA5,52720,52720,Atalissa,IA,842,450,255,44704,338,49,9,117,8.1,3
ZCTA5 52721,ZCTA5,52721,52721,Bennett,IA,727,335,183,38581,348,24,15,87,9.2,4
ZCTA5 52726,ZCTA5,52726,52726,Blue Grass,IA,4585,1943,1007,49423,2181,69,174,597,61.1,24
ZCTA5 52727,ZCTA5,52727,52727,Bryant,IA,372,99,88,30489,115,7,10,37,4.6,2
ZCTA5 52728,ZCTA5,52728,52728,Buffalo,IA,1037,351,197,36957,339,13,66,145,108.4,42
ZCTA5 52729,ZCTA5,52729,52729,Calamus,IA,775,298,189,38977,334,11,13,90,8.8,3
ZCTA5 52730,ZCTA5,52730,52730,Camanche,IA,5009,1740,840,33412,2240,48,155,815,52.5,20
ZCTA5 52731,ZCTA5,52731,52731,Charlotte,IA,835,206,116,38220,298,8,22,95,5.1,2
ZCTA5 52732,ZCTA5,52732,52732,Clinton,IA,25808,9451,5126,29350,10096,420,1096,4185,91.8,35
ZCTA5 52737,ZCTA5,52737,52737,Columbus City,IA,392,81,49,37308,74,3,1,34,403.1,156
ZCTA5 52738,ZCTA5,52738,52738,Columbus Junction,IA,3404,1381,800,32453,943,12,54,287,11,4
ZCTA5 52739,ZCTA5,52739,52739,Conesville,IA,679,314,192,35192,185,3,28,50,9,3
ZCTA5 52742,ZCTA5,52742,52742,De Witt,IA,7651,2515,1369,43125,2880,204,193,737,25.1,10
ZCTA5 52745,ZCTA5,52745,52745,Dixon,IA,561,140,97,39583,204,3,14,80,5.7,2
ZCTA5 52746,ZCTA5,52746,52746,Donahue,IA,933,422,285,39844,413,7,94,49,16.7,6
ZCTA5 52747,ZCTA5,52747,52747,Durant,IA,2178,789,426,43708,795,4,78,284,24.9,10
ZCTA5 52748,ZCTA5,52748,52748,Eldridge,IA,9942,3677,2155,45191,3268,267,145,796,91.9,35
ZCTA5 52749,ZCTA5,52749,52749,Fruitland,IA,958,514,262,44261,388,38,17,52,221.7,86
ZCTA5 52750,ZCTA5,52750,52750,Goose Lake,IA,593,184,94,37750,143,13,7,48,6.3,2
ZCTA5 52751,ZCTA5,52751,52751,Grand Mound,IA,1066,291,162,33542,400,35,24,149,7.8,3
ZCTA5 52752,ZCTA5,52752,52752,Grandview,IA,405,124,90,33472,171,31,20,68,393.2,152
ZCTA5 52754,ZCTA5,52754,52754,Letts,IA,1318,467,307,38512,564,37,44,153,7.4,3
ZCTA5 52755,ZCTA5,52755,52755,Lone Tree,IA,1996,684,381,41071,780,44,42,171,14.5,6
ZCTA5 52756,ZCTA5,52756,52756,Long Grove,IA,2178,672,333,53125,667,5,7,110,17.4,7
ZCTA5 52757,ZCTA5,52757,52757,Low Moor,IA,247,107,69,41667,85,3,5,32,180.4,70
ZCTA5 52758,ZCTA5,52758,52758,Mc Causland,IA,231,143,68,41731,120,0,27,47,148.3,57
ZCTA5 52759,ZCTA5,52759,,,,,,,,49,0,0,25,151.3,58
ZCTA5 52760,ZCTA5,52760,52760,Moscow,IA,579,243,121,41250,229,0,0,117,8.2,3
ZCTA5 52761,ZCTA5,52761,52759,Montpelier,IA,30530,10969,5576,50735,10424,600,1377,3413,66.1,26
ZCTA5 52765,ZCTA5,52765,52765,New Liberty,IA,436,78,49,56250,160,14,0,59,3.9,2
ZCTA5 52766,ZCTA5,52766,52766,Nichols,IA,735,337,217,44621,335,8,43,164,6,2
ZCTA5 52767,ZCTA5,52767,52767,Pleasant Valley,IA,397,103,82,,94,0,0,10,86,33
ZCTA5 52768,ZCTA5,52768,52768,Princeton,IA,1394,461,259,43031,505,49,43,127,17,7
ZCTA5 52769,ZCTA5,52769,52769,Stockton,IA,679,209,129,42269,215,15,14,77,5.3,2
ZCTA5 52771,ZCTA5,52771,,,,,,,,33,0,0,10,12.6,5
ZCTA5 52772,ZCTA5,52772,52772,Tipton,IA,5129,1810,987,37968,2153,59,143,683,16.2,6
ZCTA5 52773,ZCTA5,52773,52773,Walcott,IA,2301,983,573,42830,1048,50,104,387,20.2,8
ZCTA5 52774,ZCTA5,52774,52774,Welton,IA,118,55,37,31250,57,1,5,26,182.2,70
ZCTA5 52776,ZCTA5,52776,52776,West Liberty,IA,5128,2035,1033,35316,1430,24,164,410,22.3,9
ZCTA5 52777,ZCTA5,52777,52777,Wheatland,IA,1322,430,170,29626,512,19,116,169,9.3,4
ZCTA5 52778,ZCTA5,52778,52778,Wilton,IA,4088,1258,676,32653,1640,55,163,647,19.4,7
ZCTA5 52802,ZCTA5,52802,52802,Davenport,IA,9967,4017,2270,27701,3366,147,486,1364,375.1,145
ZCTA5 52803,ZCTA5,52803,52803,Davenport,IA,22896,9390,5194,32584,7551,278,583,3566,1643.5,635
ZCTA5 52804,ZCTA5,52804,52804,Davenport,IA,25836,10384,5165,32083,8885,421,1159,3620,322.8,125
ZCTA5 52806,ZCTA5,52806,52806,Davenport,IA,28191,10179,5083,35506,9427,427,860,3503,345.5,133
ZCTA5 53001,ZCTA5,53001,53001,Adell,WI,1857,678,353,46505,842,15,49,325,25.8,10
ZCTA5 53002,ZCTA5,53002,53002,Allenton,WI,2436,972,592,44431,839,107,27,218,25.3,10
ZCTA5 53003,ZCTA5,53003,53003,Ashippun,WI,181,38,25,30500,53,5,0,13,322.2,124
ZCTA5 53004,ZCTA5,53004,53004,Belgium,WI,3469,1371,692,33074,1406,49,27,392,41.5,16
ZCTA5 53005,ZCTA5,53005,53005,Brookfield,WI,21433,7729,4198,54097,6952,171,354,1645,567.4,219
ZCTA5 53006,ZCTA5,53006,53006,Brownsville,WI,1767,741,395,38878,747,21,135,158,17.8,7
ZCTA5 53007,ZCTA5,53007,53007,Butler,WI,1787,778,391,32155,675,12,42,374,907.5,350
ZCTA5 53010,ZCTA5,53010,53010,Campbellsport,WI,7497,2510,1248,41110,2906,88,202,668,27.9,11
ZCTA5 53011,ZCTA5,53011,53011,Cascade,WI,2259,783,427,37938,869,35,47,280,21.5,8
ZCTA5 53013,ZCTA5,53013,53013,Cedar Grove,WI,3338,1174,662,43452,1280,20,29,460,45.4,18
ZCTA5 53015,ZCTA5,53015,53015,Cleveland,WI,2625,1039,588,37524,1072,55,35,302,28.8,11
ZCTA5 53016,ZCTA5,53016,53016,Clyman,WI,405,160,83,31382,146,7,13,59,237.6,92
ZCTA5 53017,ZCTA5,53017,53017,Colgate,WI,5496,1849,995,55906,1847,78,53,151,112.8,44
ZCTA5 53019,ZCTA5,53019,53019,Eden,WI,1942,564,283,40962,699,43,58,178,18.5,7
ZCTA5 53021,ZCTA5,53021,53021,Fredonia,WI,4715,1633,863,42077,1645,73,106,451,50.8,20
ZCTA5 53022,ZCTA5,53022,53022,Germantown,WI,19935,7757,4266,46294,6994,399,504,2023,277.9,107
ZCTA5 53023,ZCTA5,53023,53023,Glenbeulah,WI,1409,454,293,40348,513,26,24,150,12.5,5
ZCTA5 53027,ZCTA5,53027,53027,Hartford,WI,23254,8864,4765,40957,9120,403,709,3115,99.4,38
ZCTA5 53031,ZCTA5,53031,53031,Hingham,WI,74,55,55,44375,17,0,0,5,889.3,343
ZCTA5 53032,ZCTA5,53032,53032,Horicon,WI,4933,1680,930,31483,2132,153,186,965,65.1,25
ZCTA5 53033,ZCTA5,53033,53033,Hubertus,WI,5502,2055,1028,54782,2358,115,111,386,144.4,56
ZCTA5 53034,ZCTA5,53034,53034,Hustisford,WI,1733,648,336,36875,605,24,51,180,84.1,32
ZCTA5 53035,ZCTA5,53035,53035,Iron Ridge,WI,2282,900,466,42665,885,50,58,246,27.5,11
ZCTA5 53036,ZCTA5,53036,53036,Ixonia,WI,3540,1257,779,48151,1111,24,88,261,44.6,17
ZCTA5 53037,ZCTA5,53037,53037,Jackson,WI,10072,3173,1786,45169,3684,187,203,1257,158.5,61
ZCTA5 53038,ZCTA5,53038,53038,Johnson Creek,WI,4372,1762,975,41003,1502,58,126,478,52.3,20
ZCTA5 53039,ZCTA5,53039,53039,Juneau,WI,4582,1712,986,31569,1638,84,112,521,26.9,10
ZCTA5 53040,ZCTA5,53040,53040,Kewaskum,WI,8358,2900,1516,46097,3230,145,218,870,50.1,19
ZCTA5 53042,ZCTA5,53042,53042,Kiel,WI,6886,2450,1377,36250,2611,143,196,864,41.2,16
ZCTA5 53044,ZCTA5,53044,53044,Kohler,WI,2404,830,455,53188,823,7,46,217,152.4,59
ZCTA5 53045,ZCTA5,53045,53008,Brookfield,WI,23651,7450,3685,,8229,124,316,2858,613.2,237
ZCTA5 53046,ZCTA5,53046,53046,Lannon,WI,1355,524,366,35952,601,16,64,302,201.8,78
ZCTA5 53047,ZCTA5,53047,53047,Lebanon,WI,164,41,29,42625,60,0,0,12,137,53
ZCTA5 53048,ZCTA5,53048,53048,Lomira,WI,3542,1350,753,36424,1436,97,120,497,49.4,19
ZCTA5 53049,ZCTA5,53049,53049,Malone,WI,2536,1022,525,44924,934,18,46,255,24.6,9
ZCTA5 53050,ZCTA5,53050,53050,Mayville,WI,7071,2557,1352,37772,2862,146,188,993,39,15
ZCTA5 53051,ZCTA5,53051,53051,Menomonee Falls,WI,38562,14319,7282,44932,14150,405,975,4856,443.7,171
ZCTA5 53057,ZCTA5,53057,53057,Mount Calvary,WI,1552,549,302,42500,717,31,10,144,22.5,9
ZCTA5 53058,ZCTA5,53058,53058,Nashotah,WI,3340,1082,626,46862,1287,20,119,420,230.3,89
ZCTA5 53059,ZCTA5,53059,53059,Neosho,WI,1774,658,324,41332,685,31,54,170,22.9,9
ZCTA5 53061,ZCTA5,53061,53061,New Holstein,WI,5055,1733,1013,33291,2135,82,62,851,45,17
ZCTA5 53063,ZCTA5,53063,53063,Newton,WI,1501,647,336,35000,651,14,36,175,16.6,6
ZCTA5 53065,ZCTA5,53065,53065,Oakfield,WI,2128,836,455,41706,839,22,37,269,21.1,8
ZCTA5 53069,ZCTA5,53069,53069,Okauchee,WI,732,169,80,56442,276,13,0,77,685.4,265
ZCTA5 53070,ZCTA5,53070,53070,Oostburg,WI,4893,1640,876,39196,1876,30,65,525,64.2,25
ZCTA5 53072,ZCTA5,53072,53072,Pewaukee,WI,26687,9473,5064,51843,11088,266,471,4465,341.6,132
ZCTA5 53075,ZCTA5,53075,53075,Random Lake,WI,3219,1264,673,38507,1356,105,119,409,34.7,13
ZCTA5 53076,ZCTA5,53076,53076,Richfield,WI,3760,1456,811,51964,1193,19,27,201,62.3,24
ZCTA5 53078,ZCTA5,53078,53078,Rubicon,WI,1858,707,484,42813,722,24,26,247,19.5,8
ZCTA5 53079,ZCTA5,53079,53079,Saint Cloud,WI,1534,460,254,38616,574,20,9,130,14.2,5
ZCTA5 53080,ZCTA5,53080,53080,Saukville,WI,5457,1815,1054,36269,2213,80,155,932,68.2,26
ZCTA5 53085,ZCTA5,53085,53085,Sheboygan Falls,WI,11671,3920,2088,37496,4822,171,447,1682,63,24
ZCTA5 53086,ZCTA5,53086,53086,Slinger,WI,9209,3165,1656,47222,3766,44,492,1056,159.8,62
ZCTA5 53088,ZCTA5,53088,53088,Stockbridge,WI,279,131,79,39167,141,2,9,89,711.7,275
ZCTA5 53089,ZCTA5,53089,53089,Sussex,WI,19657,7578,4005,49055,7089,203,458,2044,282.1,109
ZCTA5 53090,ZCTA5,53090,53060,Newburg,WI,21478,8780,4609,,8721,357,724,2822,146.5,57
ZCTA5 53091,ZCTA5,53091,53091,Theresa,WI,2013,811,445,38534,851,15,40,288,31.4,12
ZCTA5 53092,ZCTA5,53092,53092,Mequon,WI,21052,6575,3352,52101,7805,408,464,2250,396.3,153
ZCTA5 53093,ZCTA5,53093,53093,Waldo,WI,1937,659,342,39297,698,23,13,176,35.8,14
ZCTA5 53094,ZCTA5,53094,53094,Watertown,WI,18510,6865,3327,34242,6956,242,901,2386,79.7,31
ZCTA5 53098,ZCTA5,53098,53098,Watertown,WI,11562,4235,2371,29963,4073,226,349,1418,44.3,17
ZCTA5 53099,ZCTA5,53099,,,,,,,,5,3,0,2,15.7,6
ZCTA5 53103,ZCTA5,53103,53103,Big Bend,WI,3833,1228,699,51614,1542,24,8,523,117.1,45
ZCTA5 53104,ZCTA5,53104,53104,Bristol,WI,5950,1938,1039,39125,2120,45,77,498,64.7,25
ZCTA5 53105,ZCTA5,53105,53101,Bassett,WI,29654,11298,5968,,11498,539,1400,3487,71.4,28
ZCTA5 53108,ZCTA5,53108,53108,Caledonia,WI,3317,1075,551,42588,1279,29,40,251,56.1,22
ZCTA5 53110,ZCTA5,53110,53110,Cudahy,WI,18204,7682,3799,35574,7842,559,717,3280,1474.4,569
ZCTA5 53114,ZCTA5,53114,53114,Darien,WI,2491,946,517,34864,875,33,55,269,31,12
ZCTA5 53115,ZCTA5,53115,53115,Delavan,WI,15884,5924,3212,32462,5781,450,567,1868,86.3,33
ZCTA5 53118,ZCTA5,53118,53118,Dousman,WI,7085,2571,1319,42511,2956,106,202,1038,72.5,28
ZCTA5 53119,ZCTA5,53119,53119,Eagle,WI,5751,2305,1269,50565,2019,32,69,445,55.4,21
ZCTA5 53121,ZCTA5,53121,53121,Elkhorn,WI,19222,6863,3504,37423,7032,357,679,2420,63.5,25
ZCTA5 53122,ZCTA5,53122,53122,Elm Grove,WI,6578,2008,1010,56803,2146,33,186,549,762.8,295
ZCTA5 53125,ZCTA5,53125,53125,Fontana,WI,3405,730,412,45898,1254,40,39,359,177.2,68
ZCTA5 53126,ZCTA5,53126,53126,Franksville,WI,6889,2598,1482,50444,2667,31,78,526,53.2,21
ZCTA5 53127,ZCTA5,53127,,,,,,,,41,0,0,8,51,20
ZCTA5 53128,ZCTA5,53128,53128,Genoa City,WI,9064,3505,1893,36269,3071,191,345,582,141.8,55
ZCTA5 53130,ZCTA5,53130,53130,Hales Corners,WI,7743,3056,1712,44931,2887,126,248,1053,934,361
ZCTA5 53132,ZCTA5,53132,53132,Franklin,WI,36166,13994,7672,46137,12218,224,858,3828,402.4,155
ZCTA5 53137,ZCTA5,53137,53137,Helenville,WI,1702,682,352,44006,607,31,23,118,18.4,7
ZCTA5 53139,ZCTA5,53139,53139,Kansasville,WI,2909,760,439,38649,924,65,64,276,26.5,10
ZCTA5 53143,ZCTA5,53143,53143,Kenosha,WI,22702,8511,4272,31544,6732,600,913,2551,2083.4,804
ZCTA5 53144,ZCTA5,53144,53144,Kenosha,WI,26702,10824,5679,34218,7741,297,1004,2902,237.4,92
ZCTA5 53146,ZCTA5,53146,53146,New Berlin,WI,7677,2557,1393,42421,3142,135,352,716,164.6,64
ZCTA5 53150,ZCTA5,53150,53150,Muskego,WI,25804,9347,4762,46994,9671,404,570,2260,291.7,113
ZCTA5 53151,ZCTA5,53151,53151,New Berlin,WI,32535,11908,6275,48240,13162,302,783,4228,713.8,276
ZCTA5 53153,ZCTA5,53153,53153,North Prairie,WI,2559,981,610,47154,960,11,51,141,210.7,81
ZCTA5 53156,ZCTA5,53156,53156,Palmyra,WI,2972,1352,796,38063,1376,152,100,472,41.9,16
ZCTA5 53157,ZCTA5,53157,,,,,,,,0,0,0,0,0,0
ZCTA5 53158,ZCTA5,53158,53158,Pleasant Prairie,WI,17559,6976,3610,41362,5881,270,406,1705,221.9,86
ZCTA5 53167,ZCTA5,53167,53167,Rochester,WI,383,192,92,29464,233,13,53,97,414.4,160
ZCTA5 53168,ZCTA5,53168,53168,Salem,WI,8687,3697,2079,42614,3443,119,199,1004,107.4,41
ZCTA5 53170,ZCTA5,53170,53170,Silver Lake,WI,2362,932,490,43627,839,53,44,282,860.7,332
ZCTA5 53172,ZCTA5,53172,53172,South Milwaukee,WI,20795,8171,4073,35074,7900,321,999,3067,1662,642
ZCTA5 53176,ZCTA5,53176,,,,,,,,64,22,13,0,246.4,95
ZCTA5 53177,ZCTA5,53177,53177,Sturtevant,WI,8482,3920,2673,38689,2450,86,274,939,118.2,46
ZCTA5 53178,ZCTA5,53178,53178,Sullivan,WI,2703,985,574,37174,1036,59,64,348,32,12
ZCTA5 53179,ZCTA5,53179,53102,Benet Lake,WI,6206,2986,1571,,2486,66,289,677,260,100
ZCTA5 53181,ZCTA5,53181,53181,Twin Lakes,WI,7696,2972,1496,43435,3189,110,413,872,214.8,83
ZCTA5 53182,ZCTA5,53182,53182,Union Grove,WI,9422,3742,1814,42610,3039,182,235,956,67.1,26
ZCTA5 53183,ZCTA5,53183,53183,Wales,WI,3110,1202,729,49355,1060,33,43,203,329.4,127
ZCTA5 53184,ZCTA5,53184,53184,Walworth,WI,4096,1506,739,32805,1375,61,127,474,53.7,21
ZCTA5 53185,ZCTA5,53185,53185,Waterford,WI,18761,6456,3550,46398,7200,313,482,1912,156.7,61
ZCTA5 53188,ZCTA5,53188,53188,Waukesha,WI,35552,13315,6994,40753,13257,507,1111,4843,494.4,191
ZCTA5 53189,ZCTA5,53189,53127,Genesee Depot,WI,26846,10503,5247,63795,9345,285,681,2183,212.4,82
ZCTA5 53191,ZCTA5,53191,53191,Williams Bay,WI,3257,905,409,35443,1401,50,83,570,318.5,123
ZCTA5 53192,ZCTA5,53192,53192,Wilmot,WI,211,0,9,,49,0,0,49,14.1,5
ZCTA5 53195,ZCTA5,53195,53195,Zenda,WI,120,23,29,,37,0,0,22,94.1,36
ZCTA5 53204,ZCTA5,53204,53201,Milwaukee,WI,39728,15152,7964,,5478,305,863,2674,4511.3,1742
ZCTA5 53206,ZCTA5,53206,53206,Milwaukee,WI,22816,8170,3821,19073,176,7,51,81,3180.9,1228
ZCTA5 53210,ZCTA5,53210,53210,Milwaukee,WI,25588,9839,4026,23590,2171,94,270,957,3882.9,1499
ZCTA5 53211,ZCTA5,53211,53211,Milwaukee,WI,36327,12888,6470,36418,13081,362,705,7451,3350.4,1294
ZCTA5 53215,ZCTA5,53215,53215,Milwaukee,WI,59359,23896,12317,25555,9875,574,1962,3825,4157.7,1605
ZCTA5 53216,ZCTA5,53216,53216,Milwaukee,WI,30109,11184,4491,25008,1642,57,203,754,2629.5,1015
ZCTA5 53218,ZCTA5,53218,53218,Milwaukee,WI,38488,16085,7520,24103,2304,142,348,1192,2850.5,1101
ZCTA5 53220,ZCTA5,53220,53220,Milwaukee,WI,26869,11645,6376,37420,9554,503,1040,4070,1902.7,735
ZCTA5 53221,ZCTA5,53221,53221,Milwaukee,WI,39560,16188,7912,33116,11905,511,1189,5264,1681.6,649
