name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code
Catalina Brewing Company,micro,6918 N Camino Martin,Tucson,Arizona,85741-2281,,,Arizona,85741
Catalina Island Brew House,micro,417 Crescent Ave,Avalon,California,90704,-118.3256345,33.3434987,California,90704
Catawba Brewing Co,regional,212 S Green St,Morganton,North Carolina,28655-3525,-81.68543695,35.74471934,North Carolina,28655
Catawba Brewing Co - Asheville,micro,63 Brook St Ste 1,Asheville,North Carolina,28803-2685,,,North Carolina,28803
Catawba Brewing Co - Charlotte,micro,933 Louise Ave Ste 105,Charlotte,North Carolina,28204-2299,,,North Carolina,28204
Catawba Island Brewing Company,micro,2330 East Harbor Rd,Port Clinton,Ohio,43452-1517,,,Ohio,43452
Catfish Charlies / Catfish Creek Brew Pub,brewpub,1630 E 16th St,Dubuque,Iowa,52001-2306,-90.65372886,42.51225898,Iowa,52001
Cathedral Square Brewery,closed,3914 Lindell Blvd,Saint Louis,Missouri,63108-3204,-90.2439837,38.6394897,Missouri,63108
Catskill Brewery,micro,672 Old Route 17,Livingston Manor,New York,12758-0033,-74.827173,41.911407,New York,12758
Cave Brewing Co,micro,1407 Seidersville Rd,Bethlehem,Pennsylvania,18015-4219,-75.3464618,40.5910341,Pennsylvania,18015
Cave Mountain Brewing Co,brewpub,5359 State Route 23,Windham,New York,12496-5906,,,New York,12496
Cavendish Brewing Company,micro,207 N Chester St,Gastonia,North Carolina,28052-2234,-81.18741223,35.26577507,North Carolina,28052
Cavern Brewing At Lowes Foods,brewpub,1381 Old Mill Cir Ste 200,Winston Salem,North Carolina,27103-1497,,,North Carolina,27103
Cayucos Brewing Co,contract,136 Ocean Front Ln,Cayucos,California,93430-1649,-120.9021884,35.44711022,California,93430
CB Craft Brewers,micro,300 Village Square Blvd,Honeoye Falls,New York,14472-1180,,,New York,14472
Cebula Craft Brewing LLC dba GameCraft Brewing,planning,,Laguna Hills,California,92653-1589,-117.6882067,33.5948758,California,92653
Cedar Creek Brewery,brewpub,336 E Cedar Creek Pkwy,Seven Points,Texas,75143-8395,,,Texas,75143
Cedar Creek Brewing Co.,micro,3820 Leonard Rd,Martinsville,Indiana,46151-5600,,,Indiana,46151
Cedar Crest Brewing and Wine Bar,brewpub,615 Main St,Red Bluff,California,96080-3343,-122.2344167,40.17675757,California,96080
Cedar Point Brewery,planning,,Scituate,Massachusetts,02066-1317,,,Massachusetts,02066
Cedar Run Brewery,planning,,Nokesville,Virginia,20181-2506,,,Virginia,20181
Cedar Springs Brewing Company,brewpub,95 N Main # 34,Cedar Springs,Michigan,49319-5140,,,Michigan,49319
Celis Brewery,micro,10001 Metic Blvd.,Austin,Texas,78758,,,Texas,78758
Cellar Brewing Co,brewpub,133 E Division St,Sparta,Michigan,49345-1329,-85.70639839,43.16082496,Michigan,49345
Cellar West Artisan Ales,micro,1001 Lee Hill Dr Ste 10,Boulder,Colorado,80302-9471,,,Colorado,80302
Cellar Works Brewing Co.,micro,110 S Pike Rd Ste 205,Sarver,Pennsylvania,16055-9682,,,Pennsylvania,16055
Cellarmaker Brewing Company,micro,1150 Howard St,San Francisco,California,94103-3914,-122.4106996,37.7771589,California,94103
Cellarman's Pub & Brewery,brewpub,2130 Texoma Pkwy,Sherman,Texas,75090-2622,-96.59953011,33.66188865,Texas,75090
"Cellarmen's Meadery, Microbrewery and Cidery",micro,24310 John R Rd,Hazel Park,Michigan,48030-1112,,,Michigan,48030
Center Ice Brewing Company,micro,3126 Olive St.,Saint Louis,Missouri,63103,-90.22430637,38.63530006,Missouri,63103
Center of the Universe Brewing Co,micro,11293 Air Park Rd,Ashland,Virginia,23005-3436,,,Virginia,23005
Center Pivot,planning,,Quinter,Kansas,67752,,,Kansas,67752
Center Square Brewing / Altland House,brewpub,1 Center Sq,Abbottstown,Pennsylvania,17301-9502,,,Pennsylvania,17301
Center Street Brewing Company,planning,,Wallingford,Connecticut,06492,,,Connecticut,06492
Centerpoint Brewing,micro,1125 E Brookside Ave,Indianapolis,Indiana,46202-3587,-86.13740465,39.78129031,Indiana,46202
Central 28 Beer Company,micro,290 Springview Commerce Dr Ste 1,Debary,Florida,32713-4848,,,Florida,32713
Central Coast Brewing Co - Higuera St.,brewpub,6 Higuera St.,San Luis Obispo,California,93401,-120.6709908,35.2651725,California,93401
Central Coast Brewing Co - Monterey St.,micro,1422 Monterey St Ste B100,San Luis Obispo,California,93401-2900,-120.655724,35.28597462,California,93401
Central Machine Works,micro,4824 E Cesar Chavez St,Austin,Texas,78702-5135,-97.7037665,30.2520225,Texas,78702
Central Standard Brewing,micro,156 S Greenwood St,Wichita,Kansas,67211-1815,-97.3184245,37.6846165,Kansas,67211
Central State Brewing,micro,4001 E 26th St,Indianapolis,Indiana,46218,-86.099105,39.805091,Indiana,46218
Central Waters Brewing Co,regional,351 Allen St,Amherst,Wisconsin,54406-8954,-89.27970182,44.4422503,Wisconsin,54406
Cerberus Brewing Company,brewpub,702 W Colorado Ave,Colorado Springs,Colorado,80905-1539,-104.8374071,38.8330574,Colorado,80905
Cercis Brewing Company,micro,106 N Dickason Blvd,Columbus,Wisconsin,53925-,-89.01542922,43.33907788,Wisconsin,53925
Cerebral Brewing,micro,1477 Monroe St,Denver,Colorado,80206-2708,-104.9451783,39.73968253,Colorado,80206
Cervecentro,planning,,Miami,Florida,33181-3404,,,Florida,33181
Cerveceria Del Pueblo,planning,,Pasadena,California,91105-1822,-118.1444779,34.1476452,California,91105
Cerveza Guajira,planning,,Miami,Florida,33137,,,Florida,33137
CH Evans Brewing Co/Albany Pump Station,brewpub,19 Quackenbush Sq,Albany,New York,12207-2311,,,New York,12207
Chafunkta Brewing Co,micro,69123 Skybrook Rd. STE E,Mandeville,Louisiana,70471-7777,,,Louisiana,70471
Chagrin Beer Company,contract,178 E Washington St,Chagrin Falls,Ohio,44022-2978,-81.38518067,41.42999722,Ohio,44022
Chain Reaction Brewing Company,micro,902 S Lipan St,Denver,Colorado,80223-2717,-105.001629,39.69879376,Colorado,80223
Chainline Brewing Company,closed,503 6th St S,Kirkland,Washington,98033-6717,-122.1967583,47.6717847,Washington,98033
Chainline Brewing Company Taproom at Urban,micro,500 Uptown Ct Ste 210,Kirkland,Washington,98033-5375,-122.19855,47.67924,Washington,98033
Champion Brewing Company,micro,324 6th St SE,Charlottesville,Virginia,22902-5655,-78.4784691,38.0277402,Virginia,22902
Chandeleur Island Brewing Company,micro,2711 14th St,Gulfport,Mississippi,39501-1928,-89.09540702,30.367827,Mississippi,39501
Chandler's Ford Brewing LLC,planning,,Huntsville,Alabama,35802,-86.5859011,34.729847,Alabama,35802
Channel Brewing Co.,micro,110 N San Joaquin St,Stockton,California,95209-4506,-121.2874106,37.95439196,California,95209
Chaos Bay Brewing Co,micro,2901 Perry Ave,Bremerton,Washington,98310-4945,-122.6145084,47.58932601,Washington,98310
Chaos Brewing,micro,112 S Main St,Joplin,Missouri,64801,-94.514437,37.1027,Missouri,64801
"Chaos Mountain Brewing, LLC",micro,3135 Dillons Mill Rd,Callaway,Virginia,24067-2615,,,Virginia,24067
Chapel Brewing,micro,15 Hester St E,Dundas,Minnesota,55019-3942,,,Minnesota,55019
Chapman Crafted Beer,micro,123 N Cypress St,Orange,California,92866-1309,-117.856454,33.788493,California,92866
Chapman's Brewing Company,brewpub,300 Industrial Dr,Angola,Indiana,46703-1053,-85.00164782,41.64836256,Indiana,46703
Chapman's Brewing Company,planning,,Wabash,Indiana,46992-3131,,,Indiana,46992
Chappapeela Farms Brewery,micro,57542 Hillcrest School Rd,Amite,Louisiana,70422-4922,,,Louisiana,70422
Charles Towne Fermentory,micro,809 Savannah Hwy,Charleston,South Carolina,29407-7278,-79.985096,32.781811,South Carolina,29407
Charleville Vineyard & Microbrewery,micro,16937 Boyd Rd,Sainte Genevieve,Missouri,63670-7914,-90.150279,37.757916,Missouri,63670
Charlie and Jakes Brewery and Grille,brewpub,6300 N Wickham Rd Ste 137,Melbourne,Florida,32940-2037,,,Florida,32940
"Charlie's Steak, Ribs & Ale",brewpub,3009 W 76 Country Blvd,Branson,Missouri,65616-8312,-93.275808,36.639618,Missouri,65616
Charlton Beer Company,micro,,Charlton,Massachusetts,01507,,,Massachusetts,01507
Charter Oak Brewing Company LLC,contract,39B Shelter Rock Rd,Danbury,Connecticut,06810-7043,-73.40421711,41.3961903,Connecticut,06810
Chase Brewing Company / Chase Tap Room,brewpub,266 Jefferson St,Lexington,Kentucky,40508-1217,-84.4986682,38.0546834,Kentucky,40508
Chatham Brewing LLC,micro,59 Main St,Chatham,New York,12037-1249,-73.59546931,42.36315065,New York,12037
Chatoe Rogue Farmstead Brewery,closed,3590 Wigrich Rd,Independence,Oregon,97351-9708,-123.0958477,44.80583507,Oregon,97351
Chattabrewchee Southern Brewhouse,micro,709 4th Ave,West Point,Georgia,31833-1506,-85.18536152,32.87625763,Georgia,31833
Chattahoochee Brewing Co,micro,505 13th St Ste A,Phenix City,Alabama,36867-5128,,,Alabama,36867
Chattanooga Brewing Co,micro,1804 Chestnut St,Chattanooga,Tennessee,37408-1027,-85.31443025,35.03633349,Tennessee,37408
Chatty Monks Brewing Company,brewpub,610 Penn Ave,West Reading,Pennsylvania,19611-1004,-75.95000063,40.3357192,Pennsylvania,19611
Chau Tien Beer Company,contract,,Fairfield,California,94533-0244,-122.0399663,38.2493581,California,94533
Cheaha Brewing Co,brewpub,1208 Walnut Ave,Anniston,Alabama,36201-4526,-85.83377405,33.6601671,Alabama,36201
Cheboygan Brewing Co,micro,101 N Main St,Cheboygan,Michigan,49721-1637,-84.4743633,45.647403,Michigan,49721
Check Six Brewing Co,micro,5130 Southport Supply Rd SE,Southport,North Carolina,28461-9261,-78.0477587,33.952339,North Carolina,28461
Checkerspot Brewing Company,brewpub,175 W Ostend St,Baltimore,Maryland,21230,-76.6195028,39.2749156,Maryland,21230
Cheeky Monkey Brewing Co / Lucky Strike Jillians,brewpub,3 Lansdowne St,Boston,Massachusetts,02215-3412,-71.0946215,42.34729,Massachusetts,02215
Chehalem Valley Brewery,brewpub,2515 Portland Rd Ste B,Newberg,Oregon,97132-1940,-122.9532838,45.3057205,Oregon,97132
Chelsea Alehouse Brewery,brewpub,420 N Main St Ste 100,Chelsea,Michigan,48118-1299,,,Michigan,48118
Chelsea Craft Brewing Co Llc,micro,463 E 173rd St,Bronx,New York,10457-8105,-73.9015282,40.841904,New York,10457
Cheluna Brewing Company,micro,2501 Dallas St Unit 148,Aurora,Colorado,80010-1045,,,Colorado,80010
Cherokee Brewing + Pizza Company,brewpub,207-B West Cuyler St,Dalton,Georgia,30720,-84.96940721,34.76976664,Georgia,30720
Chesapeake Brewing Co,brewpub,114 West St,Annapolis,Maryland,21401-2802,-76.4974843,38.9780984,Maryland,21401
Chesepiooc Real Ale Brewery,micro,2408 Crofton Blvd,Crofton,Maryland,21114,-76.69804666,39.01687169,Maryland,21114
Cheshmeh Brewing Co,planning,,White Plains,New York,10605-3517,,,New York,10605
Chestnut Brew Works,micro,444 Brockway Ave,Morgantown,West Virginia,26501,-79.9507513,39.6272755,West Virginia,26501
Chetco Brewing Company,micro,830 Railroad St,Brookings,Oregon,97415,-124.2875954,42.0521588,Oregon,97415
Chicago Beer Company,contract,1140 W Randolph St,Chicago,Illinois,60607-1619,-87.65589165,41.88434,Illinois,60607
Chicago Brewing Co - NV,brewpub,2201 S Fort Apache Rd,Las Vegas,Nevada,89117-5704,-115.2983835,36.1475868,Nevada,89117
Chief Spring's Fire and Irons Brew Pub,brewpub,148 E Main St,Dayton,Washington,99328-1351,-117.9811345,46.3192285,Washington,99328
Chili Line Brewing Co.,brewpub,204 N. Guadalupe St.,Santa Fe,New Mexico,87501-1827,-105.9435314,35.68947555,New Mexico,87501
CHILLAX Brewing Company LLC,planning,,Milford,Michigan,48381-2243,,,Michigan,48381
Chilly Water Brewing Company,brewpub,719 Virginia Ave Ste 105,Indianapolis,Indiana,46203-1976,,,Indiana,46203
Chimera Brewing Company,brewpub,1001 W Magnolia Ave,Fort Worth,Texas,76104-4504,-97.33528782,32.7303843,Texas,76104
Chino Hills Brewing Co.,brewpub,3280 Chino Hills Pkwy #1,Chino Hills,California,91709,-117.7341019,33.98303313,California,91709
Chino Valley Brewery,closed,"1609 E. Grove Ave, Unit 109",Ontario,California,91761-5786,-117.627567,34.05034112,California,91761
Choc Beer Co,micro,120 S West 8th St,Krebs,Oklahoma,74554-0066,-95.7247222,34.9258333,Oklahoma,74554
ChopHouse and Brewery - Denver,brewpub,1735 19th St Ste 100,Denver,Colorado,80202-6002,,,Colorado,80202
Choteau Creek Brewing Company,micro,40228 296th St,Wagner,South Dakota,57380-6968,-98.1387997,43.11037166,South Dakota,57380
Christian Moerlein Brewing Co,regional,1621 Moore St,Cincinnati,Ohio,45202-6438,-84.51533432,39.11322509,Ohio,45202
Chubby Squirrel Brewing Company,brewpub,10382 Willard Way,Fairfax,Virginia,22030-2508,-77.30201557,38.84818941,Virginia,22030
ChuckAlek Independent Brewers,closed,2330 Main St Ste C,Ramona,California,92065-2539,-116.8892394,33.02777389,California,92065
Chuckanut - South Nut,micro,11937 Higgins Airport Way,Burlington,Washington,98233-5312,-122.411968,48.473804,Washington,98233
Chuckanut Brewery - North Nut,micro,601 W Holly St,Bellingham,Washington,98225-3920,-122.4851164,48.7533261,Washington,98225
Chula Vista Brewery,micro,294 Third Ave,Chula Vista,California,91910-2701,-117.080369,32.641495,California,91910
Church Brew Works/Lawrenceville Brewery Inc.,brewpub,3525 Liberty Ave,Pittsburgh,Pennsylvania,15201-1324,-79.9643613,40.4620769,Pennsylvania,15201
Church Owl Beer,micro,,Stratford,Connecticut,06615-7320,,,Connecticut,06615
Church Street Brewing Company,micro,1480 Industrial Dr Ste C,Itasca,Illinois,60143-1857,,,Illinois,60143
Cibolo Creek Brewing Co.,brewpub,448 S Main St,Boerne,Texas,78006-2338,-98.72996029,29.79015427,Texas,78006
Ciclops Cyderi and Brewery,brewpub,197 E Saint John St,Spartanburg,South Carolina,29306-5121,-81.92952168,34.95241345,South Carolina,29306
Cigar City Airport Location,planning,,Tampa,Florida,33607,,,Florida,33607
Cigar City Brewing Co,regional,3924 W Spruce St,Tampa,Florida,33607-2441,-82.509195,27.959172,Florida,33607
Cinder Block Brewery,brewpub,110 E 18th Ave,North Kansas City,Missouri,64116-3635,-94.57946521,39.14033716,Missouri,64116
Cinderlands Beer Co.,brewpub,3705 Butler St,Pittsburgh,Pennsylvania,15201-1819,-79.9224894,40.4884044,Pennsylvania,15201
Circa Brewing Co,brewpub,141 Lawrence St,Brooklyn,New York,11201,-73.986155,40.6917243,New York,11201
Circle 7 Brew Works,closed,20290 Corbridge Rd SE,Monroe,Washington,98272-8602,-121.9584645,47.86794845,Washington,98272
Circle 9 Brewing,micro,7292 Opportunity Rd Ste C,San Diego,California,92111-2223,-117.160822,32.82600737,California,92111
Circle 9 Brewing,closed,7292 Opportunity Rd Ste C,San Diego,California,92111-2223,-117.160822,32.82600737,California,92111
Circle Brewing Company,micro,2340 W Braker Ln Ste B,Austin,Texas,78758-4542,,,Texas,78758
Cisco Brewers,micro,5 Bartlett Farm Rd,Nantucket,Massachusetts,02554-4341,-70.1292845,41.26135815,Massachusetts,02554
Cismontane Brewing Co,micro,1409 E Warner Ave Ste C,Santa Ana,California,92705-5432,-117.8518941,33.71623805,California,92705
Citizen Brewers,micro,5837 Mission Gorge Rd Ste A,San Diego,California,92120-4060,-117.1003579,32.78109987,California,92120
City Acre Brewing Co,brewpub,3418 Topping St,Houston,Texas,77093,-95.3350882,29.8570358,Texas,77093
City Barrel Brewing + Kitchen,brewpub,1740 Holmes St,Kansas City,Missouri,64108-1803,-94.575464,39.091892,Missouri,64108
City Brewing Co,regional,925 3rd St S,La Crosse,Wisconsin,54601-4411,-91.25335046,43.80435523,Wisconsin,54601
City Built Brewing Company,brewpub,820 Monroe Ave NW Ste 155,Grand Rapids,Michigan,49503-1413,,,Michigan,49503
City Lights Brewing Co.,micro,2200 W Mount Vernon Ave,Milwaukee,Wisconsin,53233-2672,-88.0118646,43.0339815,Wisconsin,53233
City Service Brewing,micro,404 Main St,Darlington,Wisconsin,53530-1428,-90.11787155,42.68028418,Wisconsin,53530
City Star Brewing,micro,321 Mountain Avenue,Berthoud,Colorado,80513-,-105.0809465,40.30505214,Colorado,80513
City Steam Brewery,brewpub,942 Main St Lbby 3,Hartford,Connecticut,06103-1215,,,Connecticut,06103
City-State Brewing Company,planning,,Washington,District of Columbia,20017-2518,,,District of Columbia,20017
Civil Life Brewing Company,brewpub,3714 Holt Ave,Saint Louis,Missouri,63116-2614,-90.25807165,38.5908973,Missouri,63116
Civil Society Brewing Co,micro,1200 Town Center Dr Ste 101,Jupiter,Florida,33458-5257,-80.11462571,26.88964636,Florida,33458
Civilian Brewing Corps,planning,,Bloomington,Indiana,47403-9658,,,Indiana,47403
CJs Brewing Co,brewpub,8115 Richardson Rd,Commerce Township,Michigan,48390-4131,-83.44295839,42.57743694,Michigan,48390
CL River Outpost Brewing,brewpub,5 John Walsh Blvd,Peekskill,New York,10566,,,New York,10566
Claim 52 Brewing,micro,1030 Tyinn St Ste 1,Eugene,Oregon,97402-6933,-123.1379662,44.04917678,Oregon,97402
Claimstake Brewing Company,micro,11366 Monier Park Pl,Rancho Cordova,California,95742-6856,-121.2607634,38.58185916,California,95742
Clairvoyant Brewing - Boise,micro,2800 W Idaho St,Boise,Idaho,83702-4628,-116.225417,43.622812,Idaho,83702
Clairvoyant Brewing - West,micro,9115 W Chinden Blvd Ste 107,Garden City,Idaho,83714,-116.2958998,43.654831,Idaho,83714
Clam Lake Beer Co,brewpub,106 S Mitchell St Ste A,Cadillac,Michigan,49601-2177,,,Michigan,49601
Clandestine Brewing,micro,980 S 1st Ste B,San Jose,California,95110-3127,-121.8786694,37.32187322,California,95110
Claremont Craft Ales,micro,1420 N Claremont Blvd Ste 204C,Claremont,California,91711-3528,-117.7017202,34.10939116,California,91711
Clarion River Brewing Company,brewpub,600 Main St # 604,Clarion,Pennsylvania,16214-1108,-79.6789283,41.14649162,Pennsylvania,16214
Clayton Brewing Co,contract,661 W Arrow Hwy,San Dimas,California,91773-2936,-117.826752,34.1066017,California,91773
CLE Brewing,micro,9431 Mercantile Dr,Mentor,Ohio,44060,-81.30644573,41.69622887,Ohio,44060
Clemson Bros. Brewery,brewpub,22 Cottage St,Middletown,New York,10940-5059,-74.41622495,41.44693028,New York,10940
Cleophus Quealy Beer Company,micro,448 Hester St,San Leandro,California,94577-1024,-122.1914202,37.72210256,California,94577
Clermont Brewing Company,planning,,Clermont,Florida,34711-2108,,,Florida,34711
Cleveland Brewing Company @ Butcher and The Brewer,brewpub,2043 E 4th St,Cleveland,Ohio,44115-1023,-81.690036,41.4991502,Ohio,44115
Cliffside Brewing,micro,16B Center St,Wallingford,Connecticut,06492-4110,-72.8236736,41.45664583,Connecticut,06492
Climate City Brewing Co.,brewpub,509 SW G St,Grants Pass,Oregon,97526-2472,-123.3313287,42.4401171,Oregon,97526
Climax Brewing Co,micro,112 Valley Rd,Roselle Park,New Jersey,07204-1402,-74.28252639,40.65943179,New Jersey,07204
Climber Nine Brewing,planning,,Cameron Park,California,95682-8975,-120.9851442,38.68200185,California,95682
Climbing Bines Craft Ale Company,micro,511 Hanson Point Rd,Penn Yan,New York,14527-9718,,,New York,14527
Clinch River Brewing,brewpub,2045 Norris Freeway,Norris,Tennessee,37828,-84.0448186,36.1696625,Tennessee,37828
Clock House Brewing,micro,600 1st St SE,Cedar Rapids,Iowa,52401,-91.665354,41.973813,Iowa,52401
Clockwerks Brewing,brewpub,25 N 4th St,Minneapolis,Minnesota,55401-1719,-93.27195031,44.98071827,Minnesota,55401
Cloud 9 Brewery,brewpub,1750 W State St,Boise,Idaho,83702-3923,-116.2116802,43.62441063,Idaho,83702
Cloudburst Brewing,micro,2116 Western Ave,Seattle,Washington,98121-2110,-122.3452717,47.6116138,Washington,98121
Cloudburst Brewing on Shilshole,micro,5456 Shilshole Ave NW,Seattle,Washington,98107,-122.3865589,47.66806551,Washington,98107
Clouds Brewing,micro,1233 Front St Ste E,Raleigh,North Carolina,27609-7534,,,North Carolina,27609
Cloverdale Ale Company's Ruth McGowan's Brewpub,brewpub,131 E 1st St,Cloverdale,California,95425-3701,-123.0165729,38.80532322,California,95425
Clubhouse Brewing Company Ltd,micro,668 N River Rd NW,Warren,Ohio,44483,-80.82676867,41.26602856,Ohio,44483
CNB Brewpub,planning,,Sarasota,Florida,34242-3811,,,Florida,34242
CO-Brew,micro,1133 N Broadway,Denver,Colorado,80203-2106,,,Colorado,80203
Coachella Valley Brewing Co,micro,30-640 Gunther St,Thousand Palms,California,92276-2333,-116.401697,33.826202,California,92276
