name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code
High Gravity Brewing Company,micro,6808 S Memorial Dr Ste 144,Tulsa,Oklahoma,74133,-95.8887734,36.0655116,Oklahoma,74133
High Ground Brewery,planning,,Saint Francisville,Louisiana,70775-2431,,,Louisiana,70775
High Ground Brewing,micro,102 Railroad Ave,Terra Alta,West Virginia,26764,-79.5468713,39.4441088,West Virginia,26764
High Heel Brewing,closed,5656 Oakland,Saint Louis,Missouri,63110,,,Missouri,63110
High Hops Brewery,micro,6461 State Highway 392,Windsor,Colorado,80550-3010,-104.9357557,40.4799901,Colorado,80550
High Horse Brewery and Bistro,contract,24 N Pleasant St,Amherst,Massachusetts,01002-1703,-72.5201343,42.376218,Massachusetts,01002
High Perch Brewing Company,micro,1417 Kania Rd,Amsterdam,New York,12010-6610,,,New York,12010
High Plains Brewing,micro,611 E Main St,Laurel,Montana,59044-3124,-108.764099,45.6710215,Montana,59044
"High Point Brewing Co, Inc.",micro,22 Park Pl,Butler,New Jersey,07405-1377,,,New Jersey,07405
High Speed Low Drag Brewing LLC,planning,,Alexandria,Virginia,22307-2001,,,Virginia,22307
High Water Brewing,proprietor,,Stockton,California,95204-2943,-121.2907796,37.9577016,California,95204
Higherground Brewing Co,brewpub,518 N 1st St,Hamilton,Montana,59840-2130,-114.1560817,46.2516766,Montana,59840
Highholder Brewing Company,micro,2211 Oregon St,Oshkosh,Wisconsin,54902-7001,-88.54259731,43.99385718,Wisconsin,54902
Highland Brewing Co,regional,12 Old Charlotte Hwy Ste H,Asheville,North Carolina,28803-9419,,,North Carolina,28803
Highland Park Brewery,micro,5125 York Blvd,Los Angeles,California,90042,-118.1807106,34.1141508,California,90042
Highland Park Brewery,brewpub,1229 N Spring St,Los Angeles,California,90012,-118.2339922,34.06593582,California,90012
Highlands Hollow Brewhouse,brewpub,2455 N Highlands Holw,Boise,Idaho,83702-0962,-116.208703,43.643125,Idaho,83702
Highmark Brewery,micro,390 Kings Hwy,Fredericksburg,Virginia,22405-3245,-77.4551104,38.3053991,Virginia,22405
HighSide Brewery,micro,720 Main St,Frisco,Colorado,80443,-106.0935416,39.57663329,Colorado,80443
Hightower Brewing Co,micro,3445 County Road 16 Unit B,Rayland,Ohio,43943-7765,,,Ohio,43943
Highway 1 Brewing Company,brewpub,5720 Cabrillo Hwy,Pescadero,California,94060-9725,-122.411815,37.229747,California,94060
Highway 14 Brewing Company,micro,134 S 4th St,Albion,Nebraska,68620,-98.001389,41.6922,Nebraska,68620
Highway 79 Brewery,closed,27631 SD Hwy 79,Hot Springs,South Dakota,57747-7304,-103.3966292,43.40115,South Dakota,57747
Highway Manor Brewing Co,micro,2238 Gettysburg Rd,Camp Hill,Pennsylvania,17011-7301,,,Pennsylvania,17011
HiHO Brewing Co,brewpub,1707 Front St,Cuyahoga Falls,Ohio,44221-4711,-81.48536118,41.12813502,Ohio,44221
HiJinx Brewing Co,micro,905 Harrison St,Allentown,Pennsylvania,18103-3188,-75.47453708,40.59343618,Pennsylvania,18103
Hill Country Farm Brewery,planning,,Jamesville,New York,13078-9637,,,New York,13078
Hill Farmstead Brewery,micro,403 Hill Rd,Greensboro Bend,Vermont,05842-8813,,,Vermont,05842
Hillbilly Brewing Company,micro,23118 NW Maplecrest Rd,Ridgefield,Washington,98642,-122.6758409,45.78840953,Washington,98642
Hillcrest Brewing Company,brewpub,1458 University Ave,San Diego,California,92103-3405,-117.1260866,32.7484921,California,92103
Hillman Beer,brewpub,25 Sweeten Creek Rd,Asheville,North Carolina,28803-2318,-82.520631,35.5139103,North Carolina,28803
Hillsboro Brewing Company,brewpub,815 Water Ave,Hillsboro,Wisconsin,54634-6213,-90.33984807,43.65066416,Wisconsin,54634
Hillsborough Farm Brewery / Hillsborough Vineyards,planning,,Purcellville,Virginia,20132,,,Virginia,20132
Hillsdale Brewing Company,brewpub,25 Hillsdale St,Hillsdale,Michigan,49242-1208,-84.63154725,41.92470888,Michigan,49242
Hilo Brewing Co,micro,275 E Kawili St,Hilo,Hawaii,96720-5074,-155.0697885,19.70587596,Hawaii,96720
Hilton Head Brewing Co,brewpub,1 Cardinal Ct Ste 13,Hilton Head Island,South Carolina,29926-3401,,,South Carolina,29926
Hingham Beer Works,brewpub,18 Shipyard Dr Ste 1K,Hingham,Massachusetts,02043-1670,,,Massachusetts,02043
Hinterland Brewery,micro,1001 Lombardi Ave,Green Bay,Wisconsin,54304-3956,-88.04890406,44.49896002,Wisconsin,54304
Historic Brewing Company,micro,4366 E Huntington Dr Bldg 2,Flagstaff,Arizona,86004-9400,,,Arizona,86004
"HistoryQuest, LLC",planning,,Morristown,New Jersey,07960-5298,,,New Jersey,07960
Hitchcock Brewing Company,micro,129 Christian Ln,Whately,Massachusetts,01093,-72.60641222,42.44606511,Massachusetts,01093
Hitchhiker Brewing Co.,brewpub,190 Castle Shannon Blvd,Pittsburgh,Pennsylvania,15228-2267,,,Pennsylvania,15228
Hix Farm Brewery,micro,54 S Cedar Ave,Cookeville,Tennessee,38501-3216,-85.507921,36.161868,Tennessee,38501
Hobbs Tavern & Brewing Co.,brewpub,2415 NH Route 16,West Ossipee,New Hampshire,03890,,,New Hampshire,03890
Hodad's Brewing Company,planning,,San Diego,California,92123,-117.1627714,32.7174209,California,92123
Hofbrauhaus Buffalo,planning,,Buffalo,New York,14221-4616,,,New York,14221
Hofbrauhaus Chicago,brewpub,5500 Park Pl,Rosemont,Illinois,60018-3730,,,Illinois,60018
Hofbrauhaus Cleveland / Cincinatti Restaurant Group,brewpub,1550 Chester Ave,Cleveland,Ohio,44114-3615,-81.68115344,41.50310892,Ohio,44114
Hofbrauhaus Columbus,brewpub,800 Goodale Blvd,Columbus,Ohio,43212-3825,-83.025737,39.974313,Ohio,43212
Hofbrauhaus Newport,brewpub,200 E 3rd St,Newport,Kentucky,41071-1612,-84.494527,39.094846,Kentucky,41071
Hofbrauhaus Pittsburgh,brewpub,2705 S Water St,Pittsburgh,Pennsylvania,15203,-79.9639442,40.4279919,Pennsylvania,15203
Hofbrauhaus St. Louis-Belleville,brewpub,123 Saint Eugene Dr,Belleville,Illinois,62223-1154,,,Illinois,62223
Hog Haus Brewing Co,brewpub,430 W Dickson St,Fayetteville,Arkansas,72701-5107,-94.16524371,36.0666309,Arkansas,72701
Hog Island Beer Company,micro,PO Box 1901,Orleans,Massachusetts,02653-1901,,,Massachusetts,02653
Hog River Brewing Co,micro,1429 Park St,Hartford,Connecticut,06106-2236,-72.70182745,41.75799856,Connecticut,06106
Hogback Mountain Brewery,micro,51 North St,Bristol,Vermont,05443-1026,-73.079007,44.136511,Vermont,05443
Hogshead Brewery,micro,4460 W 29th Ave,Denver,Colorado,80212-3015,-105.04506,39.758232,Colorado,80212
Hoh River Brewery,micro,2442 Mottman Rd SW,Tumwater,Washington,98512-6219,-122.9356218,47.02543196,Washington,98512
Hoi Polloi Brewpub and Beat Lounge,micro,1763 Alcatraz Ave,Berkeley,California,94703,-122.272181,37.8487711,California,94703
Hold Fast Brewing,micro,235 N Kimbrough Ave,Springfield,Missouri,65806,-93.285942,37.217206,Missouri,65806
Hold Out Brewing,micro,1208 W 4th St,Austin,Texas,78703-5203,-97.7611333,30.2713864,Texas,78703
Holidaily Brewing Co,micro,801 Brickyard Cir Ste B,Golden,Colorado,80403-8026,,,Colorado,80403
Holidaily Production Facility,planning,,Golden,Colorado,80403,,,Colorado,80403
Holler Brewing Company,micro,2206 Edwards St Ste A,Houston,Texas,77007-4412,,,Texas,77007
Hollister Brewing Co,brewpub,6980 Market Place Dr,Goleta,California,93117-2997,-119.873842,34.428764,California,93117
Hollow Earth Brewing Co,brewpub,19 N 3rd St,Oxford,Pennsylvania,19363-1423,-75.97857656,39.78586182,Pennsylvania,19363
Hollywood Brewing Co,micro,3410 N 29th Ave,Hollywood,Florida,33020-1002,-80.1658845,26.0405657,Florida,33020
Hollywood Brewing Co,brewpub,290 N Broadwalk,Hollywood,Florida,33019-1787,,,Florida,33019
Holsopple Brewing,micro,8023 Catherine Ln,Louisville,Kentucky,40222-4793,-85.6064539,38.2598078,Kentucky,40222
Holston River Brewing Company,micro,2623 Volunteer Pkwy,Bristol,Tennessee,37620-,-82.1910353,36.574583,Tennessee,37620
Holy City Brewing,micro,1021 Aragon Ave,North Charleston,South Carolina,29405-4903,-79.97884,32.87298,South Carolina,29405
Holy Mackerel Small Batch Beers,micro,3260 NW 23rd Ave Ste 400E,Pompano Beach,Florida,33069-5937,,,Florida,33069
Holy Mountain Brewing Co,micro,1421 Elliott Ave W,Seattle,Washington,98119-3104,-122.3745615,47.6308277,Washington,98119
Homage Brewing,micro,1219 N Main St,Los Angeles,California,90012,-118.2324815,34.0646086,California,90012
Homage Brewing,micro,281 S Thomas St Ste 101,Pomona,California,91766-1750,-117.7513183,34.05732408,California,91766
Home Brewing Co Of Pennsylvania,planning,,Conneaut Lake,Pennsylvania,16316,,,Pennsylvania,16316
Home Brewing Co.,micro,2911 El Cajon Blvd # 2,San Diego,California,92104-1204,-117.131109,32.755029,California,92104
Home of the Brave Brewing Company,closed,909 Waimanu St,Honolulu,Hawaii,96814-3309,-157.8535966,21.29875689,Hawaii,96814
Home Republic,micro,328 Laskin Rd,Virginia Beach,Virginia,23451-3020,-75.97981433,36.85912408,Virginia,23451
Homefield Brewing,brewpub,3 Arnold Rd,Fiskdale,Massachusetts,01518-,,,Massachusetts,01518
HomeGrown Brewing Company,brewpub,28 N Washington St,Oxford,Michigan,48371-4665,-83.26650386,42.82656071,Michigan,48371
Homeplace Beer Co,micro,6 South Main Street Area C,Burnsville,North Carolina,28714,,,North Carolina,28714
Homer Brewing Co,micro,1411 Lake Shore Dr,Homer,Alaska,99603-7945,-151.506636,59.640509,Alaska,99603
HOMES Brewery,brewpub,2321 Jackson Ave,Ann Arbor,Michigan,48103-3814,-83.77845211,42.28032635,Michigan,48103
Homestead Beer Co.,micro,811 Irving Wick Dr W,Heath,Ohio,43056-1199,-82.47380719,40.02494781,Ohio,43056
Hometown Cellars Winery & Brewery,micro,108 E Center St Ste D,Ithaca,Michigan,48847-1453,,,Michigan,48847
Hondo's Brew and Cork Pub,micro,2703 Marine Dr,Astoria,Oregon,97103-2900,-123.8140426,46.18885817,Oregon,97103
Honest Weight Artisan Beer,micro,131 W Main St Ste 104,Orange,Massachusetts,01364-1159,,,Massachusetts,01364
Honey Hollow Brewery,micro,376 E. Honey Rd.,Earlton,New York,12058,,,New York,12058
Honeymoon Brewery,planning,,Santa Fe,New Mexico,87501,,,New Mexico,87501
Honky Tonk Brewing Co,micro,240 Cumberland Bnd,Nashville,Tennessee,37228-1804,,,Tennessee,37228
Honolulu BeerWorks,brewpub,328 Cooke St,Honolulu,Hawaii,96813-5531,-157.860634,21.29690603,Hawaii,96813
Hood Canal Brewery,brewpub,26499 Bond Rd NE,Kingston,Washington,98346-8477,-122.5733597,47.80443335,Washington,98346
HooDoo Brewing Co,micro,1951 Fox Ave,Fairbanks,Alaska,99701-2701,-147.7598199,64.84855501,Alaska,99701
Hoof Hearted Brewing,micro,300 County Road 26,Marengo,Ohio,43334-9678,,,Ohio,43334
Hoof Hearted Brewing - Brewery and Kitchen,brewpub,850 N 4th St,Columbus,Ohio,43215-1845,-83.0002482,39.9803665,Ohio,43215
Hoops Brewing,micro,325 S Lake Ave # 110,Duluth,Minnesota,55802-2305,-92.0960811,46.78348776,Minnesota,55802
HOOTS Beer Co.,micro,840 Mill Works St,Winston Salem,North Carolina,27101-1243,,,North Carolina,27101
Hop & Barrel Brewing Company LLC,micro,310 2nd St,Hudson,Wisconsin,54016-1508,-92.75667116,44.97329671,Wisconsin,54016
Hop And Sting Brewing Company,micro,2405 Squire Pl Ste 200,Farmers Branch,Texas,75234-4714,-96.89883128,32.93044336,Texas,75234
Hop Barn Brewing,micro,94 Maple Ave,Greenville,New York,12083-3311,-74.05510817,42.42134333,New York,12083
Hop Butcher For the World,micro,1000 N Frontage Rd Ste C,Darien,Illinois,60561-6448,,,Illinois,60561
HOP Central Brewery and Taproom,micro,5055 W Ray Rd Ste 2,Chandler,Arizona,85226-6111,,,Arizona,85226
Hop Creek Pub,brewpub,3253 Browns Valley Rd,Napa,California,94558-5424,-122.328868,38.3041333,California,94558
Hop Cycle Brewing Company,brewpub,13965 NW Main St,Banks,Oregon,97106-9213,-123.1145847,45.62137327,Oregon,97106
Hop Dogma Brewing Company,micro,270 Capistrano Rd #22,Half Moon Bay,California,94019,-122.4831514,37.50465917,California,94019
Hop Farm Brewing Co,micro,5601 Butler St,Pittsburgh,Pennsylvania,15201-2326,-79.9224894,40.4884044,Pennsylvania,15201
Hop Garden Brewing,contract,N8668 County Road D,Belleville,Wisconsin,53508-9626,,,Wisconsin,53508
Hop Haus Brewing Co,brewpub,231 S Main St,Verona,Wisconsin,53593-1470,-89.53353021,42.98803486,Wisconsin,53593
"Hop Head Farms Brewing, LLC",planning,,Baroda,Michigan,49101-9351,,,Michigan,49101
Hop Hill Brewing Company,micro,1988 Blair Ave,Bethlehem,Pennsylvania,18015-5307,,,Pennsylvania,18015
Hop Lot Brewing Co.,brewpub,658 S West Bay Shore Dr,Suttons Bay,Michigan,49682-9587,,,Michigan,49682
Hop N' Keg Brewery / The Quarry Steakhouse and Brewpub,brewpub,29 S Vernal Ave,Vernal,Utah,84078-2627,-109.5281478,40.4552593,Utah,84078
Hop Nation Brewing Company,micro,31 N 1st Ave,Yakima,Washington,98902-2663,-120.5097321,46.6018934,Washington,98902
Hop Nuts Brewing,micro,1120 S Main St Ste 150,Las Vegas,Nevada,89104-1080,,,Nevada,89104
Hop Quest Brewing Company,planning,,Wheatfield,Indiana,46392,,,Indiana,46392
Hop River Brewing Company,micro,1515 N Harrison St,Fort Wayne,Indiana,46808-2729,-85.1434574,41.0882767,Indiana,46808
Hop Secret Brewing Co,micro,162 W Pomona Ave,Monrovia,California,91016-4558,-118.001973,34.134155,California,91016
Hop Soul Brewery,planning,,Brunswick,Georgia,31520,,,Georgia,31520
Hop Tree Brewing Company Ltd,brewpub,1297 Hudson Gate Dr,Hudson,Ohio,44236-3764,-81.44518205,41.20893905,Ohio,44236
Hop Valley Brewing Co,large,990 W 1st Ave,Eugene,Oregon,97402-4904,-123.1074506,44.05820645,Oregon,97402
Hop Valley Brewing Co,large,980 Kruse Way,Springfield,Oregon,97477-1073,-123.0399796,44.08270624,Oregon,97477
Hop'n Moose Brewing Company,brewpub,41 Center St,Rutland,Vermont,05701-4016,-72.97743,43.606783,Vermont,05701
Hoparazzi Brewing Co,closed,2910 E La Palma Ave Ste D,Anaheim,California,92806-2618,-117.8636661,33.84931338,California,92806
Hopcat,brewpub,25 Ionia Ave SW Ste 100,Grand Rapids,Michigan,49503-4179,,,Michigan,49503
Hopcat - Louisville,brewpub,1064 Bardstown Rd.,Louisville,Kentucky,40204,-85.7217319,38.2385242,Kentucky,40204
Hopewell Brewing Co,micro,2760 N Milwaukee Ave,Chicago,Illinois,60647-1337,-87.7878762,41.9973481,Illinois,60647
HopFly Brewing Company,micro,1147 Falls Rd Suite 121,Rocky Mount,North Carolina,27804,,,North Carolina,27804
Hopfusion Ale Works,micro,200 E Broadway Ave,Fort Worth,Texas,76104-1302,-97.324895,32.741719,Texas,76104
Hopkins Brewing Company,brewpub,1048 E 2100 S,Salt Lake City,Utah,84106,-111.8609503,40.7250545,Utah,84106
Hopkins Ordinary Ale Works,micro,47 Main St,Sperryville,Virginia,22740-,-78.227195,38.65781167,Virginia,22740
Hopkinsville Brewing Company,micro,102 E 5th St,Hopkinsville,Kentucky,42240-3306,-87.48735745,36.86749436,Kentucky,42240
HopLife Brewing Company,micro,679 NW Enterprise Dr,Port Saint Lucie,Florida,34986-2253,-80.40865001,27.3298823,Florida,34986
Hopped And Brewed,planning,,Austin,Texas,78681-7333,,,Texas,78681
Hopped Up Brewing Company,closed,10421 E Sprague Ave,Spokane,Washington,99206-3629,-117.2178526,47.6571208,Washington,99206
Hoppers Grill and Brewing Co,brewpub,890 E Fort Union Blvd,Midvale,Utah,84047-1745,-111.8663362,40.62210005,Utah,84047
Hoppin' Frog Brewing Co,micro,1680 E Waterloo Rd Ste F,Akron,Ohio,44306-4523,,,Ohio,44306
Hopping Gnome Brewing Company,micro,1710 E Douglas Ave,Wichita,Kansas,67214-4212,-97.3335112,37.6860464,Kansas,67214
Hoppy Brewing Co,brewpub,2425 24th St,Sacramento,California,95819-4619,-121.4812078,38.55962229,California,95819
Hoppy Trout Brewing Company,brewpub,911 Main St,Andrews,North Carolina,28901-7087,-83.8165709,35.2016188,North Carolina,28901
Hops & Grain Brewing,micro,507 Calles St Ste 101,Austin,Texas,78702-3954,,,Texas,78702
Hops and Growlers,micro,2339 Government St,Ocean Springs,Mississippi,39564,-88.8090062,30.41364785,Mississippi,39564
Hops and Leisure,contract,1225 Robruck Dr # A,Oconomowoc,Wisconsin,53066-4446,-88.4785191,43.09224436,Wisconsin,53066
Hops and Pops,planning,,Middleburg,Virginia,20117,,,Virginia,20117
Hops Brewery,brewpub,3507 Central Ave NE,Albuquerque,New Mexico,87106,-106.6053016,35.0800564,New Mexico,87106
Hops Grillhouse and Brewery,contract,3625 Jefferson Davis Hwy,Alexandria,Virginia,22305-3133,-77.0523751,38.8399578,Virginia,22305
"Hops, Bitters, And Mash",planning,,Allen Park,Michigan,48101-2539,,,Michigan,48101
HopSaint Brewing Company,brewpub,5160 W 190th St,Torrance,California,90503-1005,-118.367733,33.8577324,California,90503
HopScratch Farm & Brewery,planning,,Harwood,Maryland,20776,,,Maryland,20776
Hopshire Farm and Brewery,micro,1771 Dryden Rd,Freeville,New York,13068-,,,New York,13068
Hopskeller Brewing Company,brewpub,116 E 3rd St,Waterloo,Illinois,62298-1608,-90.14850267,38.33521743,Illinois,62298
Hopsters,brewpub,292 Centre St,Newton,Massachusetts,02458-1618,-71.1852104,42.3560516,Massachusetts,02458
Hopstix,brewpub,3404 Pierce Dr NE,Chamblee,Georgia,30341-2444,,,Georgia,30341
Hopvine Brewing Company,brewpub,4030 Fox Valley Center Dr,Aurora,Illinois,60504-4109,-88.21364002,41.76082292,Illinois,60504
Hopworks Urban Brewery,micro,2944 SE Powell Blvd,Portland,Oregon,97202-2054,-122.634827,45.4968753,Oregon,97202
Hopworks Urban Brewery - Vancouver,micro,17707 SE Mill Plain Blvd,Vancouver,Washington,98683-7578,-122.5483264,45.6202601,Washington,98683
Hoquiam Brewing Company,micro,526 8th St,Hoquiam,Washington,98550-3521,-123.8865612,46.97536712,Washington,98550
"Horny Toad Brewing Co, LLC",micro,313 Edward St,Rowena,Texas,76875-3609,-100.0465467,31.64750518,Texas,76875
Horse & Dragon Brewing Company,micro,124 Racquette Dr,Fort Collins,Colorado,80524-2757,,,Colorado,80524
Horse Heaven Hills Brewery,micro,1118 Meade Ave,Prosser,Washington,99350,-119.7706331,46.20447447,Washington,99350
Horse Thief Hollow Brewery,brewpub,10426 S Western Ave,Chicago,Illinois,60643-2508,-87.68195116,41.70388555,Illinois,60643
Horsefly Brewing Co,brewpub,846 E Main St,Montrose,Colorado,81401-3938,-107.871306,38.48272365,Colorado,81401
Horus Aged Ales,closed,4040 Calle Platino Ste 120,Oceanside,California,92056-5859,-117.295494,33.20716989,California,92056
Hoster Brewing Co,contract,760 Harmon Ave,Columbus,Ohio,43223,-83.01615373,39.94440869,Ohio,43223
Hourglass Brewing,micro,480 S Ronald Reagan Blvd Ste 1020,Longwood,Florida,32750-5498,-81.3450528,28.70366681,Florida,32750
Housatonic River Brewing,planning,,New Milford,Connecticut,06776-3404,,,Connecticut,06776
House 6 Brewing,planning,,Ashburn,Virginia,20147,,,Virginia,20147
House Beer,proprietor,219 Rose Ave,Venice,California,90291-2567,-118.4775319,33.99631992,California,90291
House Cat Brewing Company,planning,,Frederick,Maryland,21704,,,Maryland,21704
House of Brews,micro,4539 Helgesen Dr,Madison,Wisconsin,53718-6747,-89.3053312,43.0662949,Wisconsin,53718
House Of Pendragon Brewing Co,micro,1849 Industrial Way Ste 103,Sanger,California,93657-8727,-119.5496094,36.68923442,California,93657
"Howell's MainStreet Winery, Brewery & Pizzeria",brewpub,201 W Grand River Ave,Howell,Michigan,48843-2238,-83.93080102,42.60768396,Michigan,48843
"HRG Management, LLC",planning,,Hartford,Connecticut,06109,,,Connecticut,06109
Hubbleton Brewing,micro,W10445 Hubbleton Rd,Waterloo,Wisconsin,53594,,,Wisconsin,53594
Hubrew Beer,micro,3463 State Hwy FF,Jackson,Missouri,63755,-89.639478,37.448863,Missouri,63755
Huckleberry Brewing Company,micro,4724 Sterkx Rd,Alexandria,Louisiana,71301,-92.45332257,31.26477666,Louisiana,71301
Hudson Ale Works,brewpub,17 Milton Ave,Highland,New York,12528-1409,-73.96390393,41.717539,New York,12528
Hudson Valley Brewery,micro,7 E Main St,Beacon,New York,12508-3301,-73.9630491,41.5016501,New York,12508
Huebert Brewing Co.,closed,421 SW 26th St,Oklahoma City,Oklahoma,73109-6712,-97.52025365,35.4384292,Oklahoma,73109
"Huff Brewing Company, LLC",micro,9805 Koehn Rd,Bellville,Texas,77418-7327,,,Texas,77418
Hugger Mugger Brewing Company,micro,229 Wicker St,Sanford,North Carolina,27330,-79.17896314,35.47890286,North Carolina,27330
Human Village Brewing Co.,micro,148 S Broadway,Pitman,New Jersey,08071-2232,-75.1291588,39.7304838,New Jersey,08071
Humble Abode Brewery,micro,1620 E Houston Ave Ste 800,Spokane,Washington,99217,-117.3850304,47.71699977,Washington,99217
Humble Farmer Brewing Co.,brewpub,116 S Imperial Ave Ste C,Imperial,California,92251-1666,-115.376274,32.80994985,California,92251
"Humble Farmer Brewing Co., Inc.",micro,438 Walnut Ave,Holtville,California,92250-1343,-115.376335,32.8093331,California,92250
Humble Sea Brewing Co,brewpub,820 Swift St,Santa Cruz,California,95060-5866,-122.0490197,36.9595996,California,95060
Humboldt Regeneration,micro,2320 Central Ave Ste F,McKinleyville,California,95519-3682,-124.1018943,40.94775864,California,95519
Humboldt Springs Brewing Co,planning,,Eureka,California,95501,-124.1636729,40.8020712,California,95501
Humperdinks - Arlington,brewpub,700 Six Flags Dr,Arlington,Texas,76011-6327,-97.0769526,32.7497637,Texas,76011
Humperdinks - Dallas (Greenville),brewpub,6050 Greenville Ave,Dallas,Texas,75206-1909,-96.76798455,32.8586789,Texas,75206
Humperdinks Restaurant,brewpub,2208 W Northwest Hwy,Dallas,Texas,75220-4305,-96.89898835,32.8637821,Texas,75220
Humpy's Great Alaskan Alehouse,contract,610 W 6th Ave,Anchorage,Alaska,99501-2225,-149.8938928,61.216502,Alaska,99501
Hunga Dunga Brewing,brewpub,333 N Jackson St,Moscow,Idaho,83843-2065,-117.0027808,46.7344955,Idaho,83843
Hungry Hollow Brewing Company,micro,14396 FR 2140,Cassville,Missouri,65625,-93.831482,36.757718,Missouri,65625
Hunter Gatherer Brewery and Alehouse,brewpub,900 Main St,Columbia,South Carolina,29201-3964,-81.0315874,33.997366,South Carolina,29201
Hunter's Ale House,brewpub,4855 E Blue Grass Rd,Mount Pleasant,Michigan,48858-7527,,,Michigan,48858
Hunter's Brewing,brewpub,1535 S Calumet Rd,Chesterton,Indiana,46304-3301,-87.0475184,41.5971593,Indiana,46304
Huntington Beach Beer Co,brewpub,201 Main St Ste E,Huntington Beach,California,92648-8110,-118.0012223,33.65845972,California,92648
Hunyuck Brew Co.,planning,,Oakdale,Minnesota,55128-2276,,,Minnesota,55128
Huske Hardware House Brewing Co,brewpub,405 Hay St,Fayetteville,North Carolina,28301-5537,-78.88249131,35.05393051,North Carolina,28301
Huss Brewing,micro,1520 W Mineral Rd Ste 102,Tempe,Arizona,85283-4343,,,Arizona,85283
Hutton & Smith Brewing Company,micro,431 E Martin Luther King Blvd # 120,Chattanooga,Tennessee,37403,,,Tennessee,37403
HWY 50 Brewery,planning,,Camino,California,95709,-120.6749302,38.7382366,California,95709
Hyde Brewing,brewpub,2911 Griffith St,Charlotte,North Carolina,28203-5429,-80.86910602,35.20083417,North Carolina,28203
Hyde Park Brewing Co,micro,4076 Albany Post Rd,Hyde Park,New York,12538-1934,-73.93007747,41.76674824,New York,12538
Hyperion Brewing,micro,1740 N Main St,Jacksonville,Florida,32206-4404,,,Florida,32206
Hysteria Brewing Company,micro,9570 Berger Rd Ste J,Columbia,Maryland,21046-1559,,,Maryland,21046
I & I Brewing,micro,5135 Edison Ave Ste 1,Chino,California,91710-5773,-117.6926224,33.99719342,California,91710
IBC Brewery & Tasting Room,micro,3200 St Lucie Blvd,Fort Pierce,Florida,34946-6761,,,Florida,34946
Icarus Brewing Company,micro,1790 Swarthmore Ave Unit 3 Lot 2,Lakewood,New Jersey,08701-4528,,,New Jersey,08701
Ice Harbor Brewing Company,brewpub,206 N Benton St Ste C,Kennewick,Washington,99336-3608,-119.119238,46.2111,Washington,99336
Ice Harbor Brewing Company at the Marina,brewpub,350 Clover Island Dr,Kennewick,Washington,99336-3678,-119.111368,46.217631,Washington,99336
Icebox Brewing LLC,planning,,Las Cruces,New Mexico,88007-4722,,,New Mexico,88007
Icewind Brewing,micro,349 Knutson St Unit B,Mapleton,North Dakota,58059-4065,-97.04609108,46.88200095,North Dakota,58059
Icicle Brewing Co,brewpub,935 Front St,Leavenworth,Washington,98826-1427,-120.6597193,47.5962501,Washington,98826
Iconyc Brewing Company,micro,45-13 34th Ave,Long Island City,New York,11101-1041,,,New York,11101
Icy Strait Brewery,micro,286 Front St,Hoonah,Alaska,99829,-135.4464887,58.11031874,Alaska,99829
Idaho Brewing Co,micro,775 S Capital Ave,Idaho Falls,Idaho,83402-3965,-112.0459845,43.48724009,Idaho,83402
IDK Beer Co,planning,,Lakewood,Colorado,80228-4251,,,Colorado,80228
Idle Hands Craft Ales,micro,89 Commercial St,Malden,Massachusetts,02148-5509,-71.07473084,42.4243819,Massachusetts,02148
Idle Vine Brewing Company,micro,16920 Joe Barbee Dr,Round Rock,Texas,78664-2373,,,Texas,78664
Idletyme Brewing Company,brewpub,1859 Mountain Rd,Stowe,Vermont,05672-4890,-72.698401,44.473833,Vermont,05672
Idol Beer Works,micro,100 S Sacramento St,Lodi,California,95240-3526,-121.2722,38.1328,California,95240
Idyll Hounds Brewing Company,micro,845 Serenoa Rd,Santa Rosa Beach,Florida,32459-5019,,,Florida,32459
Idyllwild Brewpub,brewpub,54423 Village Center Dr,Idyllwild,California,92549,-116.711296,33.7436195,California,92549
Idylwilde Brewing,micro,116 Fawn Dr,Carbondale,Colorado,81623-9703,,,Colorado,81623
Iechyd Da Brewing,brewpub,317 N Main St,Elkhart,Indiana,46516-3034,-85.97531332,41.69004065,Indiana,46516
"Ignite Brewing Company, Ltd.",micro,600 W Tuscarawas Ave,Barberton,Ohio,44203-2460,-81.61268,41.012866,Ohio,44203
Ill Mannered Brewing Company,micro,38 Grace Dr,Powell,Ohio,43065-8466,-83.0740121,40.1635259,Ohio,43065
ILL STYLEZ BREWING,planning,,Freeport,Illinois,61032-4761,,,Illinois,61032
Illuminated Brew Works,micro,415 N Sangamon St,Chicago,Illinois,60642-6546,-87.65074933,41.88958325,Illinois,60642
Illuminati Brewing Company,closed,3950 Hammer Dr Ste 101,Bellingham,Washington,98226-7776,-122.4560056,48.7838573,Washington,98226
Imagine Nation Brewing,micro,1151 W Broadway St,Missoula,Montana,59802-3916,-114.0099097,46.8766353,Montana,59802
IMBIB Custom Brews,micro,785 E 2nd St,Reno,Nevada,89502-1018,-119.8010403,39.52744792,Nevada,89502
Immersion Brewing,brewpub,550 SW Industrial Way,Bend,Oregon,97702-1084,-121.3155231,44.05100445,Oregon,97702
Imminent Brewing,micro,519 Division St S Unit 2,Northfield,Minnesota,55057-2021,,,Minnesota,55057
