City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
1059,"Independence city, Kentucky",21,39142,28920,15441,13479,38.8,38.7,39.1,28661,1865,4136,4330,3638,2278,139303,93447,95543,25906,50298,23177,10090,8746,11151,10918,233
1060,"Jeffersontown city, Kentucky",21,40222,28661,14623,14038,35.4,30.8,38.6,321793,45158,47684,42539,36833,36831,264336,81121,83918,74573,42719,47466,8351,9066,11481,11002,479
1061,"Lexington-Fayette urban county, Kentucky",21,46027,321793,158232,163561,35.3,34.2,36.3,628577,57322,91943,81506,73456,83457,11459,60942,73057,61293,35255,20706,108184,109243,147590,139303,8287
1062,"Louisville/Jefferson County metro government (balance), Kentucky",21,48006,628577,305076,323501,37.9,36.7,39.0,30829,2074,4373,4569,3928,3555,24846,57182,60844,82952,35859,20383,197968,205784,288859,264336,24523
1063,"Nicholasville city, Kentucky",21,56136,30829,14440,16389,37.0,37.2,36.4,60012,5561,8346,6521,6781,6770,10073,49887,75089,65291,29105,31197,8668,10441,12464,11459,1005
1064,"Owensboro city, Kentucky",21,58620,60012,27800,32212,38.6,37.4,40.4,26278,2501,3458,3014,2667,3430,9356,51339,62197,65539,32953,37501,17227,18297,26836,24846,1990
1065,"Paducah city, Kentucky",21,58836,26278,12511,13767,41.1,36.9,43.2,26458,1943,4113,2993,3134,3402,14498,50060,66168,42065,30271,178891,7396,7927,12271,10073,2198
1066,"Radcliff city, Kentucky",21,63912,26458,12616,13842,34.9,34.1,37.6,35757,10730,5273,3693,3623,3066,18442,68738,66316,57436,36417,16078,8451,8340,9938,9356,582
1067,"Richmond city, Kentucky",21,65226,35757,18703,17054,27.0,25.4,30.2,44789,3936,5518,5546,5509,7579,87440,41818,44730,64884,24271,49618,13968,13220,15907,14498,1409
1068,"Alexandria city, Louisiana",22,00975,44789,20434,24355,43.4,42.5,43.9,222177,36958,35873,25207,21117,23028,7797,40150,51601,56609,27296,24982,13505,15927,22323,18442,3881
1069,"Baton Rouge city, Louisiana",22,05000,222177,104285,117892,31.6,31.2,32.2,22981,1835,4444,2564,2086,2304,23586,41257,65454,84637,30352,17606,70224,77298,107002,87440,19562
1070,"Bayou Cane CDP, Louisiana",22,05210,22981,10930,12051,29.4,31.6,28.0,62864,7381,10617,8274,5462,6584,11639,64548,80820,85922,31501,19742,6711,6960,8140,7797,343
1071,"Bossier City city, Louisiana",22,08920,62864,31785,31079,31.9,31.1,34.8,29957,2641,1359,4298,2855,6158,8439,53588,82126,93737,33349,15911,20514,19826,26859,23586,3273
1072,"Central city, Louisiana",22,13960,29957,13981,15976,47.2,45.1,48.9,23399,2265,2696,4535,2408,2790,7781,80095,51017,50686,50777,25317,8202,10019,12576,11639,937
1073,"Chalmette CDP, Louisiana",22,14135,23399,11011,12388,35.6,36.5,35.1,23846,5575,4104,2165,966,2310,8576,44412,74576,61331,30769,50438,7262,7890,9158,8439,719
1074,"Hammond city, Louisiana",22,32755,23846,9589,14257,27.0,30.7,26.7,21001,1252,2775,2686,3212,2333,14882,37061,45450,34741,19530,99438,6349,9839,9373,7781,1592
1075,"Harvey CDP, Louisiana",22,33245,21001,11031,9970,37.2,32.1,42.2,33017,2988,4664,3890,3280,4120,25267,35436,73654,75861,25156,65697,6580,6211,9676,8576,1100
1076,"Houma city, Louisiana",22,36255,33017,15132,17885,36.7,35.4,38.4,65376,4355,8314,7920,7008,8554,51150,57730,78980,87527,41144,21703,9549,9872,16099,14882,1217
1077,"Kenner city, Louisiana",22,39475,65376,30776,34600,38.4,39.8,37.5,121763,14482,18399,17439,12278,14081,28683,55753,78272,165938,30743,25195,18793,19330,27548,25267,2281
1078,"Lafayette city, Louisiana",22,40735,121763,61224,60539,36.2,35.0,37.3,81102,8776,12682,9046,9021,11012,9379,57953,64198,57630,36012,117623,40123,40143,56725,51150,5575
1079,"Lake Charles city, Louisiana",22,41155,81102,40121,40981,37.5,36.2,39.2,27633,3270,3154,2972,3397,3575,13008,45995,67423,86277,29855,39328,24984,27365,40810,28683,12127
1080,"Laplace CDP, Louisiana",22,42030,27633,13076,14557,34.7,34.7,34.8,31636,2541,2951,3707,3011,5972,62315,66943,60951,67243,32280,16356,9224,8887,11015,9379,1636
1081,"Marrero CDP, Louisiana",22,48785,31636,14583,17053,44.3,44.5,44.2,144999,9954,21214,20106,14168,18539,18791,42267,84728,32021,32297,21196,7918,10700,13559,13008,551
1082,"Metairie CDP, Louisiana",22,50115,144999,70388,74611,40.0,39.1,41.8,47287,5504,6065,5373,6142,6245,7467,66074,49340,50526,43131,310676,43109,43645,66619,62315,4304
