City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
1209,"Methuen Town city, Massachusetts",25,40710,52804,25421,27383,36.8,35.6,37.2,28848,2903,3351,4116,3776,4366,7446,79719,84367,26359,45031,80888,16103,18001,19330,18582,748
1210,"Milford CDP, Massachusetts",25,41200,28848,14335,14513,41.4,40.4,43.3,28385,3521,2022,3663,4666,2608,11305,82560,219792,24017,34682,70890,9780,9829,11102,10378,724
1211,"Milton CDP, Massachusetts",25,41725,28385,12965,15420,34.9,36.3,34.0,32051,1607,1500,5953,4299,3940,42743,201970,239578,34821,82747,25671,8247,9517,7832,7446,386
1212,"Needham CDP, Massachusetts",25,44140,32051,14882,17169,41.0,42.0,40.5,100947,9597,12812,14312,13613,11029,29961,182553,52348,60930,102176,25165,9299,9153,11436,11305,131
1213,"New Bedford city, Massachusetts",25,45000,100947,50997,49950,38.5,38.1,38.6,87455,11665,8428,11518,11474,10461,12877,49237,224531,58984,34896,25757,33010,31031,44717,42743,1974
1214,"Newton city, Massachusetts",25,45560,87455,42337,45118,39.2,38.7,39.5,29312,5022,3542,3320,3086,3750,13489,183208,104613,20639,78069,46494,27154,29035,31501,29961,1540
1215,"Northampton city, Massachusetts",25,46330,29312,11879,17433,41.4,38.7,41.8,30852,1650,4727,4348,5143,4809,13938,67878,133518,88839,36949,36097,8065,11455,13714,12877,837
1216,"North Attleborough Town city, Massachusetts",25,46598,30852,15254,15598,40.9,40.4,43.3,31447,1976,6092,5282,2539,3584,22793,103625,120540,40914,62018,87211,10063,10983,13563,13489,74
1217,"Norwood CDP, Massachusetts",25,50285,31447,15520,15927,38.2,36.3,41.8,54112,3901,6144,5820,5655,9649,19466,92560,112446,43664,66721,29354,10001,9605,14418,13938,480
1218,"Peabody city, Massachusetts",25,52490,54112,26740,27372,51.3,51.3,51.2,43642,2977,4506,5518,6433,8135,44051,79986,78485,22396,51787,20862,16838,15223,23286,22793,493
1219,"Pittsfield city, Massachusetts",25,53960,43642,21024,22618,45.6,43.9,46.9,101131,8036,22294,13755,12430,13228,12998,61049,113386,47921,45115,48115,14172,14079,21933,19466,2467
1220,"Quincy city, Massachusetts",25,55745,101131,50982,50149,37.6,36.3,39.1,34710,2682,5086,4450,4606,5770,9444,81748,115041,29101,51016,40433,35076,36508,46911,44051,2860
1221,"Randolph Town city, Massachusetts",25,56000,34710,16283,18427,43.5,41.1,44.7,25216,1788,3476,3725,2961,4108,21171,85011,177144,29878,47186,25279,10713,12335,13287,12998,289
1222,"Reading CDP, Massachusetts",25,56165,25216,12582,12634,40.4,35.8,43.4,59075,2520,9075,10778,9501,6383,21298,156271,83679,22540,77238,72757,8839,8194,9870,9444,426
1223,"Revere city, Massachusetts",25,56585,59075,27691,31384,41.8,41.9,41.6,44824,5045,7721,6503,4923,6627,11844,66742,89828,28829,38955,121502,20254,19399,23552,21171,2381
1224,"Salem city, Massachusetts",25,59105,44824,20850,23974,42.3,37.6,45.1,28670,1918,4497,4648,3503,2971,35015,62474,103771,44458,42873,17791,14022,17269,23216,21298,1918
1225,"Saugus CDP, Massachusetts",25,60050,28670,13508,15162,44.1,42.8,46.8,79819,10864,24751,11623,7619,7233,57806,88909,122917,37053,46341,50214,8981,9250,12910,11844,1066
1226,"Somerville city, Massachusetts",25,62535,79819,39288,40531,33.2,33.6,32.8,154788,20122,22063,19269,17132,17351,9368,107651,54212,32474,61556,22994,31372,31367,37251,35015,2236
1227,"Springfield city, Massachusetts",25,67000,154788,74700,80088,33.3,29.7,37.1,21805,956,1851,3462,2825,4025,25251,42498,131890,51785,33659,55165,48230,52836,62032,57806,4226
1228,"Stoneham CDP, Massachusetts",25,67700,21805,10552,11253,44.1,46.9,42.8,59600,5014,9225,9602,7167,7951,12043,89851,94401,47465,56655,31165,6955,6965,9901,9368,533
1229,"Taunton city, Massachusetts",25,69170,59600,27507,32093,40.9,39.1,42.5,27108,1201,2964,4420,3670,5113,24344,63950,155804,27480,45199,24281,18606,22653,27131,25251,1880
1230,"Wakefield CDP, Massachusetts",25,72250,27108,13426,13682,47.0,46.7,48.3,64019,13714,13488,7469,5797,6349,16039,113580,137549,37223,71855,33965,8807,8889,12526,12043,483
1231,"Waltham city, Massachusetts",25,72600,64019,32932,31087,31.2,30.5,32.0,35157,3001,7487,4533,4609,4336,10161,104429,136113,26808,52273,24351,24500,22796,25461,24344,1117
1232,"Watertown Town city, Massachusetts",25,73440,35157,16833,18324,39.4,39.2,39.5,30182,5981,987,2800,3373,4712,16369,111038,250001,33447,64108,49131,11953,12537,17243,16039,1204
1233,"Wellesley CDP, Massachusetts",25,74210,30182,12911,17271,41.3,44.1,39.8,40582,4858,6408,4260,4711,5504,13683,201936,77746,29511,67268,17748,7868,10792,10420,10161,259
1234,"Westfield city, Massachusetts",25,76030,40582,19579,21003,38.6,39.0,38.5,28626,1829,4484,4148,4163,4811,24169,64723,100684,50399,40051,17566,12713,14180,16822,16369,453
1235,"West Springfield Town city, Massachusetts",25,77890,28626,14458,14168,43.6,43.0,43.9,57672,4933,9163,6961,8003,9252,7505,71689,116117,52199,50412,34767,10754,8786,14249,13683,566
1236,"Weymouth Town city, Massachusetts",25,78972,57672,27822,29850,42.0,39.0,46.2,22226,1506,1551,3673,3202,4292,7833,89832,169657,52181,50990,171081,19325,19839,25286,24169,1117
1237,"Wilmington CDP, Massachusetts",25,80195,22226,11976,10250,42.7,41.4,44.0,22809,1348,1211,3314,4111,3062,16912,157528,250001,38112,74232,17898,8131,6722,7546,7505,41
1238,"Winchester CDP, Massachusetts",25,80545,22809,10899,11910,43.3,43.2,43.5,41055,4129,5733,4877,6070,6024,76065,223018,148417,32685,101997,21319,6441,7338,8126,7833,293
1239,"Woburn city, Massachusetts",25,81035,41055,19888,21167,40.7,43.8,39.4,205917,32930,35282,25776,22724,23749,8640,93896,79379,48045,54668,24435,13580,14306,17875,16912,963
1240,"Worcester city, Massachusetts",25,82000,205917,99262,106655,33.6,33.2,33.9,22300,3231,3316,2902,1607,2615,8235,63194,58405,36274,36125,107211,70872,74260,82375,76065,6310
1241,"Adrian city, Michigan",26,00440,22300,10552,11748,33.8,29.7,37.7,25961,12264,2546,1907,810,1181,12811,38415,78006,52970,23897,22523,6952,7207,9446,8640,806
1242,"Allendale CDP, Michigan",26,01340,25961,11745,14216,21.5,23.0,21.0,28224,1582,3629,2741,4280,5140,51238,51069,82801,34080,11219,41684,8362,10974,8700,8235,465
1243,"Allen Park city, Michigan",26,01380,28224,13323,14901,49.2,47.7,49.6,121541,36398,21494,12988,8562,9924,11558,66022,117567,41781,46825,27789,8542,9827,13376,12811,565
1244,"Ann Arbor city, Michigan",26,03000,121541,59341,62200,28.2,28.0,28.4,24681,3362,5732,2858,4075,2447,22024,68864,102500,73545,32487,17292,45147,45614,54874,51238,3636
1245,"Auburn Hills city, Michigan",26,04105,24681,13122,11559,37.4,35.0,40.3,52346,5170,6943,7382,6776,6500,16024,72630,63441,20097,40268,23038,9907,9153,12589,11558,1031
1246,"Battle Creek city, Michigan",26,05920,52346,25006,27340,37.7,39.3,37.2,32401,3127,4625,3663,4007,4398,9314,44899,61470,43422,33224,82553,17451,16924,24154,22024,2130
1247,"Bay City city, Michigan",26,06020,32401,15746,16655,43.4,44.6,41.6,21274,1429,1520,3187,2894,3221,11866,44447,216367,39601,30130,48696,10473,10153,17150,16024,1126
1248,"Birmingham city, Michigan",26,08640,21274,9957,11317,44.0,45.7,41.7,29509,2323,4559,3208,2999,3271,35209,147078,54550,42407,68730,491793,6118,7182,10369,9314,1055
1249,"Burton city, Michigan",26,12060,29509,14468,15041,37.0,36.3,38.0,108419,10955,16951,12355,12938,12276,21828,52860,65832,39553,30365,41792,8647,8381,12728,11866,862
1250,"Dearborn city, Michigan",26,21000,108419,54284,54135,32.6,31.4,34.2,62445,6053,9677,6113,8612,7755,251729,61079,61259,41070,35825,26227,35150,34635,38133,35209,2924
1251,"Dearborn Heights city, Michigan",26,21020,62445,32104,30341,33.5,32.8,35.8,632589,55879,100078,74497,74006,76501,14975,54863,42577,55171,33558,70646,21363,19451,22526,21828,698
1252,"Detroit city, Michigan",26,22000,632589,301928,330661,35.3,34.1,36.5,46927,24415,5197,3646,2605,1938,13348,36140,109949,52260,28440,17466,188884,208980,322906,251729,71177
1253,"East Lansing city, Michigan",26,24120,46927,24690,22237,21.3,21.5,21.0,34032,2645,4882,4538,3588,5071,35224,43995,59545,36276,10882,63236,20498,17772,16312,14975,1337
1254,"Eastpointe city, Michigan",26,24290,34032,17096,16936,35.6,35.8,35.5,83289,6643,14956,9946,9564,11641,10845,47948,111458,39083,33635,21502,11491,10393,14155,13348,807
1255,"Farmington Hills city, Michigan",26,27440,83289,40908,42381,40.5,38.0,42.4,19469,1129,5457,2472,2562,2576,32837,95960,79801,39945,50377,21565,27896,27334,36496,35224,1272
1256,"Ferndale city, Michigan",26,27880,19469,9032,10437,38.4,39.0,37.0,80628,7583,10986,10532,10087,11317,9459,73077,50430,38816,46186,159622,6772,7575,10845,10845,0
1257,"Flint city, Michigan",26,29000,80628,40831,39797,36.9,36.3,38.1,28195,1728,2081,4100,4527,3524,10390,37102,145797,37813,26329,18170,27693,25027,41139,32837,8302
1258,"Forest Hills CDP, Michigan",26,29580,28195,13973,14222,39.7,40.2,38.8,26975,1965,5235,3373,3109,3319,79486,132104,72638,27590,76291,29129,8265,8927,10422,9459,963
1259,"Garden City city, Michigan",26,31420,26975,12818,14157,35.8,35.1,36.9,197423,23340,41160,25823,19184,20735,7123,64851,74569,53676,38976,20128,8560,8793,10414,10390,24
1260,"Grand Rapids city, Michigan",26,34000,197423,97607,99816,32.8,32.3,33.4,28003,2426,4712,3605,2460,2157,12779,59596,42949,53594,35059,19255,67022,67548,85623,79486,6137
1261,"Hamtramck city, Michigan",26,36280,28003,15190,12813,28.5,25.3,30.1,34342,7043,5024,3026,4322,2626,9702,40690,79955,39776,30631,23083,8569,7365,8077,7123,954
1262,"Holland city, Michigan",26,38640,34342,15957,18385,32.5,33.2,30.9,25804,1848,2965,3822,3466,3599,9017,64495,89718,56959,30110,60120,11375,11941,13798,12779,1019
1263,"Holt CDP, Michigan",26,38780,25804,12226,13578,37.5,37.6,37.5,25722,1978,5595,2729,3387,2133,12283,72281,45489,47795,45282,42372,8087,8502,9942,9702,240
1264,"Inkster city, Michigan",26,40680,25722,12026,13696,31.3,29.3,33.8,31346,2990,5501,4125,3131,3114,29853,38928,49497,44762,31439,92536,7275,8849,10258,9017,1241
1265,"Jackson city, Michigan",26,41420,31346,14152,17194,31.9,31.0,32.6,73255,20697,11983,8179,5970,5529,21152,34989,59445,43383,26435,30390,9445,10573,14070,12283,1787
1266,"Kalamazoo city, Michigan",26,42160,73255,36232,37023,25.8,26.2,25.5,54144,4194,10940,7322,5000,6573,50590,40227,77353,53542,21933,79492,26401,26974,33160,29853,3307
1267,"Kentwood city, Michigan",26,42820,54144,26768,27376,33.9,32.1,35.8,111833,16096,19314,15474,10538,13392,13935,68829,61453,49969,35660,24889,17825,17598,22502,21152,1350
1268,"Lansing city, Michigan",26,46000,111833,53781,58052,34.5,34.2,34.7,39642,3311,6413,4528,5207,5005,38329,48818,62494,54884,32427,18785,36655,40424,55557,50590,4967
1269,"Lincoln Park city, Michigan",26,47800,39642,20490,19152,34.4,34.0,35.1,94407,5115,13249,9750,12172,15115,13123,51328,107670,47396,31124,35016,13474,12094,14304,13935,369
1270,"Livonia city, Michigan",26,49000,94407,45324,49083,47.3,45.4,49.5,28226,2170,5104,2448,4139,4366,8762,87332,83578,46290,50330,16039,29038,28398,39344,38329,1015
1271,"Madison Heights city, Michigan",26,50560,28226,13473,14753,46.0,45.1,47.4,20565,5770,2831,2199,1600,2153,18919,63885,79462,51980,42973,21406,9582,9168,14218,13123,1095
1272,"Marquette city, Michigan",26,51900,20565,10944,9621,33.5,31.8,34.4,42310,4003,5819,6082,4265,5987,8328,45977,92056,59664,20583,30913,7977,6865,9656,8762,894
1273,"Midland city, Michigan",26,53780,42310,21531,20779,38.4,37.5,39.7,19364,2045,2507,2011,2370,3107,9232,67340,62368,49129,45328,19841,14510,13015,19380,18919,461
1274,"Monroe city, Michigan",26,55020,19364,8745,10619,41.5,39.5,43.4,23563,9128,3360,3202,1599,1524,14935,42371,60093,39084,27781,53458,5975,6558,8647,8328,319
1275,"Mount Pleasant city, Michigan",26,56020,23563,11488,12075,25.7,25.9,25.6,37548,4392,7485,4197,3727,4459,9526,45421,45252,55813,14922,23864,9375,9759,9739,9232,507
1276,"Muskegon city, Michigan",26,56320,37548,19846,17702,34.9,35.4,34.3,25183,1455,2325,3268,2929,3297,28217,40468,67229,59446,30574,19812,13324,11246,17382,14935,2447
1277,"Norton Shores city, Michigan",26,59140,25183,12668,12515,42.5,40.8,45.0,66575,5081,6839,10333,10116,9108,12819,63938,129781,54153,40346,47852,7071,6786,10493,9526,967
1278,"Novi city, Michigan",26,59440,66575,31127,35448,42.6,43.2,41.5,29320,2173,4706,3100,4868,4468,9433,104597,76548,45084,68616,39875,21038,21907,30844,28217,2627
1279,"Oak Park city, Michigan",26,59920,29320,12504,16816,40.5,35.9,46.2,26672,4212,2646,3976,2664,1732,25176,70610,110933,37913,50448,24135,8356,11423,13158,12819,339
1280,"Okemos CDP, Michigan",26,60340,26672,11966,14706,31.3,29.5,33.7,60973,6592,10667,7787,6358,7684,19969,83680,36588,61962,44234,61206,7581,8308,10503,9433,1070
1281,"Pontiac city, Michigan",26,65440,60973,29403,31570,33.0,32.7,34.3,48855,6317,7154,5655,5271,6354,13135,36998,84850,51315,24161,18428,20168,20670,26994,25176,1818
1282,"Portage city, Michigan",26,65560,48855,24682,24173,36.6,34.5,38.7,28827,2190,3922,3167,4733,4052,28831,70625,51885,42500,37636,39048,16835,15043,21272,19969,1303
1283,"Port Huron city, Michigan",26,65820,28827,14936,13891,43.4,41.4,48.0,76021,7219,9067,10998,10212,9810,9510,45827,129108,67866,31601,50016,9841,9122,14530,13135,1395
1284,"Rochester Hills city, Michigan",26,69035,76021,39135,36886,38.7,37.4,39.8,25098,1991,2738,4153,1778,4327,21203,103023,70828,62181,61068,32770,25822,24086,30934,28831,2103
1285,"Romulus city, Michigan",26,69420,25098,12024,13074,38.5,33.3,39.1,47150,3662,8183,5299,7016,5671,28922,60156,64605,50329,37112,50660,7620,7690,10573,9510,1063
1286,"Roseville city, Michigan",26,69800,47150,23364,23786,38.3,37.6,40.2,57958,5345,13102,8285,7244,6241,18376,53632,114602,76875,35019,63261,15645,15779,22384,21203,1181
1287,"Royal Oak city, Michigan",26,70040,57958,29848,28110,36.8,34.7,39.3,43842,3522,6776,6354,3575,4745,27921,89706,34679,46238,61334,24803,21126,20079,30687,28922,1765
1288,"Saginaw city, Michigan",26,70520,43842,20456,23386,34.6,34.6,34.7,58206,3086,8738,6988,6073,10374,35649,28011,87624,41689,20977,109930,12742,13045,20972,18376,2596
1289,"St. Clair Shores city, Michigan",26,70760,58206,28369,29837,48.9,46.8,51.0,75901,6313,8230,9451,8377,10336,12563,64293,75342,68574,43900,47308,18077,18039,28720,27921,799
1290,"Southfield city, Michigan",26,74900,75901,35395,40506,44.7,38.5,50.1,29887,2763,4552,3336,3796,3515,51805,55463,64802,42562,39353,71415,21080,23210,37514,35649,1865
1291,"Southgate city, Michigan",26,74960,29887,14726,15161,42.4,39.2,44.7,133256,10481,19778,13939,17168,18281,23020,52447,80730,52357,38900,20382,9730,8766,13095,12563,532
1292,"Sterling Heights city, Michigan",26,76460,133256,65434,67822,41.6,39.3,44.0,62570,5437,8330,6443,8245,7918,33822,69104,57662,64254,37270,115283,40703,42140,53932,51805,2127
1293,"Taylor city, Michigan",26,79000,62570,30617,31953,35.8,36.4,35.5,86837,7649,9124,10047,14023,10891,10301,53524,125907,40885,37412,21700,19337,18753,24405,23020,1385
1294,"Troy city, Michigan",26,80700,86837,43839,42998,43.9,41.7,45.7,25162,2825,4848,3460,2913,3011,57632,98170,73695,43659,61093,70827,28278,25990,34953,33822,1131
1295,"Walker city, Michigan",26,82960,25162,13813,11349,31.6,36.1,30.4,138142,9047,24675,17305,16762,19811,12147,68033,71694,36979,34520,21147,9532,7980,10500,10301,199
1296,"Warren city, Michigan",26,84000,138142,67133,71009,40.9,39.9,41.7,25347,2084,4384,3062,2704,3627,37870,60042,84873,40239,35769,56718,44959,45369,60142,57632,2510
1297,"Waverly CDP, Michigan",26,84800,25347,10746,14601,40.5,40.5,40.2,84528,6676,12773,11369,11273,12458,12881,57915,76205,44307,39348,17620,6640,9624,12603,12147,456
1298,"Westland city, Michigan",26,86000,84528,40458,44070,41.9,38.7,44.8,24678,2076,3634,2666,3106,3732,28253,56191,74138,32450,40042,26394,27615,28586,39435,37870,1565
1299,"Wyandotte city, Michigan",26,88900,24678,12475,12203,45.1,44.6,45.7,76747,6527,12228,9177,9467,8031,8601,56391,74616,59145,40998,43709,7666,7957,13599,12881,718
1300,"Wyoming city, Michigan",26,88940,76747,38284,38463,31.8,30.9,33.4,21169,5434,3364,3145,1591,1400,11291,61583,46880,74481,35201,20491,24331,23248,29880,28253,1627
1301,"Ypsilanti city, Michigan",26,89140,21169,11103,10066,28.3,28.9,27.3,32933,2933,2737,3779,5110,5134,22072,36613,136307,61894,23132,53128,8240,7282,9756,8601,1155
1302,"Andover city, Minnesota",27,01486,32933,16559,16374,42.8,43.5,42.1,55653,3704,6644,8166,6921,6639,10226,128766,116396,51069,57342,73670,11099,9989,11446,11291,155
1303,"Apple Valley city, Minnesota",27,01900,55653,25958,29695,39.4,37.3,40.5,26569,2182,4574,2716,2668,3516,25869,86692,79378,46694,46547,22234,15631,18219,22328,22072,256
1304,"Austin city, Minnesota",27,02908,26569,13714,12855,34.2,34.0,36.1,70953,5043,7656,10567,9929,8124,38725,56697,101043,44045,40491,64871,9017,7253,11080,10226,854
1305,"Blaine city, Minnesota",27,06382,70953,35257,35696,36.4,36.4,36.3,89308,5426,12140,11631,11607,10962,11338,89533,99802,51559,46248,51596,21568,22240,26622,25869,753
1306,"Bloomington city, Minnesota",27,06616,89308,42854,46454,42.3,39.9,45.6,32882,1330,4278,5189,2620,3991,30074,80577,67429,38572,45928,20570,26578,27373,41127,38725,2402
1307,"Brooklyn Center city, Minnesota",27,07948,32882,16654,16228,33.7,30.3,35.4,84533,4326,15162,13169,9498,10890,26160,62053,101311,68759,36497,21217,8061,10245,11562,11338,224
1308,"Brooklyn Park city, Minnesota",27,07966,84533,41729,42804,35.5,33.1,36.5,63945,5901,10325,8370,6055,8227,9719,74807,96126,50085,42675,20996,27722,27505,30705,30074,631
1309,"Burnsville city, Minnesota",27,08794,63945,30443,33502,36.4,35.9,37.5,27463,1933,2268,4011,2817,4523,9680,72166,128578,41981,44644,18400,20658,20188,26958,26160,798
1310,"Champlin city, Minnesota",27,10846,27463,12013,15450,39.6,41.7,36.7,26036,2111,2256,3362,3292,4861,10883,100735,112765,68946,51403,52243,8041,8733,10058,9719,339
1311,"Chanhassen city, Minnesota",27,10918,26036,13585,12451,43.9,39.4,48.7,28047,2562,2322,4130,4568,3249,8032,104351,120448,59967,53979,30729,8787,7863,9932,9680,252
1312,"Chaska city, Minnesota",27,10972,28047,12886,15161,38.0,37.7,39.1,22482,3278,4563,2562,3181,1926,24436,84011,91320,46357,50672,19544,8582,9380,10963,10883,80
1313,"Columbia Heights city, Minnesota",27,12700,22482,11268,11214,33.1,31.9,35.7,63380,5980,8382,8227,8435,8471,13609,75202,89405,47913,37210,72363,7878,7928,9116,8032,1084
1314,"Coon Rapids city, Minnesota",27,13114,63380,31649,31731,40.3,37.7,44.0,39925,3773,5697,5082,5911,5266,10251,73621,116386,50728,41103,54301,20961,20278,24679,24436,243
1315,"Cottage Grove city, Minnesota",27,13456,39925,19647,20278,35.0,35.3,34.7,23646,1321,4223,3579,2156,4004,36310,102468,86796,36069,53067,51597,13807,13234,13609,13609,0
1316,"Crystal city, Minnesota",27,14158,23646,12375,11271,39.1,36.4,42.4,86373,18495,11481,9830,8482,9052,27069,72630,90921,60022,40528,42980,8296,7471,10675,10251,424
1317,"Duluth city, Minnesota",27,17000,86373,43205,43168,32.9,32.3,33.7,68646,4010,11080,9340,7859,10454,25712,61944,126679,42000,30874,22169,29611,29163,39763,36310,3453
1318,"Eagan city, Minnesota",27,17288,68646,35133,33513,36.5,35.8,38.1,63158,4009,6524,8571,9764,10045,23039,100490,157041,27386,56112,19311,23449,21997,27660,27069,591
1319,"Eden Prairie city, Minnesota",27,18116,63158,31322,31836,42.5,42.7,42.4,53321,2586,5497,6813,6422,7915,9900,112386,190601,79081,60137,15646,20759,20614,27047,25712,1335
1320,"Edina city, Minnesota",27,18188,53321,25853,27468,45.0,43.8,48.1,26205,2200,5504,4137,2289,4204,8930,112349,145233,31830,70189,16642,14838,15844,24574,23039,1535
1321,"Elk River city, Minnesota",27,18674,26205,13332,12873,38.6,36.9,39.7,24414,1921,3640,3721,3412,2503,7839,92115,62444,63038,55543,24449,9798,8846,10490,9900,590
