name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent
Eureka Heights Brewing Company,micro,941 W 18th St,Houston,Texas,77008-3336,-95.4164348,29.8019913,Texas,77008,2511,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Euryale Brewing Company,micro,2060 Chicago Ave Ste A17,Riverside,California,92507-2344,-117.3479555,33.99293689,California,92507,2513,"Riverside city, California",6.0,62000.0,91110.0,14387.0,24761.0,126051.0,126051.0,133564.0,133564.0,167359.0,84.0,46630.0,23.4,254549.0,254549.0,91110.0,76558.0,95658.0,66568.0,86751.0,102817.0,29013.0,24542.0,47787.0,64221.0,-888888888.0,7.9,-888888888.0,12.0,94246.0,94246.0,94246.0,94246.0,317257.0,224528.0,70.8,27038.0,8.5,120998.0,49.0,126048.0,51.0
Evans Brewing Co / Bayhawk Ales,micro,2000 Main St,Irvine,California,92614-7202,-117.8559667,33.68560798,California,92614,2514,"Irvine city, California",6.0,36770.0,111648.0,18283.0,27141.0,119137.0,119137.0,126205.0,126205.0,191546.0,95.8,136492.0,68.3,240593.0,240593.0,111648.0,105774.0,147440.0,70365.0,145743.0,176927.0,54053.0,41283.0,72447.0,95021.0,-888888888.0,8.1,-888888888.0,11.4,122260.0,122260.0,122260.0,122260.0,309014.0,216301.0,70.0,23265.0,7.5,113977.0,48.8,119775.0,51.2
Eventide Brewing Co,micro,1015 Grant St SE,Atlanta,Georgia,30315-2014,-84.37706291,33.72670205,Georgia,30315,2516,"Atlanta city, Georgia",13.0,4000.0,232720.0,62706.0,88774.0,208075.0,208075.0,216270.0,216270.0,319487.0,92.7,206198.0,59.8,419538.0,419538.0,232720.0,74107.0,117117.0,94427.0,101490.0,166758.0,55051.0,138293.0,58614.0,81911.0,-888888888.0,13.8,-888888888.0,17.9,253355.0,253355.0,253355.0,253355.0,496480.0,382121.0,77.0,31072.0,6.3,202904.0,49.2,209530.0,50.8
Evil Genius Beer Co,micro,1727 N Front St,Philadelphia,Pennsylvania,19122-3203,-75.13401561,39.97578018,Pennsylvania,19122,2521,"Philadelphia city, Pennsylvania",42.0,60000.0,660921.0,147154.0,270111.0,603038.0,603038.0,686165.0,686165.0,947562.0,86.9,378996.0,34.8,1270642.0,1270642.0,660921.0,52899.0,77734.0,352498.0,61775.0,91456.0,32707.0,308423.0,37802.0,58421.0,-888888888.0,18.1,-888888888.0,22.8,733015.0,733015.0,733015.0,733015.0,1576251.0,1172084.0,74.4,96020.0,6.1,576153.0,46.6,660029.0,53.4
Ex Novo Brewing Co,micro,2326 N Flint Ave,Portland,Oregon,97227-1905,-122.6684147,45.54002045,Oregon,97227,2525,"Portland city, Oregon",41.0,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6
Exhibit 'A' Brewing Co.,micro,81 Morton St,Framingham,Massachusetts,01702-7153,-71.40187088,42.27880435,Massachusetts,01702,2529,"Framingham city, Massachusetts",25.0,24960.0,26320.0,4424.0,5126.0,29348.0,29348.0,27636.0,27636.0,42088.0,88.9,24430.0,51.6,55532.0,55532.0,26320.0,94023.0,125453.0,17897.0,110591.0,145428.0,46285.0,8423.0,50453.0,75717.0,-888888888.0,11.2,-888888888.0,14.5,27159.0,27159.0,27159.0,27159.0,71260.0,50375.0,70.7,5472.0,7.7,27205.0,50.9,26227.0,49.1
Exile Brewing,micro,1514 Walnut St,Des Moines,Iowa,50309-3420,-93.63702159,41.5830167,Iowa,50309,2530,"Des Moines city, Iowa",19.0,21000.0,90416.0,21186.0,28600.0,84937.0,84937.0,87199.0,87199.0,123987.0,87.4,39276.0,27.7,169315.0,169315.0,90416.0,60693.0,75671.0,49210.0,73761.0,89237.0,33498.0,41206.0,42586.0,56353.0,-888888888.0,8.2,-888888888.0,13.2,97957.0,97957.0,97957.0,97957.0,212333.0,155645.0,73.3,13747.0,6.5,81749.0,49.6,83011.0,50.4
Faction Brewing Co,micro,2501 Monarch St Ste 200,Alameda,California,94501-5098,-122.3097077,37.7866722,California,94501,2536,"Alameda city, California",6.0,562.0,30281.0,5454.0,8138.0,31187.0,31187.0,31722.0,31722.0,53669.0,94.5,34506.0,60.7,62106.0,62106.0,30281.0,115468.0,155556.0,18571.0,159149.0,188491.0,63253.0,11710.0,73488.0,92939.0,-888888888.0,6.7,-888888888.0,8.7,32416.0,32416.0,32416.0,32416.0,76352.0,58557.0,76.7,3775.0,4.9,29855.0,49.4,30609.0,50.6
Factotum Brewhouse,micro,3845 Lipan St,Denver,Colorado,80211-2651,-105.0020653,39.7702043,Colorado,80211,2537,"Denver city, Colorado",8.0,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7
Fair State Brewing Cooperative,micro,2506A Central Ave NE,Minneapolis,Minnesota,55418,-93.247453,45.01337914,Minnesota,55418,2541,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
Fall Brewing Company,micro,4542 30th St,San Diego,California,92116-4247,-117.1302802,32.75997514,California,92116,2549,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
Fall River Brewing Company,micro,4001 Eastside Rd,Redding,California,96001,-122.3869586,40.55859975,California,96001,2551,"Redding city, California",6.0,59920.0,37302.0,6809.0,12033.0,36509.0,36509.0,39628.0,39628.0,59457.0,93.3,16247.0,25.5,74757.0,74757.0,37302.0,58702.0,88929.0,20482.0,72908.0,102846.0,36616.0,16820.0,42543.0,64410.0,-888888888.0,8.9,-888888888.0,15.4,39738.0,39738.0,39738.0,39738.0,93466.0,68754.0,73.6,5580.0,6.0,34337.0,47.4,38047.0,52.6
Falling Down Beer Co.,brewpub,2270 E 10 Mile Rd,Warren,Michigan,48091-3701,-82.9805361,42.4787048,Michigan,48091,2554,"Warren city, Michigan",26.0,84000.0,57632.0,13325.0,17515.0,56779.0,56779.0,60084.0,60084.0,89313.0,86.3,20709.0,20.0,115283.0,115283.0,57632.0,60042.0,74069.0,34792.0,71694.0,86926.0,31278.0,22840.0,36276.0,49717.0,-888888888.0,9.0,-888888888.0,13.7,60142.0,60142.0,60142.0,60142.0,138142.0,108630.0,78.6,6847.0,5.0,54990.0,48.9,57565.0,51.1
Falling Sky Brewing,brewpub,1334 Oak Aly,Eugene,Oregon,97401-3190,-123.0921962,44.04539623,Oregon,97401,2555,"Eugene city, Oregon",41.0,23850.0,74740.0,16365.0,22683.0,74487.0,74487.0,77861.0,77861.0,108149.0,93.7,51352.0,44.5,150773.0,150773.0,74740.0,59338.0,90047.0,37897.0,86510.0,114946.0,38298.0,36843.0,39472.0,61556.0,-888888888.0,6.6,-888888888.0,16.3,78322.0,78322.0,78322.0,78322.0,175102.0,132701.0,75.8,14346.0,8.2,72521.0,49.4,74286.0,50.6
Fanatic Brewing Company,micro,2735 N Central St,Knoxville,Tennessee,37917,-83.94224452,35.99175106,Tennessee,37917,2559,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Fargo Brewing Co,micro,610 University Dr N,Fargo,North Dakota,58102-4342,-96.79937236,46.88326389,North Dakota,58102,2563,"Fargo city, North Dakota",38.0,25700.0,58269.0,18027.0,16484.0,51532.0,51532.0,50406.0,50406.0,73694.0,94.1,34049.0,43.5,100455.0,100455.0,58269.0,59089.0,83696.0,28780.0,82703.0,110161.0,39055.0,29489.0,37027.0,55823.0,-888888888.0,6.9,-888888888.0,13.2,61277.0,61277.0,61277.0,61277.0,124843.0,91079.0,73.0,8764.0,7.0,50092.0,50.8,48423.0,49.2
Farnam House Brewing Company,brewpub,3558 Farnam St,Omaha,Nebraska,68131-3304,-95.96580178,41.2578153,Nebraska,68131,2571,"Omaha city, Nebraska",31.0,37000.0,201469.0,42883.0,61992.0,192717.0,192717.0,197702.0,197702.0,293705.0,91.2,122873.0,38.1,382774.0,382774.0,201469.0,62948.0,91342.0,115515.0,88361.0,117040.0,38062.0,85954.0,40162.0,53701.0,-888888888.0,9.2,-888888888.0,13.8,212802.0,212802.0,212802.0,212802.0,487299.0,350245.0,71.9,34459.0,7.1,182388.0,49.3,187773.0,50.7
Fast Fashion Brewing,micro,730 N 34th St,Seattle,Washington,98103,-122.3484134,47.64970532,Washington,98103,2573,"Seattle city, Washington",53.0,63000.0,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854.0,643854.0,351650.0,110781.0,154211.0,154761.0,165479.0,210863.0,74733.0,196889.0,75100.0,106369.0,-888888888.0,5.8,-888888888.0,11.0,384799.0,384799.0,384799.0,384799.0,733904.0,609741.0,83.1,31391.0,4.3,322444.0,50.8,312346.0,49.2
Fat Boy Brewing Co,contract,2851 S Stratton Dr,Milwaukee,Wisconsin,53219-2759,-88.0130081,42.99227079,Wisconsin,53219,2575,"Milwaukee city, Wisconsin",55.0,53000.0,232362.0,59623.0,91583.0,211765.0,211765.0,234419.0,234419.0,307384.0,86.2,97240.0,27.3,436763.0,436763.0,232362.0,46637.0,64459.0,125691.0,51513.0,71734.0,26998.0,106671.0,37552.0,52789.0,-888888888.0,20.1,-888888888.0,23.8,257812.0,257812.0,257812.0,257812.0,569326.0,391192.0,68.7,45091.0,7.9,199484.0,47.3,222454.0,52.7
