name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent
26 Degree Brewing Company,micro,2600 E Atlantic Blvd,Pompano Beach,Florida,33062-4940,-80.1224169,26.2316338,Florida,33062,71,"Pompano Beach city, Florida",12.0,58050.0,48363.0,12399.0,15801.0,49250.0,49250.0,46138.0,46138.0,73721.0,86.4,27396.0,32.1,94860.0,94860.0,48363.0,53737.0,79331.0,25661.0,65401.0,97473.0,35268.0,22702.0,43503.0,54572.0,-888888888.0,9.5,-888888888.0,14.3,61793.0,61793.0,61793.0,61793.0,111356.0,89335.0,80.2,4671.0,4.2,47489.0,51.6,44492.0,48.4
2C Family Brewing Co.,micro,1215 1st St S,Nampa,Idaho,83651-3957,-116.559282,43.578989,Idaho,83651,73,"Nampa city, Idaho",16.0,56260.0,37666.0,6465.0,6776.0,42705.0,42705.0,41342.0,41342.0,61856.0,88.6,15652.0,22.4,83203.0,83203.0,37666.0,63471.0,84094.0,26495.0,79416.0,89416.0,30300.0,11171.0,37263.0,65320.0,-888888888.0,8.8,-888888888.0,10.1,38826.0,38826.0,38826.0,38826.0,106186.0,76771.0,72.3,6609.0,6.2,41009.0,51.3,38926.0,48.7
2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,San Diego,California,92126-6391,-117.137429,32.896584,California,92126,74,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
7venth Sun Tampa,micro,6809 N Nebraska Ave,Tampa,Florida,33604-5660,-82.4500207,27.9495902,Florida,33604,84,"Tampa city, Florida",12.0,71000.0,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221.0,313221.0,159925.0,63404.0,102503.0,85092.0,80390.0,130849.0,43517.0,74833.0,46571.0,66783.0,-888888888.0,13.1,-888888888.0,17.7,172886.0,172886.0,172886.0,172886.0,387037.0,287567.0,74.3,24623.0,6.4,150478.0,49.2,155394.0,50.8
3 Trails Brewing Co,micro,111 N Main St ,Independence,Missouri,64050,-94.41265,39.122385,Missouri,64050,90,"Independence city, Missouri",29.0,35000.0,53057.0,10212.0,16716.0,48006.0,48006.0,52900.0,52900.0,79407.0,91.4,16915.0,19.5,99495.0,99495.0,53057.0,52919.0,71485.0,32280.0,68998.0,82621.0,30273.0,20777.0,32427.0,50434.0,-888888888.0,10.6,-888888888.0,16.2,57486.0,57486.0,57486.0,57486.0,122083.0,91515.0,75.0,8003.0,6.6,46001.0,47.9,50057.0,52.1
32 North Brewing Co,closed,8655 Production Ave Ste A,San Diego,California,92121-2258,-117.1649842,32.88313237,California,92121,93,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
3cross Fermentation Cooperative,micro,4 Knowlton Ave,Worcester,Massachusetts,01603,-71.83057593,42.24364875,Massachusetts,01603,99,"Worcester city, Massachusetts",25.0,82000.0,76065.0,16379.0,24808.0,82150.0,82150.0,90253.0,90253.0,111741.0,83.7,45964.0,34.4,171081.0,171081.0,76065.0,63194.0,87121.0,45022.0,79379.0,100558.0,32772.0,31043.0,40497.0,59305.0,-888888888.0,14.3,-888888888.0,18.6,82375.0,82375.0,82375.0,82375.0,205917.0,149298.0,72.5,16380.0,8.0,79425.0,47.7,86985.0,52.3
4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,Springfield,Missouri,65804-4601,-93.239889,37.147986,Missouri,65804,106,"Springfield city, Missouri",29.0,70000.0,79232.0,20560.0,26125.0,69108.0,69108.0,74873.0,74873.0,100239.0,92.7,35077.0,32.4,142675.0,142675.0,79232.0,41808.0,60529.0,37895.0,57402.0,79269.0,28056.0,41337.0,28245.0,41497.0,-888888888.0,10.4,-888888888.0,17.4,83888.0,83888.0,83888.0,83888.0,169850.0,128082.0,75.4,12247.0,7.2,67023.0,48.1,72237.0,51.9
411 Broadway Ales,planning,,Fresno,California,93721-2801,-119.7088613,36.7295295,California,93721,112,"Fresno city, California",6.0,27000.0,181841.0,37833.0,55986.0,204752.0,204752.0,213556.0,213556.0,272530.0,80.1,88707.0,26.1,410825.0,410825.0,181841.0,61250.0,82476.0,120077.0,69831.0,91570.0,28499.0,61764.0,39920.0,58043.0,-888888888.0,17.2,-888888888.0,21.6,188756.0,188756.0,188756.0,188756.0,544500.0,371088.0,68.2,39075.0,7.2,192831.0,48.9,201688.0,51.1
4th Tap Brewing Cooperative,micro,10615 Metric Blvd,Austin,Texas,78758-4520,-97.7118913,30.3852024,Texas,78758,123,"Austin city, Texas",48.0,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2
5 North Brewing Company,brewpub,6501 N Cedar Rd,Spokane,Washington,99208,-117.4328496,47.71758683,Washington,99208,127,"Spokane city, Washington",53.0,67000.0,94748.0,21291.0,29723.0,91829.0,91829.0,93600.0,93600.0,148193.0,94.5,51278.0,32.7,182624.0,182624.0,94748.0,58714.0,77712.0,52141.0,74665.0,94655.0,33112.0,42607.0,39422.0,52463.0,-888888888.0,10.4,-888888888.0,15.0,99251.0,99251.0,99251.0,99251.0,229065.0,167402.0,73.1,14027.0,6.1,87803.0,49.4,89893.0,50.6
5 Rabbit Cerveceria Inc,micro,6398 W 74th St,Chicago,Illinois,60638-6129,-87.6572069,41.7595502,Illinois,60638,128,"Chicago city, Illinois",17.0,14000.0,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422.0,2212422.0,1139537.0,66576.0,101179.0,580275.0,81796.0,122958.0,43217.0,559262.0,50980.0,75984.0,-888888888.0,12.9,-888888888.0,17.1,1272191.0,1272191.0,1272191.0,1272191.0,2696561.0,2066616.0,76.6,147958.0,5.5,1035787.0,48.0,1120519.0,52.0
5 Rights Brewing Co,micro,1514 3rd St,Marysville,Washington,98270,-122.1762906,48.05156015,Washington,98270,129,"Marysville city, Washington",53.0,43955.0,25906.0,4929.0,4541.0,29409.0,29409.0,27174.0,27174.0,46289.0,94.5,11219.0,22.9,55895.0,55895.0,25906.0,92347.0,103840.0,18236.0,101212.0,113163.0,38007.0,7670.0,54350.0,68097.0,-888888888.0,4.9,-888888888.0,6.7,26570.0,26570.0,26570.0,26570.0,71151.0,52351.0,73.6,3054.0,4.3,28645.0,52.3,26097.0,47.7
5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,Sandy Springs,Georgia,30342-1150,-84.3796711,33.9078086,Georgia,30342,131,"Sandy Springs city, Georgia",13.0,68516.0,52487.0,9384.0,17384.0,43478.0,43478.0,48610.0,48610.0,77590.0,96.8,56349.0,70.3,91332.0,91332.0,52487.0,94456.0,158424.0,27882.0,143476.0,215010.0,76437.0,24605.0,67751.0,93501.0,-888888888.0,9.9,-888888888.0,8.9,54061.0,54061.0,54061.0,54061.0,107179.0,84898.0,79.2,6728.0,6.3,40990.0,46.7,46709.0,53.3
5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,New Braunfels,Texas,78132,-98.232345,29.711365,Texas,78132,133,"New Braunfels city, Texas",48.0,50820.0,37815.0,7319.0,9006.0,37489.0,37489.0,40016.0,40016.0,56006.0,87.2,22944.0,35.7,76262.0,76262.0,37815.0,89073.0,102277.0,24719.0,93324.0,113510.0,39081.0,13096.0,50278.0,78539.0,-888888888.0,1.8,-888888888.0,4.2,41529.0,41529.0,41529.0,41529.0,96630.0,71502.0,74.0,5028.0,5.2,35514.0,48.0,38489.0,52.0
5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,Rocklin,California,95677-3925,-121.207331,38.8047402,California,95677,135,"Rocklin city, California",6.0,62364.0,25528.0,3325.0,5509.0,28359.0,28359.0,29962.0,29962.0,45094.0,95.2,22880.0,48.3,57462.0,57462.0,25528.0,107520.0,141690.0,18854.0,126030.0,163648.0,50323.0,6674.0,51649.0,74896.0,-888888888.0,1.3,-888888888.0,2.9,26221.0,26221.0,26221.0,26221.0,72986.0,50437.0,69.1,6680.0,9.2,26598.0,49.0,27736.0,51.0
559 Local Brewing,micro,608 4th St,Clovis,California,93612-1183,-119.7017487,36.82517171,California,93612,140,"Clovis city, California",6.0,14218.0,38762.0,4649.0,7528.0,43420.0,43420.0,47061.0,47061.0,70524.0,93.8,27305.0,36.3,89132.0,89132.0,38762.0,84837.0,116206.0,29838.0,98276.0,126804.0,37499.0,8924.0,47977.0,63473.0,-888888888.0,7.0,-888888888.0,7.5,40037.0,40037.0,40037.0,40037.0,122985.0,81237.0,66.1,8152.0,6.6,40657.0,48.1,43947.0,51.9
5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,Yakima,Washington,98901,-120.4930458,46.61136701,Washington,98901,144,"Yakima city, Washington",53.0,80010.0,37282.0,7555.0,11517.0,36878.0,36878.0,39504.0,39504.0,47613.0,74.8,13134.0,20.6,75497.0,75497.0,37282.0,52689.0,66335.0,22555.0,68647.0,81230.0,25737.0,14727.0,28652.0,38280.0,-888888888.0,10.6,-888888888.0,16.2,38297.0,38297.0,38297.0,38297.0,96565.0,68497.0,70.9,7005.0,7.3,35088.0,48.5,37311.0,51.5
6 & 40 Brewery/Taproom,planning,,Lakewood,Colorado,80215-5548,-105.1100582,39.6311085,Colorado,80215,146,"Lakewood city, Colorado",8.0,43000.0,70751.0,16351.0,18931.0,67093.0,67093.0,67811.0,67811.0,112357.0,94.1,54460.0,45.6,134164.0,134164.0,70751.0,77122.0,100794.0,38402.0,95805.0,123196.0,46404.0,32349.0,52368.0,69948.0,-888888888.0,5.7,-888888888.0,9.5,75300.0,75300.0,75300.0,75300.0,156612.0,127691.0,81.5,6358.0,4.1,64945.0,49.6,66062.0,50.4
612 Brew,micro,945 Broadway St NE,Minneapolis,Minnesota,55413-1471,-93.2062058,45.000631,Minnesota,55413,152,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
6th and La Brea,brewpub,600 South La Brea Ave,Los Angeles,California,90036,-118.3440213,34.0730485,California,90036,153,"Los Angeles city, California",6.0,44000.0,1410594.0,313163.0,438331.0,1594677.0,1594677.0,1627959.0,1627959.0,2145818.0,78.7,1017335.0,37.3,3178578.0,3178578.0,1410594.0,70372.0,105555.0,827446.0,82317.0,121938.0,39509.0,583148.0,50415.0,76745.0,-888888888.0,12.9,-888888888.0,17.1,1542391.0,1542391.0,1542391.0,1542391.0,3849306.0,2941900.0,76.4,227790.0,5.9,1528031.0,49.4,1563239.0,50.6
7 Seas Brewing Co,micro,2101 Jefferson Ave,Tacoma,Washington,98402-1519,-122.4390379,47.242614,Washington,98402,159,"Tacoma city, Washington",53.0,70000.0,88819.0,17144.0,25583.0,89111.0,89111.0,91667.0,91667.0,141908.0,91.0,54444.0,34.9,178283.0,178283.0,88819.0,77141.0,95445.0,53408.0,93923.0,111578.0,39179.0,35411.0,51991.0,65210.0,-888888888.0,5.6,-888888888.0,9.8,92516.0,92516.0,92516.0,92516.0,219203.0,167013.0,76.2,11522.0,5.3,85689.0,49.3,88245.0,50.7
8 Bit Brewing Company,brewpub,26755 Jefferson Ave Ste F,Murrieta,California,92562-6941,-117.1762542,33.53033448,California,92562,168,"Murrieta city, California",6.0,50076.0,34414.0,3300.0,8271.0,41510.0,41510.0,46717.0,46717.0,64962.0,93.4,23310.0,33.5,86654.0,86654.0,34414.0,104708.0,124369.0,27859.0,109641.0,134338.0,38901.0,6555.0,-999999999.0,73574.0,-888888888.0,5.8,-888888888.0,6.6,36573.0,36573.0,36573.0,36573.0,112984.0,74379.0,65.8,11258.0,10.0,38613.0,47.4,42770.0,52.6
8th Wonder Brewery,micro,2202 Dallas St,Houston,Texas,77003-3519,-95.3559402,29.7487783,Texas,77003,175,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Aardwolf Brewing Company,micro,1461 Hendricks Ave,Jacksonville,Florida,32207-8622,-81.6545197,30.3108962,Florida,32207,182,"Jacksonville city, Florida",12.0,35000.0,386283.0,79740.0,122269.0,371055.0,371055.0,400259.0,400259.0,595685.0,90.8,211870.0,32.3,759046.0,759046.0,386283.0,58621.0,79706.0,232936.0,72016.0,94087.0,32953.0,153347.0,41161.0,54121.0,-888888888.0,11.2,-888888888.0,15.4,422315.0,422315.0,422315.0,422315.0,954624.0,704259.0,73.8,55712.0,5.8,353303.0,47.9,383796.0,52.1
Abbey Brewing Co,contract,1115 16th St,Miami Beach,Florida,33139-2441,-80.1402943,25.7890381,Florida,33139,185,"Miami Beach city, Florida",12.0,45025.0,40788.0,11569.0,12999.0,35997.0,35997.0,34471.0,34471.0,56748.0,90.0,32436.0,51.5,69484.0,69484.0,40788.0,55512.0,118101.0,16626.0,91008.0,169352.0,61675.0,24162.0,41701.0,82334.0,-888888888.0,6.0,-888888888.0,16.5,60872.0,60872.0,60872.0,60872.0,80673.0,65913.0,81.7,4006.0,5.0,34052.0,50.3,33683.0,49.7
"Abbey Brewing Company, LLC",micro,215 W. Alicante Rd,Santa Fe,New Mexico,87505,-105.9465207,35.66555826,New Mexico,87505,186,"Santa Fe city, New Mexico",35.0,70500.0,40641.0,8934.0,13700.0,35082.0,35082.0,38627.0,38627.0,60020.0,93.0,31411.0,48.7,72844.0,72844.0,40641.0,60517.0,87436.0,22288.0,73445.0,102849.0,41026.0,18353.0,45984.0,66133.0,-888888888.0,11.2,-888888888.0,12.7,45246.0,45246.0,45246.0,45246.0,88196.0,68513.0,77.7,4609.0,5.2,33532.0,47.0,37800.0,53.0
Able Seedhouse and Brewery,micro,1121 Quincy St NE,Minneapolis,Minnesota,55413-2773,-93.2510686,44.9993934,Minnesota,55413,194,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
Abnormal Beer Company,micro,16990 Via Tazon Ste 123,San Diego,California,92127-1649,-117.08575,33.02391,California,92127,196,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
Abridged Beer Company,brewpub,100 Lockett Rd,Knoxville,Tennessee,37919-4807,-84.016459,35.932287,Tennessee,37919,198,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Absolution Brewing Co,micro,2878 Columbia St,Torrance,California,90503-3808,-118.3378601,33.8431391,California,90503,199,"Torrance city, California",6.0,80000.0,57584.0,9934.0,14009.0,58729.0,58729.0,59200.0,59200.0,100872.0,94.8,58619.0,55.1,116828.0,116828.0,57584.0,100392.0,129493.0,38039.0,121574.0,148032.0,52528.0,19545.0,63038.0,90380.0,-888888888.0,6.7,-888888888.0,7.5,60220.0,60220.0,60220.0,60220.0,143589.0,111083.0,77.4,6051.0,4.2,56103.0,49.3,57596.0,50.7
Accomplice Beer Company,brewpub,115 W 15th St,Cheyenne,Wyoming,82001-4564,-104.819296,41.130063,Wyoming,82001,201,"Cheyenne city, Wyoming",56.0,13900.0,28727.0,6179.0,8190.0,26073.0,26073.0,27324.0,27324.0,41562.0,93.1,13720.0,30.7,52124.0,52124.0,28727.0,60893.0,77603.0,16277.0,80771.0,99661.0,35084.0,12450.0,37389.0,46509.0,-888888888.0,6.7,-888888888.0,9.1,29060.0,29060.0,29060.0,29060.0,65048.0,48212.0,74.1,4876.0,7.5,24765.0,49.1,25622.0,50.9
Acoustic Ales Brewing Experiment,closed,1795 Hancock St Ste P1,San Diego,California,92110-2006,-117.1840465,32.74219079,California,92110,205,"San Diego city, California",6.0,66000.0,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367.0,1150367.0,521000.0,93042.0,124575.0,304324.0,107093.0,145008.0,48380.0,216676.0,70831.0,90605.0,-888888888.0,8.0,-888888888.0,11.7,555456.0,555456.0,555456.0,555456.0,1381600.0,1057949.0,76.6,87255.0,6.3,574112.0,51.2,547406.0,48.8
"Actual Brewing Company, LLC",micro,655 N James Rd,Columbus,Ohio,43219-1837,-82.9080986,39.9868523,Ohio,43219,206,"Columbus city, Ohio",39.0,18000.0,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827.0,731827.0,390605.0,58202.0,74938.0,206996.0,69237.0,86505.0,32392.0,183609.0,46875.0,59241.0,-888888888.0,13.6,-888888888.0,17.7,422120.0,422120.0,422120.0,422120.0,907310.0,668125.0,73.6,56818.0,6.3,346262.0,48.6,365732.0,51.4
Adelbert's Brewery LLC,micro,2314 Rutland Dr Ste 100,Austin,Texas,78758-5273,-97.7201589,30.3826286,Texas,78758,208,"Austin city, Texas",48.0,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2
AdMerk Corp. Inc.,contract,20 F St NW,Washington,District of Columbia,20001-6700,-77.0094205,38.89742205,District of Columbia,20001,211,"Washington city, District of Columbia",11.0,50000.0,319565.0,83924.0,133240.0,263114.0,263114.0,296559.0,296559.0,444233.0,92.8,301852.0,63.0,553437.0,553437.0,319565.0,90088.0,138856.0,128733.0,136184.0,192346.0,65808.0,190832.0,76236.0,100084.0,-888888888.0,12.8,-888888888.0,16.5,357482.0,357482.0,357482.0,357482.0,670050.0,515012.0,76.9,35516.0,5.3,255085.0,46.9,289236.0,53.1
Aero Craft Brewing,planning,,Denver,Colorado,80212-2199,-104.984696,39.7391428,Colorado,80212,216,"Denver city, Colorado",8.0,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7
Aero Plains Brewing,micro,117 N Handley St,Wichita,Kansas,67203-6114,-97.35071131,37.68455054,Kansas,67203,217,"Wichita city, Kansas",20.0,79000.0,156668.0,33954.0,46046.0,154469.0,154469.0,160227.0,160227.0,226839.0,87.1,77891.0,29.9,309615.0,309615.0,156668.0,56293.0,76253.0,96195.0,71470.0,93708.0,30942.0,60473.0,32246.0,44509.0,-888888888.0,10.0,-888888888.0,14.5,176357.0,176357.0,176357.0,176357.0,395707.0,283649.0,71.7,25718.0,6.5,145969.0,48.8,153069.0,51.2
Aeronaut Brewing Company,micro,14 Tyler St,Somerville,Massachusetts,02143-3224,-71.1062676,42.3819723,Massachusetts,02143,218,"Somerville city, Massachusetts",25.0,62535.0,35015.0,8243.0,10726.0,35982.0,35982.0,36973.0,36973.0,55060.0,89.9,38312.0,62.6,72757.0,72757.0,35015.0,107651.0,137861.0,14743.0,122917.0,156302.0,60342.0,20272.0,100442.0,118646.0,-888888888.0,3.8,-888888888.0,8.8,37251.0,37251.0,37251.0,37251.0,79819.0,68332.0,85.6,3561.0,4.5,35521.0,49.3,36587.0,50.7
Aftershock Brewing Co,micro,28822 Old Town Front St Ste 107,Temecula,California,92590-2893,-117.1485306,33.49310382,California,92590,219,"Temecula city, California",6.0,78120.0,34958.0,3852.0,7361.0,40918.0,40918.0,42773.0,42773.0,63981.0,90.5,26647.0,37.7,81560.0,81560.0,34958.0,99805.0,119489.0,28859.0,104848.0,126229.0,38612.0,6099.0,56456.0,69905.0,-888888888.0,8.3,-888888888.0,9.5,36588.0,36588.0,36588.0,36588.0,110863.0,74796.0,67.5,7618.0,6.9,38316.0,49.0,39905.0,51.0
"Agrarian Ales, LLC",closed,31115 W Crossroads Ln,Eugene,Oregon,97408-9220,-123.1277712,44.18922784,Oregon,97408,225,"Eugene city, Oregon",41.0,23850.0,74740.0,16365.0,22683.0,74487.0,74487.0,77861.0,77861.0,108149.0,93.7,51352.0,44.5,150773.0,150773.0,74740.0,59338.0,90047.0,37897.0,86510.0,114946.0,38298.0,36843.0,39472.0,61556.0,-888888888.0,6.6,-888888888.0,16.3,78322.0,78322.0,78322.0,78322.0,175102.0,132701.0,75.8,14346.0,8.2,72521.0,49.4,74286.0,50.6
Aigean Ales,micro,250 Commercial St Ste 2001,Manchester,New Hampshire,03101-1165,-71.46899187,42.9899594,New Hampshire,03101,227,"Manchester city, New Hampshire",33.0,45140.0,48649.0,11224.0,12750.0,48004.0,48004.0,48881.0,48881.0,75702.0,90.7,27975.0,33.5,95871.0,95871.0,48649.0,73639.0,84659.0,26747.0,82780.0,96113.0,36020.0,21902.0,58768.0,65577.0,-888888888.0,9.2,-888888888.0,11.3,50479.0,50479.0,50479.0,50479.0,115470.0,90858.0,78.7,4874.0,4.2,46326.0,49.3,47630.0,50.7
Airways Brewing Co,micro,8611 S 212th St,Kent,Washington,98031-1910,-122.2391026,47.4119802,Washington,98031,230,"Kent city, Washington",53.0,35415.0,46036.0,7633.0,11057.0,51146.0,51146.0,52620.0,52620.0,76782.0,86.0,26367.0,29.5,102309.0,102309.0,46036.0,81373.0,105810.0,32045.0,93389.0,116924.0,36357.0,13991.0,61646.0,69929.0,-888888888.0,7.6,-888888888.0,10.9,47926.0,47926.0,47926.0,47926.0,134837.0,93849.0,69.6,8188.0,6.1,48488.0,49.0,50527.0,51.0
Airways Brewing Co. Bistro & Beer Garden,brewpub,320 W Harrison St,Kent,Washington,98032,-122.235649,47.382498,Washington,98032,231,"Kent city, Washington",53.0,35415.0,46036.0,7633.0,11057.0,51146.0,51146.0,52620.0,52620.0,76782.0,86.0,26367.0,29.5,102309.0,102309.0,46036.0,81373.0,105810.0,32045.0,93389.0,116924.0,36357.0,13991.0,61646.0,69929.0,-888888888.0,7.6,-888888888.0,10.9,47926.0,47926.0,47926.0,47926.0,134837.0,93849.0,69.6,8188.0,6.1,48488.0,49.0,50527.0,51.0
Akronym Brewing LLC,micro,58 E Market St,Akron,Ohio,44308,-81.51645882,41.08512193,Ohio,44308,234,"Akron city, Ohio",39.0,1000.0,84914.0,21103.0,33799.0,74188.0,74188.0,82901.0,82901.0,114488.0,86.8,30319.0,23.0,155107.0,155107.0,84914.0,41628.0,54788.0,43397.0,58886.0,70051.0,25307.0,41517.0,29376.0,37424.0,-888888888.0,15.3,-888888888.0,20.5,93546.0,93546.0,93546.0,93546.0,189343.0,142410.0,75.2,10977.0,5.8,71717.0,47.5,79309.0,52.5
Alameda Brewing Co,micro,4736 SE 24th Ave,Portland,Oregon,97202-4787,-122.6412495,45.48882655,Oregon,97202,236,"Portland city, Oregon",41.0,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6
Alameda Brewing Co,micro,4765 NE Fremont St,Portland,Oregon,97213-1724,-122.6136209,45.54849565,Oregon,97213,237,"Portland city, Oregon",41.0,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6
Alameda Island Brewing Company,micro,1716 Park St,Alameda,California,94501-1416,-122.2394506,37.76833631,California,94501,238,"Alameda city, California",6.0,562.0,30281.0,5454.0,8138.0,31187.0,31187.0,31722.0,31722.0,53669.0,94.5,34506.0,60.7,62106.0,62106.0,30281.0,115468.0,155556.0,18571.0,159149.0,188491.0,63253.0,11710.0,73488.0,92939.0,-888888888.0,6.7,-888888888.0,8.7,32416.0,32416.0,32416.0,32416.0,76352.0,58557.0,76.7,3775.0,4.9,29855.0,49.4,30609.0,50.6
