name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
Shipyard Brew Pub Eliot,brewpub,28 Levesque Dr Ste 4 C/O Eliot Commons,Eliot,Maine,03903-2073,,,Maine,03903,6309
Shmaltz Brewing Co,micro,6 Fairchild Sq # 1,Clifton Park,New York,12065-1254,,,New York,12065,6313
Shoe Tree Brewing Co.,micro,1496 Old Hot Springs Rd,Carson City,Nevada,89706-0627,,,Nevada,89706,6314
Shoes & Brews,micro,63 S Pratt Pkwy Unit B,Longmont,Colorado,80501-1702,,,Colorado,80501,6315
Short Fuse Brewing Company,brewpub,5000 River Rd,Schiller Park,Illinois,60176-1021,,,Illinois,60176,6317
Short's Brewing Co - Production Facility,regional,211 Industrial Park Dr,Elk Rapids,Michigan,49629-9452,,,Michigan,49629,6320
Shoug Brewing Company,micro,1311 SE Cliffside Dr,Washougal,Washington,98671-8750,,,Washington,98671,6322
"Shovel Town Brewery, Inc.",brewpub,50 Oliver St Rear,North Easton,Massachusetts,02356-1446,,,Massachusetts,02356,6323
Shrewd Fox Brewery,micro,552 NY State Highway 55,Eldred,New York,12732,,,New York,12732,6324
Shy Bear Brewing,brewpub,35 Meadowbrook Ln,Lewistown,Pennsylvania,17044-2802,,,Pennsylvania,17044,6327
Side By Each Brewing Co,planning,,Auburn,Maine,04210-3739,,,Maine,04210,6331
Sierra Blanca Brewing Co,micro,1016 Industrial Rd,Moriarty,New Mexico,87035-3567,,,New Mexico,87035,6338
Sierra Nevada Brewing Co,regional,100 Sierra Nevada Way,Mills River,North Carolina,28732-8608,,,North Carolina,28732,6340
Sigma Ingredients LLC,planning,,Salisbury,Maryland,21801-6739,,,Maryland,21801,6343
Silver Branch Brewing Company,planning,,Silver Spring,Maryland,20910-3487,,,Maryland,20910,6347
Silver Creek Brewing Co,micro,N57 W6172 Portland Rd,Cedarburg,Wisconsin,53012,,,Wisconsin,53012,6349
Simple Roots Brewing Co,micro,1127 North Ave Ste 8,Burlington,Vermont,05408-2756,,,Vermont,05408,6358
Sin City Beer Co,contract,3663 Las Vegas Blvd S Ste 504 Miracle Mile Shops,Las Vegas,Nevada,89109-1951,,,Nevada,89109,6360
Singlecut Beersmiths,micro,19-33 37th St,Astoria,New York,11105-1118,,,New York,11105,6366
Siren Rock Brewing Company,planning,,Rockwall,Texas,75087,,,Texas,75087,6368
Sister Lakes Brewing Company,brewpub,92500 County Road 690,Dowagiac,Michigan,49047-9021,,,Michigan,49047,6370
Six Car Pub,planning,,Amarillo,Texas,79106,,,Texas,79106,6373
Six Ten Brewing,micro,7052 Benjamin Rd,Tampa,Florida,33634-3034,,,Florida,33634,6377
SKA Brewing,regional,"225 Girard, Bodo Park",Durango,Colorado,81303-6827,,,Colorado,81303,6380
Skeleton Crew Brew,micro,575 Lester Ave Ste 206,Onalaska,Wisconsin,54650-8694,,,Wisconsin,54650,6384
Skeleton Key Brewery,micro,8102 Lemont Rd Ste 300,Woodridge,Illinois,60517-7764,,,Illinois,60517,6385
Skewed Brewing,brewpub,"21182 Salmon Run Mall Loop W, Unit B219",Watertown,New York,13601-2244,,,New York,13601,6387
Skipping Rock Beer Co.,planning,,Staunton,Virginia,24401-6122,,,Virginia,24401,6388
Skull Camp Brewing,micro,765 Round Peak Church Rd,Mount Airy,North Carolina,27030-8421,,,North Carolina,27030,6391
Skull Mechanix Brewing,micro,1005 East St Elmo Rd Bldg 2,Austin,Texas,78745,,,Texas,78745,6392
Slack Tide Brewing Company,micro,1072 Route 83 Unit 3,Cape May Court House,New Jersey,08210-1200,,,New Jersey,08210,6396
Slantways Brewing Company,planning,,The Woodlands,Texas,77381-4641,,,Texas,77381,6397
Sleepy Owl Brewery,micro,151 E Main St Ste 200,Kingsport,Tennessee,37660-4380,,,Tennessee,37660,6403
SlickFin Brewing Company LLC,planning,,Queensbury,New York,12804-9786,,,New York,12804,6406
Slow Play Brewing Company,planning,,Rock Hill,South Carolina,29730-3504,,,South Carolina,29730,6411
Sly Fox Brewhouse and Eatery,micro,520 Kimberton Rd Pikeland Village Square,Phoenixville,Pennsylvania,19460-4737,,,Pennsylvania,19460,6415
Smartmouth Brewing Co,micro,1309 Raleigh Ave Ste A,Norfolk,Virginia,23507-1367,,,Virginia,23507,6420
Smiling Toad Brewery,micro,1757 S 8th St Ste 100,Colorado Springs,Colorado,80905-1926,,,Colorado,80905,6423
Smitty's Brewing,micro,,Bremerton,Washington,98312-9132,,,Washington,98312,6426
Smoky Mountain Brewery (#3) - Pigeon Forge,brewpub,2530 Parkway Ste 15,Pigeon Forge,Tennessee,37863-7006,,,Tennessee,37863,6437
Snake River Brewing Co,micro,265 S Millward St PO Box 3317,Jackson,Wyoming,83001-8582,,,Wyoming,83001,6444
Snow Belt Brew,micro,9511 Kile Rd,Chardon,Ohio,44024,,,Ohio,44024,6449
Snow Hop Brewery,micro,685 Barney St Ste A,Helena,Montana,59602,,,Montana,59602,6451
Snowbank Brewing,micro,225 N Lemay Ave Ste 1,Fort Collins,Colorado,80524-2555,,,Colorado,80524,6452
Snowbelt Brewing Company,brewpub,132 W Main St Unit 1,Gaylord,Michigan,49735-2304,,,Michigan,49735,6453
Snowy Mountain Brewery,brewpub,601 E Pic Pike Rd,Saratoga,Wyoming,82331,,,Wyoming,82331,6455
"Sobel's Obscure Brewery, LLC",contract,954 Arona Rd,New Stanton,Pennsylvania,15672-1109,,,Pennsylvania,15672,6458
Solace Brewing Company,micro,42615 Trade West Dr Ste 100,Dulles,Virginia,20166-2259,,,Virginia,20166,6465
Solarc Brewing,contract,134 S Avenue 57,Los Angeles,California,90042-4702,,,California,90042,6466
Solemn Oath Brewery,micro,1661 Quincy Ave Ste 179,Naperville,Illinois,60540-3969,,,Illinois,60540,6467
Solid Rock Brewing,micro,2214 Bee Creek Rd,Spicewood,Texas,78669-5136,,,Texas,78669,6470
Soma Brewing LLC,planning,,South Orange,New Jersey,07079-1455,,,New Jersey,07079,6474
SoMe Brewing Co,micro,1 York St Ste 3,York,Maine,03909-1392,,,Maine,03909,6475
Some Nerve Brewing Company,micro,5586 US Highway 51,Manitowish Waters,Wisconsin,54545-6325,,,Wisconsin,54545,6476
SomePlace Else Brewery,micro,6425 W 52nd Ave Unit 6/6B,Arvada,Colorado,80002-4008,,,Colorado,80002,6477
Somers Point Brewing Company,planning,,Somers Point,New Jersey,08244-1822,,,New Jersey,08244,6478
Something Brewery,micro,117 N Main St Unit A,Brighton,Colorado,80601-1778,,,Colorado,80601,6480
Sonder Brewing,planning,,Maineville,Ohio,45039-8103,,,Ohio,45039,6482
Sons Of Toil Brewing LLC,micro,14090 Klein Rd,Mount Orab,Ohio,45154-8312,,,Ohio,45154,6488
Soul Squared Brewing Co.,micro,6412 N County Road 15,Fort Collins,Colorado,80524,,,Colorado,80524,6493
Soulcraft Brewing,micro,248 W US Highway 50,Salida,Colorado,81201-2347,,,Colorado,81201,6494
Soundgrowler Brewing Co.,brewpub,8201 183rd St Ste P,Tinley Park,Illinois,60487-9377,,,Illinois,60487,6497
Source Brewing,planning,,Colts Neck,New Jersey,07722-2430,,,New Jersey,07722,6498
South Austin Brewery,micro,5701 W Slaughter Ln Bldg A130,Austin,Texas,78749-6532,,,Texas,78749,6500
South Cypress Brewing,brewpub,895 Wiggins Pass Rd,Naples,Florida,34110-6118,,,Florida,34110,6504
South Haven Brewpub,brewpub,515 Williams St Ste 23,South Haven,Michigan,49090-1493,,,Michigan,49090,6506
South Park Brewing,micro,297 1/2 US Hwy 285,Fairplay,Colorado,80440-2131,,,Colorado,80440,6509
South Street Brewery,brewpub,106 W South St Ste 202,Charlottesville,Virginia,22902-3600,,,Virginia,22902,6512
Southampton Publick House,brewpub,62 Jobs Ln,Southampton,New York,11968-4807,,,New York,11968,6513
Southerleigh Brewing,brewpub,"136 E Grayson St., Ste 120",San Antonio,Texas,78212-4114,,,Texas,78212,6515
Southern Appalachian Brewery,micro,822 Locust St Ste 100,Hendersonville,North Carolina,28792-3758,,,North Carolina,28792,6516
Southern Craft Brewing Company,micro,14141 Airline Hwy Ste 4J,Baton Rouge,Louisiana,70817-6259,,,Louisiana,70817,6520
Southern Heights Brewing Co LLC,micro,6014 Techni Center Dr Ste 2-101,Austin,Texas,78721-2349,,,Texas,78721,6522
Southern Hops Brewing Co.,brewpub,911 Sunset Acres Ln,Florence,South Carolina,29501-6073,,,South Carolina,29501,6523
Southern Lights Brewing,micro,2045 Gulf To Bay Blvd Ste D,Clearwater,Florida,33765-3752,,,Florida,33765,6524
Southern Pines Brewing Company,micro,565 Air Tool Dr Ste E,Southern Pines,North Carolina,28387-3469,,,North Carolina,28387,6527
Southern Sky Brewing Co,micro,1590 N Roberts Rd NW Ste 208,Kennesaw,Georgia,30144-3636,,,Georgia,30144,6530
Southern Sun Pub and Brewery,brewpub,627 S Broadway St,Boulder,Colorado,80305-5944,,,Colorado,80305,6532
Southern Tier Brewing Co,regional,2072 Stoneman Cir,Lakewood,New York,14750-9779,,,New York,14750,6534
Southern Tier Brewing Co,planning,,Cleveland,Ohio,44115-1111,,,Ohio,44115,6535
Southern Yankee Beer Company,planning,,Houston,Texas,77073,,,Texas,77073,6537
Southside Brewing Co,brewpub,62920 Georgetown Rd,Cambridge,Ohio,43725-9749,,,Ohio,43725,6539
Spada Farmhouse Brewery,micro,,Snohomish,Washington,98290-6125,,,Washington,98290,6540
Speciation Artisan Ales,micro,3720 West River Dr NE Ste 201,Comstock Park,Michigan,49321-8980,,,Michigan,49321,6546
Spellbound Brewing,micro,10 Lippincott Ln Unit 12,Mount Holly,New Jersey,08060-1603,,,New Jersey,08060,6547
Spider Bite Brewing Co,micro,920 Lincoln Ave Unit 5,Holbrook,New York,11741-2257,,,New York,11741,6551
Splintercat Brewing,planning,,Corvallis,Oregon,97330-1348,,,Oregon,97330,6558
Spoetzl Brewery,regional,603 E Brewery St,Shiner,Texas,77984-0368,,,Texas,77984,6559
Spoonwood Brewing Company,brewpub,5981 Baptist Rd,Pittsburgh,Pennsylvania,15236-3303,,,Pennsylvania,15236,6560
Sprague Farm and Brew Works,brewpub,22043 US Highway 6 and 19,Venango,Pennsylvania,16440-2507,,,Pennsylvania,16440,6564
Spring Gate Brewery,micro,5790 Devonshire Rd,Harrisburg,Pennsylvania,17112-3508,,,Pennsylvania,17112,6566
Spring Mountain Brewing Company,planning,,Schwenksville,Pennsylvania,19473-1811,,,Pennsylvania,19473,6568
SquareHead Brewing,micro,405 High St Ste 1,Holbrook,New York,11741-5317,,,New York,11741,6575
SS Fermentations Ltd.,planning,,Montrose,Colorado,81401-3927,,,Colorado,81401,6578
St Ambrose Cellars,micro,841 S Pioneer Rd,Beulah,Michigan,49617,,,Michigan,49617,6579
St Arnulf Alery,micro,3152 Kings Chapel Rd,Cadiz,Kentucky,42211-0000,,,Kentucky,42211,6580
Stable Craft Brewing,brewpub,375 Madrid Rd,Waynesboro,Virginia,22980-6230,,,Virginia,22980,6594
Stache Rabbit Brewing Company,planning,,Austin,Texas,78727-5907,,,Texas,78727,6595
Stacked Deck Brewing,planning,,Saint Paul,Minnesota,55101-1712,,,Minnesota,55101,6596
Stained Glass Beerworks,planning,,Houston,Texas,77066-2310,,,Texas,77066,6600
Standard Brewing,brewpub,2504 S Jackson St Ste C,Seattle,Washington,98144-2382,,,Washington,98144,6601
Stargazer Brewing Company,planning,,Coatesville,Pennsylvania,19320,,,Pennsylvania,19320,6607
"Starpoint Brewing, LLC",micro,901 Clarence Dr,Chapel Hill,North Carolina,27516-3145,,,North Carolina,27516,6609
"Starpoint Brewing, LLC / Beer Study",micro,2501 University Dr Ste 4,Chapel Hill,North Carolina,22707,,,North Carolina,None,6610
Starr Brothers Brewing Co.,brewpub,5700 San Antonio Dr NE Ste B1,Albuquerque,New Mexico,87109-4179,,,New Mexico,87109,6611
Starr Hill Brewery LLC,regional,5391 Three Notch D Rd,Crozet,Virginia,22932-3181,,,Virginia,22932,6612
Starr Hill Pilot Brewery & Side Stage,micro,6 Old Whitmore Ave SE,Roanoke,Virginia,24016-1212,,,Virginia,24016,6613
Starving Artist Brewing,micro,634 S Stiles Rd,Ludington,Michigan,49431-9311,,,Michigan,49431,6616
Staunton River Brewing Company,micro,1571 Mount Calvary Rd,Brookneal,Virginia,24528-3156,,,Virginia,24528,6627
Steadfast Beer Co,contract,1756 Western Ave Rear,Albany,New York,12203-4414,,,New York,12203,6628
Steady Habit Brewing Company,closed,95 Bridge Rd,Haddam,Connecticut,06438-1354,,,Connecticut,06438,6630
Steam Bell Beer Works,micro,1717 Oak Lake Blvd E,Midlothian,Virginia,23112-3995,,,Virginia,23112,6631
Steam Plant Grill,brewpub,159 S Lincoln St Ste 1,Spokane,Washington,99201-4409,,,Washington,99201,6633
Steam Theory Brewing Co,planning,,Dallas,Texas,75212-4101,,,Texas,75212,6634
Steel Bender Brewyard,brewpub,8305 2nd St NW,Los Ranchos de Albuquerque,New Mexico,87114-1038,,,New Mexico,87114,6637
Steel Hands Brewing,planning,,Cayce,South Carolina,29033-3439,,,South Carolina,29033,6639
Steel Squared Brewing Company,contract,1597 Tiffany Ct,de Pere,Wisconsin,54115-9042,,,Wisconsin,54115,6640
Steel String Craft Brewery,brewpub,106 S Greensboro St Ste A,Carrboro,North Carolina,27510-2266,,,North Carolina,27510,6641
SteelHead Aleworks,micro,,Mukwonago,Wisconsin,53149,,,Wisconsin,53149,6644
Stein Brewing Company,planning,,Mount Vernon,Ohio,43050-3323,,,Ohio,43050,6649
Stellwagen Beer Company,planning,,Marshfield,Massachusetts,02050,,,Massachusetts,02050,6651
Stesti Brewing Company,micro,1314 FM 2915,Lovelady,Texas,75851,,,Texas,75851,6656
Steuben Brewing Company,micro,10286 Judson Rd,Hammondsport,New York,14840-9668,,,New York,14840,6657
Stewart's Brewing Co,brewpub,219 Governors Pl,Bear,Delaware,19701-3026,,,Delaware,19701,6659
Stiggs Brewery & Kitchen,brewpub,112 S Park St,Boyne City,Michigan,49712-1251,,,Michigan,49712,6664
Still HIll Brewery LLC,micro,1275 Cromwell Ave Ste C8 Unit 9,Rocky Hill,Connecticut,06067-3430,,,Connecticut,06067,6665
Still River Brewery,micro,121 Clinton Shore Dr.,Still River,Massachusetts,01467-0157,,,Massachusetts,01467,6666
StillWest Brewery & Grill,planning,,Jackson,Wyoming,83001-8668,,,Wyoming,83001,6669
Stilt House Brewery,micro,625 US 19 Alt,Palm Harbor,Florida,34683,,,Florida,34683,6670
Stoic Brewing,contract,667 Robinett Rd,Waxahachie,Texas,75165-6343,,,Texas,75165,6674
Stoik Beer Company,planning,,Delta,Colorado,81416,,,Colorado,81416,6675
Stoker's Brewing Company,planning,,Tamaqua,Pennsylvania,18252-1405,,,Pennsylvania,18252,6676
Stone Cellar Brewpub / Stone Arch Brew House,brewpub,1004 S Olde Oneida St Uppr,Appleton,Wisconsin,54915-1753,,,Wisconsin,54915,6681
Stone Corral Brewery,micro,83 Huntington Rd Unit 1,Richmond,Vermont,05477-9839,,,Vermont,05477,6684
Stone Cow Brewery,micro,500 West St (Route 122),Barre,Massachusetts,01005,,,Massachusetts,01005,6685
Stoneface Brewing Co,micro,436 Shattuck Way Ste 6,Newington,New Hampshire,03801-7838,,,New Hampshire,03801,6689
Stoneman Brewery,micro,20 Stetson Bros Rd,Colrain,Massachusetts,01340-9733,,,Massachusetts,01340,6692
Stoney Acres Farm,brewpub,7002 Rangeline Rd,Athens,Wisconsin,54411,,,Wisconsin,54411,6694
Stoneyard Brewing Company,brewpub,48 Merchant St,Brockport,New York,14420,,,New York,14420,6695
StoneyHead Brewing LLC,micro,5301 Longley Ln Ste 84C,Reno,Nevada,89511-1873,,,Nevada,89511,6696
Stony Creek Brewery At Foxwoods Resort Casino,planning,,Mashantucket,Connecticut,06338-3830,,,Connecticut,06338,6698
Storm Peak Brewing Company,micro,1885 Elk River Plz Unit 4,Steamboat Springs,Colorado,80487-5237,,,Colorado,80487,6700
Storybook Brewing,micro,3121 N El Paso St Ste A,Colorado Springs,Colorado,80907-5469,,,Colorado,80907,6706
Stoudts Brewing Co,micro,Â Rt. 272 2800 North Reading Road,Adamstown,Pennsylvania,19501,,,Pennsylvania,19501,6708
Stout Beard Brewing Company,brewpub,1153 W Fayette St Ste 102,Syracuse,New York,13204-2740,,,New York,13204,6710
Straight Shot Brewing,planning,,Poquoson,Virginia,23662-0000,,,Virginia,23662,6712
Strand Brewery,brewpub,93415 County Road 690,Dowagiac,Michigan,49047-9025,,,Michigan,49047,6714
Strange Craft Beer Co,micro,1330 Zuni St Ste M,Denver,Colorado,80204-2328,,,Colorado,80204,6716
Strange Land Brewery,micro,5904 Bee Cave Road,Austin,Texas,78746,,,Texas,78746,6719
Strangeways Brewing - RVA,micro,2277 Dabney Rd Ste A,Richmond,Virginia,23230-3335,,,Virginia,23230,6724
Strikhedonia Brewing Company LLC,planning,,Saint Charles,Illinois,60174-4591,,,Illinois,60174,6732
Strong Brewing,micro,7 Rope Ferry Rd,Sedgwick,Maine,04676-3409,,,Maine,04676,6733
Stronghouse Brewery,planning,,Telluride,Colorado,81435,,,Colorado,81435,6735
Studebaker Brewing Company,planning,,South Bend,Indiana,46601,,,Indiana,46601,6740
Stumblin' Monkey Brewing Co,micro,61 School St Ste G,Victor,New York,14564-1420,,,New York,14564,6743
Stump City Brewing LLC,micro,521 W Fulton Street Ext,Gloversville,New York,12078-6309,,,New York,12078,6744
Suarez Family Brewery,micro,2278 RT. 9,Hudson,New York,12534-4701,,,New York,12534,6747
Suds Monkey Brewing,micro,1032 Canyon Bend Dr Suite A,Dripping Springs,Texas,78620-5355,,,Texas,78620,6752
Sumerian Brewing Company,micro,15510 Woodinville Redmond Rd NE Ste E110,Woodinville,Washington,98072-6979,,,Washington,98072,6758
Summit City Brwerks,brewpub,1501 E Berry #106,Fort Wayne,Indiana,46803,,,Indiana,46803,6761
Sun King Brewing Co,planning,,Fishers,Indiana,46037,,,Indiana,46037,6764
Suncreek Brewery,planning,,Clermont,Florida,34711-2135,,,Florida,34711,6769
Sunken City Brewing Co,micro,40 Brewery Dr,Hardy,Virginia,24101-1100,,,Virginia,24101,6772
Super Brewing Company LLC,planning,,Portland,Oregon,97202,,,Oregon,97202,6777
Super Fun Time Brewing Company,planning,,Bangor,Pennsylvania,18013-9244,,,Pennsylvania,18013,6778
Superior Bathhouse Brewery,brewpub,329 Central Ave,Hot Springs National Park,Arkansas,71901-3525,,,Arkansas,71901,6780
Surly Brewing Company,regional,520 Malcolm Ave SE,Minneapolis,Minnesota,55414-3312,,,Minnesota,55414,6785
Svendale Brewing Co,micro,,Millerton,New York,12546-4553,,,New York,12546,6789
Swamp Cabbage Brewing Company,micro,921 Brookwood Dr,Columbia,South Carolina,29201-4609,,,South Carolina,29201,6790
Swashbuckler Brewing Co,micro,2775 Lebanon Rd,Manheim,Pennsylvania,17545-8711,,,Pennsylvania,17545,6794
Sweet Mercy Brewing Co.,planning,,Miami,Florida,33143,,,Florida,33143,6795
Sweet Thursday Beer Co,planning,,Brooklyn,New York,11215-6020,,,New York,11215,6796
Sweet Union Brewing,micro,13717 E Independence Blvd,Indian Trail,North Carolina,28079-7600,,,North Carolina,28079,6797
Swover Creek Farm Brewery,micro,4176 Swover Creek Rd,Edinburg,Virginia,22824-3744,,,Virginia,22824,6807
Sycamore Brewing,brewpub,2161 Hawkins St Ste A,Charlotte,North Carolina,28203-5396,,,North Carolina,28203,6808
Table 41 Brewing Co.,micro,4 Dunsback Ferry Rd,Cohoes,New York,12047-5016,,,New York,12047,6811
Tabol Brewing,planning,704 Dawn St,Richmond,Virginia,23222,,,Virginia,23222,6813
Tabula Rasa Brewing,planning,,Jacksonville,Florida,32204-1705,,,Florida,32204,6814
Tahquamenon Falls Brewery and Pub,brewpub,M-123 Upper Falls Dr,Paradise,Michigan,49768,,,Michigan,49768,6822
TaleSpinner Craft Brewery,planning,,Nashua,New Hampshire,03062-1033,,,New Hampshire,03062,6827
Tall City Brewing Co.,planning,,Midland,Texas,79703-5137,,,Texas,79703,6830
Tall Tales Brewing Co. LLC,brewpub,6929 Heron Grove Ct Ste 102,Parsonsburg,Maryland,21849-2155,,,Maryland,21849,6831
Tampa Bay Brewing Co Brewpub,micro,1600 E 8th Ave Ste A123,Tampa,Florida,33605-3760,,,Florida,33605,6836
Tampa Bay Brewing Co Production Brewery,brewpub,13937 Monroes Business Park,Tampa,Florida,33635-6309,,,Florida,33635,6837
Tampa Beer Works,micro,333 N Falkenburg Rd Ste D407,Tampa,Florida,33619-7895,,,Florida,33619,6838
Taneum Creek Brewing,micro,811 Hwy 970 Ste 7,Cle Elum,Washington,98922,,,Washington,98922,6840
Tannery Run Brew Works,planning,,Ambler,Pennsylvania,19002-4407,,,Pennsylvania,19002,6845
Tantrum Brewing Company,planning,,Cleveland,Georgia,30528-7804,,,Georgia,30528,6846
Taos Mesa Brewing Co,brewpub,20 ABC Mesa Road,El Prado,New Mexico,87529,,,New Mexico,87529,6849
Taos Trail Inn Brewery & Steakhouse,brewpub,35309 US-285,Ojo Caliente,New Mexico,87549,,,New Mexico,87549,6850
Taylor Brooke Brewery,planning,,Woodstock,Connecticut,06281-2930,,,Connecticut,06281,6869
Teachers Lounge Brewing,planning,,Denver,Colorado,80210-3349,,,Colorado,80210,6872
Teays River Brewing,brewpub,3000 S 9th St Ste A,Lafayette,Indiana,47909-6702,,,Indiana,47909,6873
Telluride Brewing Co,micro,156 DEF Society Drive,Telluride,Colorado,81435,,,Colorado,81435,6878
Ten Fifty Five Brewing,micro,3810 E 44th St Ste 315,Tucson,Arizona,85713-5474,,,Arizona,85713,6887
Ten Mile Creek Brewery,micro,48 N Last Chance Gulch,Helena,Montana,59601-4122,,,Montana,59601,6889
Ten Sleep Brewing Company,micro,2549 Hwy 16,Ten Sleep,Wyoming,82442,,,Wyoming,82442,6893
Tenaya Creek Brewery,micro,831 W Bonanza Rd,Las Vegas,Nevada,89106-3526,,,Nevada,89106,6896
TenEyck Brewing,planning,,Queenstown,Maryland,21658-1386,,,Maryland,21658,6897
Tennessee Valley Brewing Company,micro,2088 Lowes Dr Ste H,Clarksville,Tennessee,37040-1635,,,Tennessee,37040,6899
Tequesta Brewing Co,micro,287 S US Highway 1,Tequesta,Florida,33469-2701,,,Florida,33469,6901
Texas Beer Refinery,micro,1825 Dickinson Ave Unit B,Dickinson,Texas,77539-7799,,,Texas,77539,6913
THAT Brewery - Cottonwood,micro,300 E Cherry St Unit B,Cottonwood,Arizona,86326-6178,,,Arizona,86326,6916
THAT Brewery & Pub - Pine,brewpub,3270 N Az Highway 87,Pine,Arizona,85544-5036,,,Arizona,85544,6917
The Austin Beer Garden Brewing Co,brewpub,1305 W Oltorf St Ste B,Austin,Texas,78704-5362,,,Texas,78704,6925
The Beer Diviner,micro,243 Bly Hollow Rd,Petersburg,New York,12040,,,New York,12040,6929
The Beer'd Brewing Company,micro,22 Bayview Ave Ste 15,Stonington,Connecticut,06378-1143,,,Connecticut,06378,6930
The Berghoff Brewery Inc.,contract,1730 W Superior St Apt 3W,Chicago,Illinois,60622-5639,,,Illinois,60622,6932
The Berghoff Restaurant,planning,,Chicago,Illinois,60603-5502,,,Illinois,60603,6933
The Best Of Hands Barrelhouse,planning,,Seattle,Washington,98126-3228,,,Washington,98126,6934
The Blue Heron Brewery,planning,,Hinckley,Ohio,44233,,,Ohio,44233,6937
The Blue Onion Brewpub,brewpub,423 S International Blvd,Weslaco,Texas,78596-9114,,,Texas,78596,6938
The Brewer's Cabinet,micro,475 S Arlington Ave Ste 1C,Reno,Nevada,89501-2099,,,Nevada,89501,6951
The Brewers Collective,micro,1460 N Clinton Ave Unit N,Bay Shore,New York,11706-4058,,,New York,11706,6953
The Brewers of Nye Hill Farm,micro,250 Middletown Rd,Keene,New Hampshire,03431-8705,,,New Hampshire,03431,6954
The Brewery At Hershey,micro,598 Schoolhouse Rd,Middletown,Pennsylvania,17057-4029,,,Pennsylvania,17057,6956
"The Brewery BÃ¶ser Geist Brewing Co., LLC",micro,1250 Simon Blvd Unit K100,Easton,Pennsylvania,18042-1474,,,Pennsylvania,18042,6957
The Brewery LBK,brewpub,1204 Broadway #104,Lubbock,Texas,79401,,,Texas,79401,6958
The Brewery of Broken Dreams,micro,8319 Pleasant Valley Rd,Hammondsport,New York,14840-9549,,,New York,14840,6959
The Brewtorium,brewpub,6015 Dillard Cir Ste A,Austin,Texas,78752-4440,,,Texas,78752,6963
The Bunkhouse Brewery,micro,1216 W Lincoln St Ste A,Bozeman,Montana,59715-5417,,,Montana,59715,6966
The Common Beer Company,planning,,Mason,Ohio,45040,,,Ohio,45040,6969
The Craft Of Brewing,micro,"21140 Ashburn Crossing Drive, Suite 170",Ashburn,Virginia,20147,,,Virginia,20147,6971
The Crafter Space,contract,1550 N Warren Ave Apt 114,Milwaukee,Wisconsin,53202-2298,,,Wisconsin,53202,6972
The Explorium Brewpub,brewpub,5300 S 76th St Unit 1450A,Greendale,Wisconsin,53129-1102,,,Wisconsin,53129,6978
The Farm Brewery At Broad Run,micro,16015 John Marshall Hwy,Broad Run,Virginia,20137-2250,,,Virginia,20137,6979
The Fermentorium,brewpub,7481 Hwy 60,Cedarburg,Wisconsin,53012-9702,,,Wisconsin,53012,6984
The Florida Brewery,regional,202 Gandy Rd,Auburndale,Florida,33823-2726,,,Florida,33823,6986
The Food Works,planning,,Brooklyn,New York,11206,,,New York,11206,6987
The Freehouse,brewpub,701 Washington Ave N Ste 101,Minneapolis,Minnesota,55401-2820,,,Minnesota,55401,6989
The Glass Jug,micro,5410 Nc Highway 55 Ste V,Durham,North Carolina,27713-7802,,,North Carolina,27713,6990
The Good Shepherds Brewing Co,micro,31 Loop Rd Ste 1,Auburn,New York,13021-3823,,,New York,13021,6992
The Good Society,planning,,Seattle,Washington,98136-2652,,,Washington,98136,6993
The Half Wall Brewery,brewpub,1887 SR 44,New Smyrna Beach,Florida,32168,,,Florida,32168,6999
The Humble Pint,planning,,Round Rock,Texas,78681-5504,,,Texas,78681,7007
The Jolly Fox Brewery,planning,,Pittsburg,Kansas,66762,,,Kansas,66762,7009
The Koontz Lake Brewing Company,brewpub,7747 N State Road 23,Walkerton,Indiana,46574-9360,,,Indiana,46574,7013
The Laboratory Mill Brewery,micro,848 Southfork Rd,Lincolnton,North Carolina,28092,,,North Carolina,28092,7014
The Laird Arcade Brewery,micro,114 S Washington St Ste D,Tiffin,Ohio,44883-3915,,,Ohio,44883,7015
"The Levee Brewing Company, Inc",planning,,Valdese,North Carolina,28690,,,North Carolina,28690,7017
The Lodge Restaurant & Microbrewery,brewpub,29042 Hide AWay Hills Rd,Sugar Grove,Ohio,43155,,,Ohio,43155,7019
The Lone Girl Brewing Company,brewpub,114 E Main St Ste 101,Waunakee,Wisconsin,53597-1274,,,Wisconsin,53597,7020
The Lost Druid,planning,,Atlanta,Georgia,30307-2758,,,Georgia,30307,7023
The Mack House Brewpub,brewpub,9118 W State Road 84,Davie,Florida,33324-4416,,,Florida,33324,7024
The North Slope Brewing Company,brewpub,2439 Sr 309 Hwy,Dallas,Pennsylvania,18612-9251,,,Pennsylvania,18612,7035
The Old Bakery Beer Company,brewpub,400 Landmarks Blvd,Alton,Illinois,62002-2405,,,Illinois,62002,7037
The Oozlefinch Craft Brewery,micro,81 Patch Rd,Fort Monroe,Virginia,23651-1052,,,Virginia,23651,7039
The Other Farm Brewing Company,brewpub,128 E Philadelphia Ave Ste 1,Boyertown,Pennsylvania,19512-1161,,,Pennsylvania,19512,7040
The Owls Brew,large,135 W 29th St Rm 602,New York,New York,10001-5175,,,New York,10001,7043
The Peak Brewing Company,brewpub,78491 US-40,Winter Park,Colorado,80482,,,Colorado,80482,7045
